game_date,visitor,visitor_score,home,home_score,ot1,ot2,ot3,ot4
2008-10-28,Cleveland Cavaliers,85,Boston Celtics,90,FALSE,FALSE,FALSE,FALSE
2008-10-28,Milwaukee Bucks,95,Chicago Bulls,108,FALSE,FALSE,FALSE,FALSE
2008-10-28,Portland Trail Blazers,76,Los Angeles Lakers,96,FALSE,FALSE,FALSE,FALSE
2008-10-29,Indiana Pacers,94,Detroit Pistons,100,FALSE,FALSE,FALSE,FALSE
2008-10-29,New Orleans Hornets,108,Golden State Warriors,103,FALSE,FALSE,FALSE,FALSE
2008-10-29,Memphis Grizzlies,71,Houston Rockets,82,FALSE,FALSE,FALSE,FALSE
2008-10-29,Los Angeles Lakers,117,Los Angeles Clippers,79,FALSE,FALSE,FALSE,FALSE
2008-10-29,Sacramento Kings,96,Minnesota Timberwolves,98,FALSE,FALSE,FALSE,FALSE
2008-10-29,Miami Heat,115,New York Knicks,120,FALSE,FALSE,FALSE,FALSE
2008-10-29,Milwaukee Bucks,98,Oklahoma City Thunder,87,FALSE,FALSE,FALSE,FALSE
2008-10-29,Atlanta Hawks,99,Orlando Magic,85,FALSE,FALSE,FALSE,FALSE
2008-10-29,Toronto Raptors,95,Philadelphia 76ers,84,FALSE,FALSE,FALSE,FALSE
2008-10-29,Phoenix Suns,103,San Antonio Spurs,98,FALSE,FALSE,FALSE,FALSE
2008-10-29,Denver Nuggets,94,Utah Jazz,98,FALSE,FALSE,FALSE,FALSE
2008-10-29,New Jersey Nets,95,Washington Wizards,85,FALSE,FALSE,FALSE,FALSE
2008-10-30,Charlotte Bobcats,79,Cleveland Cavaliers,96,FALSE,FALSE,FALSE,FALSE
2008-10-30,Houston Rockets,112,Dallas Mavericks,102,FALSE,FALSE,FALSE,FALSE
2008-10-30,New Orleans Hornets,108,Phoenix Suns,95,FALSE,FALSE,FALSE,FALSE
2008-10-31,Chicago Bulls,80,Boston Celtics,96,FALSE,FALSE,FALSE,FALSE
2008-10-31,Denver Nuggets,113,Los Angeles Clippers,103,TRUE,FALSE,FALSE,FALSE
2008-10-31,Orlando Magic,84,Memphis Grizzlies,86,FALSE,FALSE,FALSE,FALSE
2008-10-31,Sacramento Kings,77,Miami Heat,103,FALSE,FALSE,FALSE,FALSE
2008-10-31,New York Knicks,87,Philadelphia 76ers,116,FALSE,FALSE,FALSE,FALSE
2008-10-31,San Antonio Spurs,99,Portland Trail Blazers,100,FALSE,FALSE,FALSE,FALSE
2008-10-31,Golden State Warriors,108,Toronto Raptors,112,TRUE,FALSE,FALSE,FALSE
2008-11-01,Philadelphia 76ers,88,Atlanta Hawks,95,FALSE,FALSE,FALSE,FALSE
2008-11-01,Miami Heat,87,Charlotte Bobcats,100,FALSE,FALSE,FALSE,FALSE
2008-11-01,Memphis Grizzlies,86,Chicago Bulls,96,FALSE,FALSE,FALSE,FALSE
2008-11-01,Los Angeles Lakers,104,Denver Nuggets,97,FALSE,FALSE,FALSE,FALSE
2008-11-01,Washington Wizards,109,Detroit Pistons,117,FALSE,FALSE,FALSE,FALSE
2008-11-01,Oklahoma City Thunder,77,Houston Rockets,89,FALSE,FALSE,FALSE,FALSE
2008-11-01,Boston Celtics,79,Indiana Pacers,95,FALSE,FALSE,FALSE,FALSE
2008-11-01,Toronto Raptors,91,Milwaukee Bucks,87,FALSE,FALSE,FALSE,FALSE
2008-11-01,Dallas Mavericks,95,Minnesota Timberwolves,85,FALSE,FALSE,FALSE,FALSE
2008-11-01,Golden State Warriors,105,New Jersey Nets,97,FALSE,FALSE,FALSE,FALSE
2008-11-01,Cleveland Cavaliers,92,New Orleans Hornets,104,FALSE,FALSE,FALSE,FALSE
2008-11-01,Sacramento Kings,103,Orlando Magic,121,FALSE,FALSE,FALSE,FALSE
2008-11-01,Portland Trail Blazers,96,Phoenix Suns,107,FALSE,FALSE,FALSE,FALSE
2008-11-01,Los Angeles Clippers,79,Utah Jazz,101,FALSE,FALSE,FALSE,FALSE
2008-11-02,Milwaukee Bucks,94,New York Knicks,86,FALSE,FALSE,FALSE,FALSE
2008-11-02,Minnesota Timberwolves,85,Oklahoma City Thunder,88,FALSE,FALSE,FALSE,FALSE
2008-11-03,Detroit Pistons,101,Charlotte Bobcats,83,FALSE,FALSE,FALSE,FALSE
2008-11-03,Cleveland Cavaliers,100,Dallas Mavericks,81,FALSE,FALSE,FALSE,FALSE
2008-11-03,Utah Jazz,89,Los Angeles Clippers,73,FALSE,FALSE,FALSE,FALSE
2008-11-03,Golden State Warriors,79,Memphis Grizzlies,90,FALSE,FALSE,FALSE,FALSE
2008-11-03,Chicago Bulls,93,Orlando Magic,96,FALSE,FALSE,FALSE,FALSE
2008-11-03,Sacramento Kings,91,Philadelphia 76ers,125,FALSE,FALSE,FALSE,FALSE
2008-11-04,Boston Celtics,103,Houston Rockets,99,FALSE,FALSE,FALSE,FALSE
2008-11-04,Phoenix Suns,114,New Jersey Nets,86,FALSE,FALSE,FALSE,FALSE
2008-11-04,Dallas Mavericks,98,San Antonio Spurs,81,FALSE,FALSE,FALSE,FALSE
2008-11-05,Chicago Bulls,93,Cleveland Cavaliers,107,FALSE,FALSE,FALSE,FALSE
2008-11-05,Denver Nuggets,101,Golden State Warriors,111,FALSE,FALSE,FALSE,FALSE
2008-11-05,Phoenix Suns,113,Indiana Pacers,103,FALSE,FALSE,FALSE,FALSE
2008-11-05,Los Angeles Clippers,88,Los Angeles Lakers,106,FALSE,FALSE,FALSE,FALSE
2008-11-05,Philadelphia 76ers,83,Miami Heat,106,FALSE,FALSE,FALSE,FALSE
2008-11-05,Washington Wizards,104,Milwaukee Bucks,112,TRUE,FALSE,FALSE,FALSE
2008-11-05,San Antonio Spurs,129,Minnesota Timberwolves,125,FALSE,TRUE,FALSE,FALSE
2008-11-05,Atlanta Hawks,87,New Orleans Hornets,79,FALSE,FALSE,FALSE,FALSE
2008-11-05,Charlotte Bobcats,98,New York Knicks,101,FALSE,FALSE,FALSE,FALSE
2008-11-05,Boston Celtics,96,Oklahoma City Thunder,83,FALSE,FALSE,FALSE,FALSE
2008-11-05,Memphis Grizzlies,95,Sacramento Kings,100,FALSE,FALSE,FALSE,FALSE
2008-11-05,Detroit Pistons,100,Toronto Raptors,93,FALSE,FALSE,FALSE,FALSE
2008-11-05,Portland Trail Blazers,96,Utah Jazz,103,FALSE,FALSE,FALSE,FALSE
2008-11-06,Philadelphia 76ers,88,Orlando Magic,98,FALSE,FALSE,FALSE,FALSE
2008-11-06,Houston Rockets,99,Portland Trail Blazers,101,TRUE,FALSE,FALSE,FALSE
2008-11-07,Toronto Raptors,92,Atlanta Hawks,110,FALSE,FALSE,FALSE,FALSE
2008-11-07,Milwaukee Bucks,89,Boston Celtics,101,FALSE,FALSE,FALSE,FALSE
2008-11-07,New Orleans Hornets,89,Charlotte Bobcats,92,FALSE,FALSE,FALSE,FALSE
2008-11-07,Phoenix Suns,83,Chicago Bulls,100,FALSE,FALSE,FALSE,FALSE
2008-11-07,Indiana Pacers,107,Cleveland Cavaliers,111,FALSE,FALSE,FALSE,FALSE
2008-11-07,Dallas Mavericks,105,Denver Nuggets,108,FALSE,FALSE,FALSE,FALSE
2008-11-07,Memphis Grizzlies,109,Golden State Warriors,104,FALSE,FALSE,FALSE,FALSE
2008-11-07,Houston Rockets,92,Los Angeles Clippers,83,FALSE,FALSE,FALSE,FALSE
2008-11-07,Detroit Pistons,96,New Jersey Nets,103,FALSE,FALSE,FALSE,FALSE
2008-11-07,Minnesota Timberwolves,109,Sacramento Kings,121,FALSE,FALSE,FALSE,FALSE
2008-11-07,Miami Heat,99,San Antonio Spurs,83,FALSE,FALSE,FALSE,FALSE
2008-11-07,Oklahoma City Thunder,97,Utah Jazz,104,FALSE,FALSE,FALSE,FALSE
2008-11-07,New York Knicks,114,Washington Wizards,108,FALSE,FALSE,FALSE,FALSE
2008-11-08,Cleveland Cavaliers,106,Chicago Bulls,97,FALSE,FALSE,FALSE,FALSE
2008-11-08,New Jersey Nets,80,Indiana Pacers,98,FALSE,FALSE,FALSE,FALSE
2008-11-08,Phoenix Suns,104,Milwaukee Bucks,96,FALSE,FALSE,FALSE,FALSE
2008-11-08,Miami Heat,89,New Orleans Hornets,100,FALSE,FALSE,FALSE,FALSE
2008-11-08,Washington Wizards,81,Orlando Magic,106,FALSE,FALSE,FALSE,FALSE
2008-11-08,Minnesota Timberwolves,93,Portland Trail Blazers,97,FALSE,FALSE,FALSE,FALSE
2008-11-09,Toronto Raptors,89,Charlotte Bobcats,79,FALSE,FALSE,FALSE,FALSE
2008-11-09,Memphis Grizzlies,90,Denver Nuggets,100,FALSE,FALSE,FALSE,FALSE
2008-11-09,Boston Celtics,88,Detroit Pistons,76,FALSE,FALSE,FALSE,FALSE
2008-11-09,Dallas Mavericks,92,Los Angeles Clippers,103,FALSE,FALSE,FALSE,FALSE
2008-11-09,Houston Rockets,82,Los Angeles Lakers,111,FALSE,FALSE,FALSE,FALSE
2008-11-09,Utah Jazz,99,New York Knicks,107,FALSE,FALSE,FALSE,FALSE
2008-11-09,Atlanta Hawks,89,Oklahoma City Thunder,85,FALSE,FALSE,FALSE,FALSE
2008-11-09,Golden State Warriors,98,Sacramento Kings,115,FALSE,FALSE,FALSE,FALSE
2008-11-10,Toronto Raptors,87,Boston Celtics,94,FALSE,FALSE,FALSE,FALSE
2008-11-10,Oklahoma City Thunder,99,Indiana Pacers,107,FALSE,FALSE,FALSE,FALSE
2008-11-10,New Jersey Nets,94,Miami Heat,99,FALSE,FALSE,FALSE,FALSE
2008-11-10,Portland Trail Blazers,106,Orlando Magic,99,FALSE,FALSE,FALSE,FALSE
2008-11-10,Memphis Grizzlies,102,Phoenix Suns,107,FALSE,FALSE,FALSE,FALSE
2008-11-11,Denver Nuggets,88,Charlotte Bobcats,80,FALSE,FALSE,FALSE,FALSE
2008-11-11,Atlanta Hawks,113,Chicago Bulls,108,FALSE,FALSE,FALSE,FALSE
2008-11-11,Milwaukee Bucks,93,Cleveland Cavaliers,99,FALSE,FALSE,FALSE,FALSE
2008-11-11,Los Angeles Lakers,106,Dallas Mavericks,99,FALSE,FALSE,FALSE,FALSE
2008-11-11,Minnesota Timberwolves,110,Golden State Warriors,113,TRUE,FALSE,FALSE,FALSE
2008-11-11,Utah Jazz,93,Philadelphia 76ers,80,FALSE,FALSE,FALSE,FALSE
2008-11-11,Detroit Pistons,100,Sacramento Kings,92,FALSE,FALSE,FALSE,FALSE
2008-11-11,New York Knicks,80,San Antonio Spurs,92,FALSE,FALSE,FALSE,FALSE
2008-11-12,Atlanta Hawks,102,Boston Celtics,103,FALSE,FALSE,FALSE,FALSE
2008-11-12,Sacramento Kings,103,Los Angeles Clippers,98,FALSE,FALSE,FALSE,FALSE
2008-11-12,New York Knicks,132,Memphis Grizzlies,103,FALSE,FALSE,FALSE,FALSE
2008-11-12,Portland Trail Blazers,104,Miami Heat,96,FALSE,FALSE,FALSE,FALSE
2008-11-12,San Antonio Spurs,78,Milwaukee Bucks,82,FALSE,FALSE,FALSE,FALSE
2008-11-12,Indiana Pacers,98,New Jersey Nets,87,FALSE,FALSE,FALSE,FALSE
2008-11-12,Los Angeles Lakers,93,New Orleans Hornets,86,FALSE,FALSE,FALSE,FALSE
2008-11-12,Orlando Magic,109,Oklahoma City Thunder,92,FALSE,FALSE,FALSE,FALSE
2008-11-12,Houston Rockets,94,Phoenix Suns,82,FALSE,FALSE,FALSE,FALSE
2008-11-12,Philadelphia 76ers,106,Toronto Raptors,96,FALSE,FALSE,FALSE,FALSE
2008-11-12,Utah Jazz,87,Washington Wizards,95,FALSE,FALSE,FALSE,FALSE
2008-11-13,Dallas Mavericks,91,Chicago Bulls,98,FALSE,FALSE,FALSE,FALSE
2008-11-13,Denver Nuggets,99,Cleveland Cavaliers,110,FALSE,FALSE,FALSE,FALSE
2008-11-13,Detroit Pistons,107,Golden State Warriors,102,FALSE,FALSE,FALSE,FALSE
2008-11-14,Denver Nuggets,94,Boston Celtics,85,FALSE,FALSE,FALSE,FALSE
2008-11-14,Utah Jazz,96,Charlotte Bobcats,104,FALSE,FALSE,FALSE,FALSE
2008-11-14,Orlando Magic,102,Dallas Mavericks,100,FALSE,FALSE,FALSE,FALSE
2008-11-14,Philadelphia 76ers,94,Indiana Pacers,92,FALSE,FALSE,FALSE,FALSE
2008-11-14,Detroit Pistons,106,Los Angeles Lakers,95,FALSE,FALSE,FALSE,FALSE
2008-11-14,Milwaukee Bucks,101,Memphis Grizzlies,96,TRUE,FALSE,FALSE,FALSE
2008-11-14,Washington Wizards,77,Miami Heat,97,FALSE,FALSE,FALSE,FALSE
2008-11-14,Atlanta Hawks,108,New Jersey Nets,115,FALSE,FALSE,FALSE,FALSE
2008-11-14,Portland Trail Blazers,82,New Orleans Hornets,87,FALSE,FALSE,FALSE,FALSE
2008-11-14,Oklahoma City Thunder,106,New York Knicks,116,FALSE,FALSE,FALSE,FALSE
2008-11-14,Phoenix Suns,97,Sacramento Kings,95,TRUE,FALSE,FALSE,FALSE
2008-11-14,Houston Rockets,75,San Antonio Spurs,77,FALSE,FALSE,FALSE,FALSE
2008-11-15,New Jersey Nets,119,Atlanta Hawks,107,FALSE,FALSE,FALSE,FALSE
2008-11-15,Indiana Pacers,91,Chicago Bulls,104,FALSE,FALSE,FALSE,FALSE
2008-11-15,Utah Jazz,93,Cleveland Cavaliers,105,FALSE,FALSE,FALSE,FALSE
2008-11-15,New Orleans Hornets,82,Houston Rockets,91,FALSE,FALSE,FALSE,FALSE
2008-11-15,Golden State Warriors,121,Los Angeles Clippers,103,FALSE,FALSE,FALSE,FALSE
2008-11-15,Boston Celtics,102,Milwaukee Bucks,97,TRUE,FALSE,FALSE,FALSE
2008-11-15,Portland Trail Blazers,88,Minnesota Timberwolves,83,FALSE,FALSE,FALSE,FALSE
2008-11-15,Oklahoma City Thunder,85,Philadelphia 76ers,110,FALSE,FALSE,FALSE,FALSE
2008-11-16,Orlando Magic,90,Charlotte Bobcats,85,FALSE,FALSE,FALSE,FALSE
2008-11-16,Minnesota Timberwolves,84,Denver Nuggets,90,FALSE,FALSE,FALSE,FALSE
2008-11-16,Dallas Mavericks,124,New York Knicks,114,TRUE,FALSE,FALSE,FALSE
2008-11-16,Detroit Pistons,86,Phoenix Suns,104,FALSE,FALSE,FALSE,FALSE
2008-11-16,San Antonio Spurs,90,Sacramento Kings,88,FALSE,FALSE,FALSE,FALSE
2008-11-16,Miami Heat,96,Toronto Raptors,107,FALSE,FALSE,FALSE,FALSE
2008-11-17,San Antonio Spurs,86,Los Angeles Clippers,83,FALSE,FALSE,FALSE,FALSE
2008-11-17,Houston Rockets,100,Oklahoma City Thunder,89,FALSE,FALSE,FALSE,FALSE
2008-11-17,Phoenix Suns,97,Utah Jazz,109,FALSE,FALSE,FALSE,FALSE
2008-11-18,New York Knicks,101,Boston Celtics,110,FALSE,FALSE,FALSE,FALSE
2008-11-18,Dallas Mavericks,100,Charlotte Bobcats,83,FALSE,FALSE,FALSE,FALSE
2008-11-18,Milwaukee Bucks,105,Denver Nuggets,114,FALSE,FALSE,FALSE,FALSE
2008-11-18,Portland Trail Blazers,106,Golden State Warriors,111,FALSE,FALSE,FALSE,FALSE
2008-11-18,Atlanta Hawks,96,Indiana Pacers,113,FALSE,FALSE,FALSE,FALSE
2008-11-18,Chicago Bulls,109,Los Angeles Lakers,116,FALSE,FALSE,FALSE,FALSE
2008-11-18,Sacramento Kings,94,Memphis Grizzlies,109,FALSE,FALSE,FALSE,FALSE
2008-11-18,Cleveland Cavaliers,106,New Jersey Nets,82,FALSE,FALSE,FALSE,FALSE
2008-11-18,Toronto Raptors,90,Orlando Magic,103,FALSE,FALSE,FALSE,FALSE
2008-11-18,Miami Heat,94,Washington Wizards,87,FALSE,FALSE,FALSE,FALSE
2008-11-19,Washington Wizards,87,Atlanta Hawks,91,FALSE,FALSE,FALSE,FALSE
2008-11-19,Cleveland Cavaliers,89,Detroit Pistons,96,FALSE,FALSE,FALSE,FALSE
2008-11-19,Dallas Mavericks,96,Houston Rockets,86,FALSE,FALSE,FALSE,FALSE
2008-11-19,Toronto Raptors,101,Miami Heat,95,FALSE,FALSE,FALSE,FALSE
2008-11-19,Philadelphia 76ers,96,Minnesota Timberwolves,102,FALSE,FALSE,FALSE,FALSE
2008-11-19,Sacramento Kings,105,New Orleans Hornets,96,FALSE,FALSE,FALSE,FALSE
2008-11-19,Los Angeles Clippers,108,Oklahoma City Thunder,88,FALSE,FALSE,FALSE,FALSE
2008-11-19,Chicago Bulls,74,Portland Trail Blazers,116,FALSE,FALSE,FALSE,FALSE
2008-11-19,Denver Nuggets,91,San Antonio Spurs,81,FALSE,FALSE,FALSE,FALSE
2008-11-19,Milwaukee Bucks,94,Utah Jazz,105,FALSE,FALSE,FALSE,FALSE
2008-11-20,Detroit Pistons,80,Boston Celtics,98,FALSE,FALSE,FALSE,FALSE
2008-11-20,Los Angeles Lakers,105,Phoenix Suns,92,FALSE,FALSE,FALSE,FALSE
2008-11-21,Charlotte Bobcats,83,Atlanta Hawks,88,FALSE,FALSE,FALSE,FALSE
2008-11-21,Memphis Grizzlies,76,Dallas Mavericks,91,FALSE,FALSE,FALSE,FALSE
2008-11-21,Chicago Bulls,115,Golden State Warriors,110,FALSE,FALSE,FALSE,FALSE
2008-11-21,Orlando Magic,100,Indiana Pacers,98,TRUE,FALSE,FALSE,FALSE
2008-11-21,Denver Nuggets,90,Los Angeles Lakers,104,FALSE,FALSE,FALSE,FALSE
2008-11-21,New York Knicks,87,Milwaukee Bucks,104,FALSE,FALSE,FALSE,FALSE
2008-11-21,Boston Celtics,95,Minnesota Timberwolves,78,FALSE,FALSE,FALSE,FALSE
2008-11-21,New Orleans Hornets,105,Oklahoma City Thunder,80,FALSE,FALSE,FALSE,FALSE
2008-11-21,Los Angeles Clippers,88,Philadelphia 76ers,89,FALSE,FALSE,FALSE,FALSE
2008-11-21,Portland Trail Blazers,117,Sacramento Kings,96,FALSE,FALSE,FALSE,FALSE
2008-11-21,Utah Jazz,94,San Antonio Spurs,119,FALSE,FALSE,FALSE,FALSE
2008-11-21,New Jersey Nets,129,Toronto Raptors,127,TRUE,FALSE,FALSE,FALSE
2008-11-21,Houston Rockets,103,Washington Wizards,91,FALSE,FALSE,FALSE,FALSE
2008-11-22,Milwaukee Bucks,79,Charlotte Bobcats,74,FALSE,FALSE,FALSE,FALSE
2008-11-22,Atlanta Hawks,96,Cleveland Cavaliers,110,FALSE,FALSE,FALSE,FALSE
2008-11-22,Utah Jazz,103,Memphis Grizzlies,94,FALSE,FALSE,FALSE,FALSE
2008-11-22,Indiana Pacers,100,Miami Heat,109,FALSE,FALSE,FALSE,FALSE
2008-11-22,Los Angeles Clippers,95,New Jersey Nets,112,FALSE,FALSE,FALSE,FALSE
2008-11-22,Oklahoma City Thunder,97,New Orleans Hornets,109,FALSE,FALSE,FALSE,FALSE
2008-11-22,Washington Wizards,117,New York Knicks,122,FALSE,FALSE,FALSE,FALSE
2008-11-22,Houston Rockets,100,Orlando Magic,95,FALSE,FALSE,FALSE,FALSE
2008-11-22,Portland Trail Blazers,92,Phoenix Suns,102,FALSE,FALSE,FALSE,FALSE
2008-11-23,Chicago Bulls,101,Denver Nuggets,114,FALSE,FALSE,FALSE,FALSE
2008-11-23,Minnesota Timberwolves,106,Detroit Pistons,80,FALSE,FALSE,FALSE,FALSE
2008-11-23,Sacramento Kings,108,Los Angeles Lakers,118,FALSE,FALSE,FALSE,FALSE
2008-11-23,Golden State Warriors,81,Philadelphia 76ers,89,FALSE,FALSE,FALSE,FALSE
2008-11-23,Boston Celtics,118,Toronto Raptors,103,FALSE,FALSE,FALSE,FALSE
2008-11-24,Philadelphia 76ers,84,Charlotte Bobcats,93,FALSE,FALSE,FALSE,FALSE
2008-11-24,New Orleans Hornets,99,Los Angeles Clippers,87,FALSE,FALSE,FALSE,FALSE
2008-11-24,San Antonio Spurs,94,Memphis Grizzlies,81,FALSE,FALSE,FALSE,FALSE
2008-11-24,Houston Rockets,107,Miami Heat,98,FALSE,FALSE,FALSE,FALSE
2008-11-24,Milwaukee Bucks,101,Orlando Magic,108,FALSE,FALSE,FALSE,FALSE
2008-11-24,Sacramento Kings,90,Portland Trail Blazers,91,FALSE,FALSE,FALSE,FALSE
2008-11-24,Chicago Bulls,101,Utah Jazz,100,FALSE,FALSE,FALSE,FALSE
2008-11-25,Indiana Pacers,106,Dallas Mavericks,109,FALSE,FALSE,FALSE,FALSE
2008-11-25,New Jersey Nets,93,Los Angeles Lakers,120,FALSE,FALSE,FALSE,FALSE
2008-11-25,Cleveland Cavaliers,119,New York Knicks,101,FALSE,FALSE,FALSE,FALSE
2008-11-25,Phoenix Suns,99,Oklahoma City Thunder,98,FALSE,FALSE,FALSE,FALSE
2008-11-25,Golden State Warriors,100,Washington Wizards,124,FALSE,FALSE,FALSE,FALSE
2008-11-26,Milwaukee Bucks,96,Atlanta Hawks,102,FALSE,FALSE,FALSE,FALSE
2008-11-26,Golden State Warriors,111,Boston Celtics,119,FALSE,FALSE,FALSE,FALSE
2008-11-26,Oklahoma City Thunder,82,Cleveland Cavaliers,117,FALSE,FALSE,FALSE,FALSE
2008-11-26,New York Knicks,96,Detroit Pistons,110,FALSE,FALSE,FALSE,FALSE
2008-11-26,Indiana Pacers,91,Houston Rockets,90,FALSE,FALSE,FALSE,FALSE
2008-11-26,Denver Nuggets,106,Los Angeles Clippers,105,FALSE,FALSE,FALSE,FALSE
2008-11-26,Phoenix Suns,110,Minnesota Timberwolves,102,FALSE,FALSE,FALSE,FALSE
2008-11-26,Orlando Magic,96,Philadelphia 76ers,94,FALSE,FALSE,FALSE,FALSE
2008-11-26,Miami Heat,68,Portland Trail Blazers,106,FALSE,FALSE,FALSE,FALSE
2008-11-26,New Jersey Nets,116,Sacramento Kings,114,TRUE,FALSE,FALSE,FALSE
2008-11-26,Chicago Bulls,88,San Antonio Spurs,98,FALSE,FALSE,FALSE,FALSE
2008-11-26,Charlotte Bobcats,86,Toronto Raptors,93,FALSE,FALSE,FALSE,FALSE
2008-11-26,Memphis Grizzlies,100,Utah Jazz,117,FALSE,FALSE,FALSE,FALSE
2008-11-27,New Orleans Hornets,105,Denver Nuggets,101,FALSE,FALSE,FALSE,FALSE
2008-11-27,Orlando Magic,105,Washington Wizards,90,FALSE,FALSE,FALSE,FALSE
2008-11-28,Philadelphia 76ers,78,Boston Celtics,102,FALSE,FALSE,FALSE,FALSE
2008-11-28,Golden State Warriors,97,Cleveland Cavaliers,112,FALSE,FALSE,FALSE,FALSE
2008-11-28,Milwaukee Bucks,97,Detroit Pistons,107,FALSE,FALSE,FALSE,FALSE
2008-11-28,Charlotte Bobcats,115,Indiana Pacers,108,TRUE,FALSE,FALSE,FALSE
2008-11-28,Dallas Mavericks,107,Los Angeles Lakers,114,FALSE,FALSE,FALSE,FALSE
2008-11-28,Minnesota Timberwolves,105,Oklahoma City Thunder,103,FALSE,FALSE,FALSE,FALSE
2008-11-28,Miami Heat,107,Phoenix Suns,92,FALSE,FALSE,FALSE,FALSE
2008-11-28,New Orleans Hornets,86,Portland Trail Blazers,101,FALSE,FALSE,FALSE,FALSE
2008-11-28,Memphis Grizzlies,98,San Antonio Spurs,109,FALSE,FALSE,FALSE,FALSE
2008-11-28,Atlanta Hawks,88,Toronto Raptors,93,FALSE,FALSE,FALSE,FALSE
2008-11-28,Sacramento Kings,94,Utah Jazz,120,FALSE,FALSE,FALSE,FALSE
2008-11-29,Boston Celtics,89,Charlotte Bobcats,84,FALSE,FALSE,FALSE,FALSE
2008-11-29,San Antonio Spurs,84,Houston Rockets,103,FALSE,FALSE,FALSE,FALSE
2008-11-29,Miami Heat,96,Los Angeles Clippers,97,FALSE,FALSE,FALSE,FALSE
2008-11-29,Oklahoma City Thunder,111,Memphis Grizzlies,103,FALSE,FALSE,FALSE,FALSE
2008-11-29,Cleveland Cavaliers,97,Milwaukee Bucks,85,FALSE,FALSE,FALSE,FALSE
2008-11-29,Denver Nuggets,106,Minnesota Timberwolves,97,FALSE,FALSE,FALSE,FALSE
2008-11-29,Golden State Warriors,125,New York Knicks,138,FALSE,FALSE,FALSE,FALSE
2008-11-29,Indiana Pacers,96,Orlando Magic,110,FALSE,FALSE,FALSE,FALSE
2008-11-29,Dallas Mavericks,101,Sacramento Kings,78,FALSE,FALSE,FALSE,FALSE
2008-11-29,New Jersey Nets,105,Utah Jazz,88,FALSE,FALSE,FALSE,FALSE
2008-11-29,Atlanta Hawks,102,Washington Wizards,98,FALSE,FALSE,FALSE,FALSE
2008-11-30,Houston Rockets,94,Denver Nuggets,104,FALSE,FALSE,FALSE,FALSE
2008-11-30,Portland Trail Blazers,96,Detroit Pistons,85,FALSE,FALSE,FALSE,FALSE
2008-11-30,Toronto Raptors,99,Los Angeles Lakers,112,FALSE,FALSE,FALSE,FALSE
2008-11-30,Chicago Bulls,103,Philadelphia 76ers,92,FALSE,FALSE,FALSE,FALSE
2008-11-30,New Jersey Nets,117,Phoenix Suns,109,FALSE,FALSE,FALSE,FALSE
2008-12-01,Orlando Magic,88,Boston Celtics,107,FALSE,FALSE,FALSE,FALSE
2008-12-01,Minnesota Timberwolves,90,Charlotte Bobcats,100,FALSE,FALSE,FALSE,FALSE
2008-12-01,Miami Heat,130,Golden State Warriors,129,TRUE,FALSE,FALSE,FALSE
2008-12-02,Philadelphia 76ers,103,Chicago Bulls,95,TRUE,FALSE,FALSE,FALSE
2008-12-02,Los Angeles Clippers,98,Dallas Mavericks,100,FALSE,FALSE,FALSE,FALSE
2008-12-02,Toronto Raptors,93,Denver Nuggets,132,FALSE,FALSE,FALSE,FALSE
2008-12-02,Los Angeles Lakers,117,Indiana Pacers,118,FALSE,FALSE,FALSE,FALSE
2008-12-02,Washington Wizards,108,New Jersey Nets,88,FALSE,FALSE,FALSE,FALSE
2008-12-02,Portland Trail Blazers,104,New York Knicks,97,FALSE,FALSE,FALSE,FALSE
2008-12-02,Utah Jazz,99,Sacramento Kings,94,FALSE,FALSE,FALSE,FALSE
2008-12-02,Detroit Pistons,89,San Antonio Spurs,77,FALSE,FALSE,FALSE,FALSE
2008-12-03,Memphis Grizzlies,95,Atlanta Hawks,105,FALSE,FALSE,FALSE,FALSE
2008-12-03,Indiana Pacers,96,Boston Celtics,114,FALSE,FALSE,FALSE,FALSE
2008-12-03,Oklahoma City Thunder,97,Charlotte Bobcats,103,FALSE,FALSE,FALSE,FALSE
2008-12-03,New York Knicks,82,Cleveland Cavaliers,118,FALSE,FALSE,FALSE,FALSE
2008-12-03,Los Angeles Clippers,96,Houston Rockets,103,FALSE,FALSE,FALSE,FALSE
2008-12-03,Chicago Bulls,90,Milwaukee Bucks,97,FALSE,FALSE,FALSE,FALSE
2008-12-03,Phoenix Suns,91,New Orleans Hornets,104,FALSE,FALSE,FALSE,FALSE
2008-12-03,Minnesota Timberwolves,89,Orlando Magic,100,FALSE,FALSE,FALSE,FALSE
2008-12-03,Los Angeles Lakers,114,Philadelphia 76ers,102,FALSE,FALSE,FALSE,FALSE
2008-12-03,Miami Heat,93,Utah Jazz,89,FALSE,FALSE,FALSE,FALSE
2008-12-03,Portland Trail Blazers,98,Washington Wizards,92,FALSE,FALSE,FALSE,FALSE
2008-12-04,Phoenix Suns,97,Dallas Mavericks,112,FALSE,FALSE,FALSE,FALSE
2008-12-04,San Antonio Spurs,108,Denver Nuggets,91,FALSE,FALSE,FALSE,FALSE
2008-12-05,New York Knicks,95,Atlanta Hawks,98,FALSE,FALSE,FALSE,FALSE
2008-12-05,Portland Trail Blazers,78,Boston Celtics,93,FALSE,FALSE,FALSE,FALSE
2008-12-05,Indiana Pacers,73,Cleveland Cavaliers,97,FALSE,FALSE,FALSE,FALSE
