game_date,visitor,visitor_score,home,home_score,ot,shootout
2018-02-11,Philadelphia Flyers,4,Vegas Golden Knights,1,FALSE,FALSE
2018-02-11,New York Rangers,3,Winnipeg Jets,1,FALSE,FALSE
2018-02-11,Detroit Red Wings,5,Washington Capitals,4,TRUE,FALSE
2018-02-12,Chicago Blackhawks,1,Arizona Coyotes,6,FALSE,FALSE
2018-02-12,Florida Panthers,7,Edmonton Oilers,5,FALSE,FALSE
2018-02-12,Tampa Bay Lightning,3,Toronto Maple Leafs,4,FALSE,FALSE
2018-02-13,Calgary Flames,2,Boston Bruins,5,FALSE,FALSE
2018-02-13,Tampa Bay Lightning,3,Buffalo Sabres,5,FALSE,FALSE
2018-02-13,Los Angeles Kings,3,Carolina Hurricanes,7,FALSE,FALSE
2018-02-13,Anaheim Ducks,1,Detroit Red Wings,2,FALSE,FALSE
2018-02-13,New York Rangers,2,Minnesota Wild,3,FALSE,FALSE
2018-02-13,St. Louis Blues,3,Nashville Predators,4,TRUE,FALSE
2018-02-13,Columbus Blue Jackets,4,New York Islanders,1,FALSE,FALSE
2018-02-13,New Jersey Devils,5,Philadelphia Flyers,4,FALSE,TRUE
2018-02-13,Ottawa Senators,3,Pittsburgh Penguins,6,FALSE,FALSE
2018-02-13,Arizona Coyotes,2,San Jose Sharks,1,FALSE,FALSE
2018-02-13,Chicago Blackhawks,2,Vegas Golden Knights,5,FALSE,FALSE
2018-02-13,Washington Capitals,3,Winnipeg Jets,4,TRUE,FALSE
2018-02-14,Montreal Canadiens,0,Colorado Avalanche,2,FALSE,FALSE
2018-02-14,Columbus Blue Jackets,3,Toronto Maple Leafs,6,FALSE,FALSE
2018-02-14,Florida Panthers,4,Vancouver Canucks,3,FALSE,FALSE
2018-02-15,Montreal Canadiens,2,Arizona Coyotes,5,FALSE,FALSE
2018-02-15,Anaheim Ducks,3,Chicago Blackhawks,2,FALSE,FALSE
2018-02-15,Washington Capitals,5,Minnesota Wild,2,FALSE,FALSE
2018-02-15,Carolina Hurricanes,2,New Jersey Devils,5,FALSE,FALSE
2018-02-15,Calgary Flames,4,Nashville Predators,3,FALSE,FALSE
2018-02-15,New York Rangers,0,New York Islanders,3,FALSE,FALSE
2018-02-15,Buffalo Sabres,2,Ottawa Senators,3,TRUE,FALSE
2018-02-15,Los Angeles Kings,1,Pittsburgh Penguins,3,FALSE,FALSE
2018-02-15,Vancouver Canucks,1,San Jose Sharks,4,FALSE,FALSE
2018-02-15,Detroit Red Wings,1,Tampa Bay Lightning,4,FALSE,FALSE
2018-02-15,Edmonton Oilers,1,Vegas Golden Knights,4,FALSE,FALSE
2018-02-16,New York Islanders,3,Carolina Hurricanes,0,FALSE,FALSE
2018-02-16,Philadelphia Flyers,2,Columbus Blue Jackets,1,TRUE,FALSE
2018-02-16,St. Louis Blues,1,Dallas Stars,2,FALSE,FALSE
2018-02-16,Colorado Avalanche,1,Winnipeg Jets,6,FALSE,FALSE
2018-02-17,Edmonton Oilers,0,Arizona Coyotes,1,FALSE,FALSE
2018-02-17,Los Angeles Kings,4,Buffalo Sabres,2,FALSE,FALSE
2018-02-17,Florida Panthers,6,Calgary Flames,3,FALSE,FALSE
2018-02-17,Washington Capitals,1,Chicago Blackhawks,7,FALSE,FALSE
2018-02-17,Anaheim Ducks,3,Minnesota Wild,2,FALSE,TRUE
2018-02-17,Detroit Red Wings,3,Nashville Predators,1,FALSE,FALSE
2018-02-17,New York Rangers,3,Ottawa Senators,6,FALSE,FALSE
2018-02-17,Toronto Maple Leafs,3,Pittsburgh Penguins,5,FALSE,FALSE
2018-02-17,New Jersey Devils,4,Tampa Bay Lightning,3,FALSE,FALSE
2018-02-17,Boston Bruins,1,Vancouver Canucks,6,FALSE,FALSE
2018-02-17,Montreal Canadiens,3,Vegas Golden Knights,6,FALSE,FALSE
2018-02-18,New Jersey Devils,3,Carolina Hurricanes,2,TRUE,FALSE
2018-02-18,Pittsburgh Penguins,5,Columbus Blue Jackets,2,FALSE,FALSE
2018-02-18,Edmonton Oilers,4,Colorado Avalanche,2,FALSE,FALSE
2018-02-18,Toronto Maple Leafs,3,Detroit Red Wings,2,FALSE,FALSE
2018-02-18,Philadelphia Flyers,7,New York Rangers,4,FALSE,FALSE
2018-02-18,Dallas Stars,2,San Jose Sharks,5,FALSE,FALSE
2018-02-18,Florida Panthers,2,Winnipeg Jets,7,FALSE,FALSE
2018-02-19,Washington Capitals,3,Buffalo Sabres,2,FALSE,FALSE
2018-02-19,Boston Bruins,2,Calgary Flames,1,TRUE,FALSE
2018-02-19,Los Angeles Kings,3,Chicago Blackhawks,1,FALSE,FALSE
2018-02-19,Ottawa Senators,2,Nashville Predators,5,FALSE,FALSE
2018-02-19,Minnesota Wild,5,New York Islanders,3,FALSE,FALSE
2018-02-19,Anaheim Ducks,2,Vegas Golden Knights,0,FALSE,FALSE
2018-02-20,Nashville Predators,3,Detroit Red Wings,2,FALSE,FALSE
2018-02-20,Boston Bruins,3,Edmonton Oilers,2,FALSE,FALSE
2018-02-20,Columbus Blue Jackets,2,New Jersey Devils,1,FALSE,FALSE
2018-02-20,Montreal Canadiens,2,Philadelphia Flyers,3,TRUE,FALSE
2018-02-20,San Jose Sharks,3,St. Louis Blues,2,FALSE,FALSE
2018-02-20,Florida Panthers,0,Toronto Maple Leafs,1,FALSE,FALSE
2018-02-20,Colorado Avalanche,5,Vancouver Canucks,4,TRUE,FALSE
2018-02-20,Los Angeles Kings,4,Winnipeg Jets,3,FALSE,FALSE
2018-02-20,Tampa Bay Lightning,4,Washington Capitals,2,FALSE,FALSE
2018-02-21,Dallas Stars,0,Anaheim Ducks,2,FALSE,FALSE
2018-02-21,Ottawa Senators,2,Chicago Blackhawks,3,FALSE,TRUE
2018-02-21,Calgary Flames,3,Vegas Golden Knights,7,FALSE,FALSE
2018-02-22,Calgary Flames,5,Arizona Coyotes,2,FALSE,FALSE
2018-02-22,Buffalo Sabres,3,Detroit Red Wings,2,TRUE,FALSE
2018-02-22,Colorado Avalanche,2,Edmonton Oilers,3,TRUE,FALSE
2018-02-22,Washington Capitals,2,Florida Panthers,3,FALSE,FALSE
2018-02-22,Dallas Stars,2,Los Angeles Kings,0,FALSE,FALSE
2018-02-22,New York Rangers,1,Montreal Canadiens,3,FALSE,FALSE
2018-02-22,Minnesota Wild,4,New Jersey Devils,2,FALSE,FALSE
2018-02-22,San Jose Sharks,1,Nashville Predators,7,FALSE,FALSE
2018-02-22,Tampa Bay Lightning,4,Ottawa Senators,3,FALSE,FALSE
2018-02-22,Columbus Blue Jackets,1,Philadelphia Flyers,2,FALSE,FALSE
2018-02-22,New York Islanders,3,Toronto Maple Leafs,4,FALSE,TRUE
2018-02-23,Pittsburgh Penguins,6,Carolina Hurricanes,1,FALSE,FALSE
2018-02-23,San Jose Sharks,1,Chicago Blackhawks,3,FALSE,FALSE
2018-02-23,Minnesota Wild,4,New York Rangers,1,FALSE,FALSE
2018-02-23,Winnipeg Jets,4,St. Louis Blues,0,FALSE,FALSE
2018-02-23,Vancouver Canucks,3,Vegas Golden Knights,6,FALSE,FALSE
2018-02-24,Anaheim Ducks,0,Arizona Coyotes,2,FALSE,FALSE
2018-02-24,Chicago Blackhawks,2,Columbus Blue Jackets,3,FALSE,FALSE
2018-02-24,Colorado Avalanche,1,Calgary Flames,5,FALSE,FALSE
2018-02-24,Winnipeg Jets,5,Dallas Stars,3,FALSE,FALSE
2018-02-24,Carolina Hurricanes,1,Detroit Red Wings,3,FALSE,FALSE
2018-02-24,Pittsburgh Penguins,5,Florida Panthers,6,FALSE,FALSE
2018-02-24,Edmonton Oilers,4,Los Angeles Kings,3,FALSE,FALSE
2018-02-24,Tampa Bay Lightning,4,Montreal Canadiens,3,FALSE,TRUE
2018-02-24,New York Islanders,1,New Jersey Devils,2,FALSE,FALSE
2018-02-24,Philadelphia Flyers,5,Ottawa Senators,3,FALSE,FALSE
2018-02-24,Boston Bruins,3,Toronto Maple Leafs,4,FALSE,FALSE
2018-02-24,Buffalo Sabres,1,Washington Capitals,5,FALSE,FALSE
2018-02-25,Edmonton Oilers,6,Anaheim Ducks,5,FALSE,TRUE
2018-02-25,Vancouver Canucks,3,Arizona Coyotes,1,FALSE,FALSE
2018-02-25,Boston Bruins,1,Buffalo Sabres,4,FALSE,FALSE
2018-02-25,San Jose Sharks,2,Minnesota Wild,3,TRUE,FALSE
2018-02-25,St. Louis Blues,0,Nashville Predators,4,FALSE,FALSE
2018-02-25,Detroit Red Wings,3,New York Rangers,2,TRUE,FALSE
2018-02-26,Washington Capitals,1,Columbus Blue Jackets,5,FALSE,FALSE
2018-02-26,Vancouver Canucks,1,Colorado Avalanche,3,FALSE,FALSE
2018-02-26,Vegas Golden Knights,2,Los Angeles Kings,3,TRUE,FALSE
2018-02-26,Philadelphia Flyers,1,Montreal Canadiens,0,FALSE,TRUE
2018-02-26,Toronto Maple Leafs,3,Tampa Bay Lightning,4,FALSE,TRUE
2018-02-27,Carolina Hurricanes,3,Boston Bruins,4,TRUE,FALSE
2018-02-27,Calgary Flames,0,Dallas Stars,2,FALSE,FALSE
2018-02-27,Toronto Maple Leafs,2,Florida Panthers,3,TRUE,FALSE
2018-02-27,St. Louis Blues,3,Minnesota Wild,8,FALSE,FALSE
2018-02-27,New Jersey Devils,3,Pittsburgh Penguins,2,FALSE,FALSE
2018-02-27,Edmonton Oilers,2,San Jose Sharks,5,FALSE,FALSE
2018-02-27,Los Angeles Kings,4,Vegas Golden Knights,1,FALSE,FALSE
2018-02-27,Nashville Predators,6,Winnipeg Jets,5,FALSE,FALSE
2018-02-27,Ottawa Senators,2,Washington Capitals,3,FALSE,FALSE
2018-02-28,Calgary Flames,2,Colorado Avalanche,5,FALSE,FALSE
2018-02-28,New York Islanders,1,Montreal Canadiens,3,FALSE,FALSE
2018-02-28,Detroit Red Wings,1,St. Louis Blues,2,FALSE,FALSE
2018-02-28,Buffalo Sabres,2,Tampa Bay Lightning,1,TRUE,FALSE
2018-02-28,New York Rangers,6,Vancouver Canucks,5,TRUE,FALSE
2018-03-01,Minnesota Wild,3,Arizona Coyotes,5,FALSE,FALSE
2018-03-01,Pittsburgh Penguins,4,Boston Bruins,8,FALSE,FALSE
2018-03-01,Tampa Bay Lightning,5,Dallas Stars,4,TRUE,FALSE
2018-03-01,Nashville Predators,4,Edmonton Oilers,2,FALSE,FALSE
2018-03-01,New Jersey Devils,2,Florida Panthers,3,FALSE,FALSE
2018-03-01,Columbus Blue Jackets,2,Los Angeles Kings,5,FALSE,FALSE
2018-03-01,Carolina Hurricanes,4,Philadelphia Flyers,1,FALSE,FALSE
2018-03-01,Chicago Blackhawks,2,San Jose Sharks,7,FALSE,FALSE
2018-03-02,Columbus Blue Jackets,2,Anaheim Ducks,4,FALSE,FALSE
2018-03-02,New Jersey Devils,1,Carolina Hurricanes,3,FALSE,FALSE
2018-03-02,New York Rangers,3,Calgary Flames,1,FALSE,FALSE
2018-03-02,Minnesota Wild,1,Colorado Avalanche,7,FALSE,FALSE
2018-03-02,Buffalo Sabres,1,Florida Panthers,4,FALSE,FALSE
2018-03-02,Montreal Canadiens,6,New York Islanders,3,FALSE,FALSE
2018-03-02,Nashville Predators,4,Vancouver Canucks,3,TRUE,FALSE
2018-03-02,Ottawa Senators,5,Vegas Golden Knights,4,FALSE,FALSE
2018-03-02,Detroit Red Wings,3,Winnipeg Jets,4,FALSE,FALSE
2018-03-03,Ottawa Senators,1,Arizona Coyotes,2,FALSE,FALSE
2018-03-03,Montreal Canadiens,1,Boston Bruins,2,TRUE,FALSE
2018-03-03,St. Louis Blues,2,Dallas Stars,3,TRUE,FALSE
2018-03-03,New York Rangers,3,Edmonton Oilers,2,FALSE,FALSE
2018-03-03,Chicago Blackhawks,5,Los Angeles Kings,3,FALSE,FALSE
2018-03-03,New York Islanders,2,Pittsburgh Penguins,3,TRUE,FALSE
2018-03-03,Philadelphia Flyers,6,Tampa Bay Lightning,7,FALSE,TRUE
2018-03-03,Toronto Maple Leafs,2,Washington Capitals,5,FALSE,FALSE
2018-03-04,Chicago Blackhawks,3,Anaheim Ducks,6,FALSE,FALSE
2018-03-04,Winnipeg Jets,3,Carolina Hurricanes,2,FALSE,FALSE
2018-03-04,Nashville Predators,4,Colorado Avalanche,3,TRUE,FALSE
2018-03-04,Philadelphia Flyers,1,Florida Panthers,4,FALSE,FALSE
2018-03-04,Detroit Red Wings,1,Minnesota Wild,4,FALSE,FALSE
2018-03-04,Vegas Golden Knights,3,New Jersey Devils,2,FALSE,FALSE
2018-03-04,Columbus Blue Jackets,4,San Jose Sharks,2,FALSE,FALSE
2018-03-05,Toronto Maple Leafs,3,Buffalo Sabres,5,FALSE,FALSE
2018-03-05,Ottawa Senators,3,Dallas Stars,2,TRUE,FALSE
2018-03-05,Arizona Coyotes,3,Edmonton Oilers,4,TRUE,FALSE
2018-03-05,Calgary Flames,3,Pittsburgh Penguins,4,TRUE,FALSE
2018-03-05,New York Islanders,3,Vancouver Canucks,4,TRUE,FALSE
2018-03-06,Washington Capitals,0,Anaheim Ducks,4,FALSE,FALSE
2018-03-06,Detroit Red Wings,5,Boston Bruins,6,TRUE,FALSE
2018-03-06,Vegas Golden Knights,1,Columbus Blue Jackets,4,FALSE,FALSE
2018-03-06,Colorado Avalanche,1,Chicago Blackhawks,2,TRUE,FALSE
2018-03-06,Carolina Hurricanes,2,Minnesota Wild,6,FALSE,FALSE
2018-03-06,Montreal Canadiens,4,New Jersey Devils,6,FALSE,FALSE
2018-03-06,Dallas Stars,0,Nashville Predators,2,FALSE,FALSE
2018-03-06,Winnipeg Jets,3,New York Rangers,0,FALSE,FALSE
2018-03-06,Florida Panthers,4,Tampa Bay Lightning,5,TRUE,FALSE
2018-03-07,Calgary Flames,5,Buffalo Sabres,1,FALSE,FALSE
2018-03-07,Pittsburgh Penguins,5,Philadelphia Flyers,2,FALSE,FALSE
2018-03-07,Arizona Coyotes,2,Vancouver Canucks,1,FALSE,FALSE
2018-03-08,Philadelphia Flyers,2,Boston Bruins,3,FALSE,FALSE
2018-03-08,Colorado Avalanche,4,Columbus Blue Jackets,5,TRUE,FALSE
2018-03-08,Carolina Hurricanes,3,Chicago Blackhawks,2,FALSE,FALSE
2018-03-08,Vegas Golden Knights,4,Detroit Red Wings,0,FALSE,FALSE
2018-03-08,New York Islanders,1,Edmonton Oilers,2,FALSE,TRUE
2018-03-08,Montreal Canadiens,0,Florida Panthers,5,FALSE,FALSE
2018-03-08,Washington Capitals,1,Los Angeles Kings,3,FALSE,FALSE
2018-03-08,Winnipeg Jets,3,New Jersey Devils,2,FALSE,FALSE
2018-03-08,Anaheim Ducks,2,Nashville Predators,4,FALSE,FALSE
2018-03-08,Buffalo Sabres,4,Ottawa Senators,3,FALSE,TRUE
2018-03-08,St. Louis Blues,0,San Jose Sharks,2,FALSE,FALSE
2018-03-08,New York Rangers,3,Tampa Bay Lightning,5,FALSE,FALSE
2018-03-09,Detroit Red Wings,2,Columbus Blue Jackets,3,FALSE,FALSE
2018-03-09,Anaheim Ducks,1,Dallas Stars,2,FALSE,FALSE
2018-03-09,Calgary Flames,2,Ottawa Senators,1,FALSE,FALSE
2018-03-09,Minnesota Wild,5,Vancouver Canucks,2,FALSE,FALSE
2018-03-10,Chicago Blackhawks,4,Boston Bruins,7,FALSE,FALSE
2018-03-10,Vegas Golden Knights,2,Buffalo Sabres,1,FALSE,TRUE
2018-03-10,Arizona Coyotes,2,Colorado Avalanche,5,FALSE,FALSE
2018-03-10,Minnesota Wild,1,Edmonton Oilers,4,FALSE,FALSE
2018-03-10,New York Rangers,3,Florida Panthers,4,FALSE,TRUE
2018-03-10,St. Louis Blues,7,Los Angeles Kings,2,FALSE,FALSE
2018-03-10,New Jersey Devils,3,Nashville Predators,2,FALSE,TRUE
2018-03-10,Winnipeg Jets,1,Philadelphia Flyers,2,FALSE,FALSE
2018-03-10,Washington Capitals,2,San Jose Sharks,0,FALSE,FALSE
2018-03-10,Montreal Canadiens,2,Tampa Bay Lightning,3,FALSE,TRUE
2018-03-10,Pittsburgh Penguins,2,Toronto Maple Leafs,5,FALSE,FALSE
2018-03-11,Vancouver Canucks,0,Arizona Coyotes,1,FALSE,FALSE
2018-03-11,New York Islanders,5,Calgary Flames,2,FALSE,FALSE
2018-03-11,Boston Bruins,1,Chicago Blackhawks,3,FALSE,FALSE
2018-03-11,Dallas Stars,1,Pittsburgh Penguins,3,FALSE,FALSE
2018-03-12,St. Louis Blues,4,Anaheim Ducks,2,FALSE,FALSE
2018-03-12,Montreal Canadiens,2,Columbus Blue Jackets,5,FALSE,FALSE
2018-03-12,Ottawa Senators,5,Florida Panthers,3,FALSE,FALSE
2018-03-12,Vancouver Canucks,0,Los Angeles Kings,3,FALSE,FALSE
2018-03-12,Carolina Hurricanes,3,New York Rangers,6,FALSE,FALSE
2018-03-12,Vegas Golden Knights,3,Philadelphia Flyers,2,FALSE,FALSE
2018-03-12,Detroit Red Wings,3,San Jose Sharks,5,FALSE,FALSE
2018-03-12,Winnipeg Jets,2,Washington Capitals,3,TRUE,FALSE
2018-03-13,Los Angeles Kings,3,Arizona Coyotes,4,FALSE,TRUE
2018-03-13,Boston Bruins,6,Carolina Hurricanes,4,FALSE,FALSE
2018-03-13,Edmonton Oilers,0,Calgary Flames,1,FALSE,FALSE
2018-03-13,Colorado Avalanche,5,Minnesota Wild,1,FALSE,FALSE
2018-03-13,Dallas Stars,2,Montreal Canadiens,4,FALSE,FALSE
2018-03-13,Winnipeg Jets,1,Nashville Predators,3,FALSE,FALSE
2018-03-13,Ottawa Senators,7,Tampa Bay Lightning,4,FALSE,FALSE
2018-03-14,Vancouver Canucks,0,Anaheim Ducks,3,FALSE,FALSE
2018-03-14,San Jose Sharks,4,Edmonton Oilers,3,TRUE,FALSE
2018-03-14,Pittsburgh Penguins,3,New York Rangers,4,TRUE,FALSE
2018-03-14,Dallas Stars,5,Toronto Maple Leafs,6,FALSE,TRUE
2018-03-14,New Jersey Devils,8,Vegas Golden Knights,3,FALSE,FALSE
2018-03-15,Nashville Predators,3,Arizona Coyotes,2,FALSE,FALSE
2018-03-15,Toronto Maple Leafs,5,Buffalo Sabres,2,FALSE,FALSE
2018-03-15,Boston Bruins,0,Florida Panthers,3,FALSE,FALSE
2018-03-15,Detroit Red Wings,1,Los Angeles Kings,4,FALSE,FALSE
2018-03-15,Pittsburgh Penguins,5,Montreal Canadiens,3,FALSE,FALSE
2018-03-15,Washington Capitals,7,New York Islanders,3,FALSE,FALSE
2018-03-15,Columbus Blue Jackets,5,Philadelphia Flyers,3,FALSE,FALSE
2018-03-15,Colorado Avalanche,4,St. Louis Blues,1,FALSE,FALSE
2018-03-15,Chicago Blackhawks,2,Winnipeg Jets,6,FALSE,FALSE
2018-03-16,Detroit Red Wings,2,Anaheim Ducks,4,FALSE,FALSE
2018-03-16,San Jose Sharks,7,Calgary Flames,4,FALSE,FALSE
2018-03-16,Nashville Predators,4,Colorado Avalanche,2,FALSE,FALSE
2018-03-16,Dallas Stars,2,Ottawa Senators,3,TRUE,FALSE
2018-03-16,Minnesota Wild,4,Vegas Golden Knights,2,FALSE,FALSE
2018-03-16,New York Islanders,3,Washington Capitals,6,FALSE,FALSE
2018-03-17,Minnesota Wild,3,Arizona Coyotes,1,FALSE,FALSE
2018-03-17,Chicago Blackhawks,3,Buffalo Sabres,5,FALSE,FALSE
2018-03-17,Philadelphia Flyers,4,Carolina Hurricanes,2,FALSE,FALSE
2018-03-17,Ottawa Senators,1,Columbus Blue Jackets,2,FALSE,FALSE
2018-03-17,Edmonton Oilers,4,Florida Panthers,2,FALSE,FALSE
2018-03-17,New Jersey Devils,3,Los Angeles Kings,0,FALSE,FALSE
2018-03-17,New York Rangers,3,St. Louis Blues,4,TRUE,FALSE
2018-03-17,Boston Bruins,3,Tampa Bay Lightning,0,FALSE,FALSE
2018-03-17,Montreal Canadiens,0,Toronto Maple Leafs,4,FALSE,FALSE
2018-03-17,San Jose Sharks,5,Vancouver Canucks,3,FALSE,FALSE
2018-03-18,New Jersey Devils,2,Anaheim Ducks,4,FALSE,FALSE
2018-03-18,St. Louis Blues,5,Chicago Blackhawks,4,TRUE,FALSE
2018-03-18,Detroit Red Wings,1,Colorado Avalanche,5,FALSE,FALSE
2018-03-18,Carolina Hurricanes,4,New York Islanders,3,FALSE,FALSE
2018-03-18,Washington Capitals,3,Philadelphia Flyers,6,FALSE,FALSE
2018-03-18,Edmonton Oilers,1,Tampa Bay Lightning,3,FALSE,FALSE
2018-03-18,Calgary Flames,0,Vegas Golden Knights,4,FALSE,FALSE
2018-03-18,Dallas Stars,2,Winnipeg Jets,4,FALSE,FALSE
2018-03-19,Calgary Flames,2,Arizona Coyotes,5,FALSE,FALSE
2018-03-19,Columbus Blue Jackets,5,Boston Bruins,4,TRUE,FALSE
2018-03-19,Nashville Predators,4,Buffalo Sabres,0,FALSE,FALSE
2018-03-19,Los Angeles Kings,4,Minnesota Wild,3,TRUE,FALSE
2018-03-19,Florida Panthers,2,Montreal Canadiens,0,FALSE,FALSE
2018-03-20,Edmonton Oilers,7,Carolina Hurricanes,3,FALSE,FALSE
2018-03-20,Colorado Avalanche,5,Chicago Blackhawks,1,FALSE,FALSE
2018-03-20,Philadelphia Flyers,4,Detroit Red Wings,5,FALSE,TRUE
2018-03-20,Pittsburgh Penguins,1,New York Islanders,4,FALSE,FALSE
2018-03-20,Columbus Blue Jackets,5,New York Rangers,3,FALSE,FALSE
2018-03-20,Florida Panthers,7,Ottawa Senators,2,FALSE,FALSE
2018-03-20,New Jersey Devils,2,San Jose Sharks,6,FALSE,FALSE
2018-03-20,Toronto Maple Leafs,3,Tampa Bay Lightning,4,FALSE,FALSE
2018-03-20,Vancouver Canucks,1,Vegas Golden Knights,4,FALSE,FALSE
2018-03-20,Los Angeles Kings,1,Winnipeg Jets,2,TRUE,FALSE
2018-03-20,Dallas Stars,3,Washington Capitals,4,FALSE,FALSE
2018-03-21,Arizona Coyotes,4,Buffalo Sabres,1,FALSE,FALSE
2018-03-21,Anaheim Ducks,4,Calgary Flames,0,FALSE,FALSE
2018-03-21,Montreal Canadiens,3,Pittsburgh Penguins,5,FALSE,FALSE
2018-03-21,Boston Bruins,1,St. Louis Blues,2,TRUE,FALSE
2018-03-22,Arizona Coyotes,5,Carolina Hurricanes,6,FALSE,FALSE
2018-03-22,Florida Panthers,0,Columbus Blue Jackets,4,FALSE,FALSE
2018-03-22,Vancouver Canucks,5,Chicago Blackhawks,2,FALSE,FALSE
2018-03-22,Los Angeles Kings,7,Colorado Avalanche,1,FALSE,FALSE
2018-03-22,Washington Capitals,1,Detroit Red Wings,0,FALSE,FALSE
2018-03-22,Toronto Maple Leafs,5,Nashville Predators,2,FALSE,FALSE
2018-03-22,Tampa Bay Lightning,7,New York Islanders,6,FALSE,FALSE
2018-03-22,Edmonton Oilers,6,Ottawa Senators,2,FALSE,FALSE
2018-03-22,New York Rangers,3,Philadelphia Flyers,4,FALSE,FALSE
2018-03-22,Vegas Golden Knights,1,San Jose Sharks,2,TRUE,FALSE
2018-03-23,Montreal Canadiens,3,Buffalo Sabres,0,FALSE,FALSE
2018-03-23,Boston Bruins,3,Dallas Stars,2,FALSE,FALSE
2018-03-23,New Jersey Devils,4,Pittsburgh Penguins,3,TRUE,FALSE
2018-03-23,Vancouver Canucks,1,St. Louis Blues,4,FALSE,FALSE
2018-03-23,Anaheim Ducks,2,Winnipeg Jets,3,TRUE,FALSE
2018-03-24,St. Louis Blues,2,Columbus Blue Jackets,1,FALSE,FALSE
2018-03-24,Vegas Golden Knights,1,Colorado Avalanche,2,FALSE,TRUE
2018-03-24,Los Angeles Kings,2,Edmonton Oilers,3,FALSE,FALSE
2018-03-24,Arizona Coyotes,2,Florida Panthers,4,FALSE,FALSE
2018-03-24,Nashville Predators,1,Minnesota Wild,4,FALSE,FALSE
2018-03-24,Washington Capitals,6,Montreal Canadiens,4,FALSE,FALSE
2018-03-24,Tampa Bay Lightning,1,New Jersey Devils,2,FALSE,FALSE
2018-03-24,Chicago Blackhawks,3,New York Islanders,1,FALSE,FALSE
2018-03-24,Buffalo Sabres,1,New York Rangers,5,FALSE,FALSE
2018-03-24,Carolina Hurricanes,5,Ottawa Senators,2,FALSE,FALSE
2018-03-24,Calgary Flames,1,San Jose Sharks,5,FALSE,FALSE
2018-03-24,Detroit Red Wings,3,Toronto Maple Leafs,4,FALSE,FALSE
2018-03-25,Vancouver Canucks,4,Dallas Stars,1,FALSE,FALSE
2018-03-25,Anaheim Ducks,5,Edmonton Oilers,4,TRUE,FALSE
2018-03-25,Boston Bruins,2,Minnesota Wild,1,TRUE,FALSE
2018-03-25,Philadelphia Flyers,4,Pittsburgh Penguins,5,TRUE,FALSE
2018-03-25,Nashville Predators,4,Winnipeg Jets,5,FALSE,TRUE
2018-03-26,Ottawa Senators,1,Carolina Hurricanes,4,FALSE,FALSE
2018-03-26,San Jose Sharks,4,Chicago Blackhawks,3,FALSE,TRUE
2018-03-26,Calgary Flames,0,Los Angeles Kings,3,FALSE,FALSE
2018-03-26,Detroit Red Wings,2,Montreal Canadiens,4,FALSE,FALSE
2018-03-26,Florida Panthers,3,New York Islanders,0,FALSE,FALSE
2018-03-26,Washington Capitals,4,New York Rangers,2,FALSE,FALSE
2018-03-26,Arizona Coyotes,4,Tampa Bay Lightning,1,FALSE,FALSE
2018-03-26,Buffalo Sabres,3,Toronto Maple Leafs,2,FALSE,FALSE
2018-03-26,Colorado Avalanche,1,Vegas Golden Knights,4,FALSE,FALSE
2018-03-27,Philadelphia Flyers,2,Dallas Stars,3,TRUE,FALSE
2018-03-27,Pittsburgh Penguins,2,Detroit Red Wings,5,FALSE,FALSE
2018-03-27,Columbus Blue Jackets,7,Edmonton Oilers,3,FALSE,FALSE
2018-03-27,Carolina Hurricanes,3,New Jersey Devils,4,FALSE,FALSE
2018-03-27,Minnesota Wild,1,Nashville Predators,2,FALSE,TRUE
2018-03-27,New York Islanders,4,Ottawa Senators,3,FALSE,FALSE
2018-03-27,San Jose Sharks,2,St. Louis Blues,3,TRUE,FALSE
2018-03-27,Anaheim Ducks,1,Vancouver Canucks,4,FALSE,FALSE
2018-03-27,Boston Bruins,4,Winnipeg Jets,5,FALSE,TRUE
2018-03-28,Philadelphia Flyers,2,Colorado Avalanche,1,FALSE,FALSE
2018-03-28,Florida Panthers,3,Toronto Maple Leafs,4,FALSE,FALSE
2018-03-28,Arizona Coyotes,3,Vegas Golden Knights,2,FALSE,FALSE
2018-03-28,New York Rangers,2,Washington Capitals,3,TRUE,FALSE
2018-03-29,Tampa Bay Lightning,2,Boston Bruins,4,FALSE,FALSE
2018-03-29,Detroit Red Wings,6,Buffalo Sabres,3,FALSE,FALSE
2018-03-29,Columbus Blue Jackets,5,Calgary Flames,1,FALSE,FALSE
2018-03-29,Winnipeg Jets,2,Chicago Blackhawks,6,FALSE,FALSE
2018-03-29,Arizona Coyotes,2,Los Angeles Kings,4,FALSE,FALSE
2018-03-29,Dallas Stars,2,Minnesota Wild,5,FALSE,FALSE
2018-03-29,Pittsburgh Penguins,4,New Jersey Devils,3,TRUE,FALSE
2018-03-29,San Jose Sharks,3,Nashville Predators,5,FALSE,FALSE
2018-03-29,Florida Panthers,2,Ottawa Senators,3,TRUE,FALSE
2018-03-29,Edmonton Oilers,1,Vancouver Canucks,2,FALSE,FALSE
2018-03-30,Los Angeles Kings,1,Anaheim Ducks,2,TRUE,FALSE
2018-03-30,Chicago Blackhawks,0,Colorado Avalanche,5,FALSE,FALSE
2018-03-30,Toronto Maple Leafs,5,New York Islanders,4,FALSE,FALSE
2018-03-30,Tampa Bay Lightning,7,New York Rangers,3,FALSE,FALSE
