game_date,visitor,visitor_score,home,home_score,ot,shootout
2008-10-04,Pittsburgh Penguins,4,Ottawa Senators,3,TRUE,FALSE
2008-10-04,New York Rangers,2,Tampa Bay Lightning,1,FALSE,FALSE
2008-10-05,Tampa Bay Lightning,1,New York Rangers,2,FALSE,FALSE
2008-10-05,Ottawa Senators,3,Pittsburgh Penguins,1,FALSE,FALSE
2008-10-09,Boston Bruins,5,Colorado Avalanche,4,FALSE,FALSE
2008-10-09,Toronto Maple Leafs,3,Detroit Red Wings,2,FALSE,FALSE
2008-10-09,Anaheim Ducks,1,San Jose Sharks,4,FALSE,FALSE
2008-10-09,Calgary Flames,0,Vancouver Canucks,6,FALSE,FALSE
2008-10-10,Washington Capitals,4,Atlanta Thrashers,7,FALSE,FALSE
2008-10-10,Montreal Canadiens,1,Buffalo Sabres,2,FALSE,TRUE
2008-10-10,Florida Panthers,4,Carolina Hurricanes,6,FALSE,FALSE
2008-10-10,Columbus Blue Jackets,5,Dallas Stars,4,TRUE,FALSE
2008-10-10,New York Islanders,1,New Jersey Devils,2,FALSE,FALSE
2008-10-10,Chicago Blackhawks,2,New York Rangers,4,FALSE,FALSE
2008-10-10,Nashville Predators,2,St. Louis Blues,5,FALSE,FALSE
2008-10-11,Vancouver Canucks,5,Calgary Flames,4,TRUE,FALSE
2008-10-11,Atlanta Thrashers,2,Florida Panthers,3,TRUE,FALSE
2008-10-11,Boston Bruins,3,Minnesota Wild,4,FALSE,FALSE
2008-10-11,Dallas Stars,1,Nashville Predators,3,FALSE,FALSE
2008-10-11,St. Louis Blues,2,New York Islanders,5,FALSE,FALSE
2008-10-11,Detroit Red Wings,3,Ottawa Senators,2,FALSE,FALSE
2008-10-11,New York Rangers,4,Philadelphia Flyers,3,FALSE,FALSE
2008-10-11,Columbus Blue Jackets,1,Phoenix Coyotes,3,FALSE,FALSE
2008-10-11,New Jersey Devils,2,Pittsburgh Penguins,1,TRUE,FALSE
2008-10-11,Los Angeles Kings,1,San Jose Sharks,3,FALSE,FALSE
2008-10-11,Carolina Hurricanes,4,Tampa Bay Lightning,3,TRUE,FALSE
2008-10-11,Montreal Canadiens,6,Toronto Maple Leafs,1,FALSE,FALSE
2008-10-11,Chicago Blackhawks,2,Washington Capitals,4,FALSE,FALSE
2008-10-12,Phoenix Coyotes,4,Anaheim Ducks,2,FALSE,FALSE
2008-10-12,Colorado Avalanche,2,Edmonton Oilers,3,FALSE,FALSE
2008-10-12,San Jose Sharks,1,Los Angeles Kings,0,FALSE,FALSE
2008-10-13,Detroit Red Wings,3,Carolina Hurricanes,1,FALSE,FALSE
2008-10-13,Nashville Predators,3,Chicago Blackhawks,2,FALSE,TRUE
2008-10-13,Buffalo Sabres,7,New York Islanders,1,FALSE,FALSE
2008-10-13,New Jersey Devils,1,New York Rangers,4,FALSE,FALSE
2008-10-13,Montreal Canadiens,5,Philadelphia Flyers,3,FALSE,FALSE
2008-10-13,St. Louis Blues,5,Toronto Maple Leafs,4,FALSE,TRUE
2008-10-13,Vancouver Canucks,1,Washington Capitals,5,FALSE,FALSE
2008-10-14,Minnesota Wild,4,Atlanta Thrashers,2,FALSE,FALSE
2008-10-14,Colorado Avalanche,4,Calgary Flames,5,FALSE,FALSE
2008-10-14,Anaheim Ducks,3,Los Angeles Kings,6,FALSE,FALSE
2008-10-14,Philadelphia Flyers,2,Pittsburgh Penguins,3,TRUE,FALSE
2008-10-14,Columbus Blue Jackets,2,San Jose Sharks,5,FALSE,FALSE
2008-10-15,Edmonton Oilers,3,Anaheim Ducks,2,FALSE,FALSE
2008-10-15,Phoenix Coyotes,1,Chicago Blackhawks,4,FALSE,FALSE
2008-10-15,Nashville Predators,4,Dallas Stars,6,FALSE,FALSE
2008-10-15,Boston Bruins,3,Montreal Canadiens,4,FALSE,TRUE
2008-10-15,Buffalo Sabres,3,New York Rangers,1,FALSE,FALSE
2008-10-16,New Jersey Devils,1,Atlanta Thrashers,0,FALSE,FALSE
2008-10-16,Philadelphia Flyers,2,Colorado Avalanche,5,FALSE,FALSE
2008-10-16,Vancouver Canucks,4,Detroit Red Wings,3,TRUE,FALSE
2008-10-16,Minnesota Wild,6,Florida Panthers,2,FALSE,FALSE
2008-10-16,Washington Capitals,4,Pittsburgh Penguins,3,FALSE,FALSE
2008-10-16,Dallas Stars,1,St. Louis Blues,6,FALSE,FALSE
2008-10-16,New York Islanders,4,Tampa Bay Lightning,3,TRUE,FALSE
2008-10-17,San Jose Sharks,0,Anaheim Ducks,4,FALSE,FALSE
2008-10-17,Vancouver Canucks,2,Buffalo Sabres,5,FALSE,FALSE
2008-10-17,Nashville Predators,3,Columbus Blue Jackets,5,FALSE,FALSE
2008-10-17,Edmonton Oilers,4,Calgary Flames,3,FALSE,FALSE
2008-10-17,Carolina Hurricanes,3,Los Angeles Kings,4,TRUE,FALSE
2008-10-17,Toronto Maple Leafs,0,New York Rangers,1,FALSE,TRUE
2008-10-17,Phoenix Coyotes,3,Ottawa Senators,6,FALSE,FALSE
2008-10-18,Buffalo Sabres,2,Atlanta Thrashers,3,FALSE,TRUE
2008-10-18,Colorado Avalanche,5,Dallas Stars,4,FALSE,FALSE
2008-10-18,New York Rangers,4,Detroit Red Wings,5,TRUE,FALSE
2008-10-18,Calgary Flames,2,Edmonton Oilers,3,FALSE,FALSE
2008-10-18,New York Islanders,0,Florida Panthers,2,FALSE,FALSE
2008-10-18,Phoenix Coyotes,1,Montreal Canadiens,4,FALSE,FALSE
2008-10-18,Columbus Blue Jackets,3,Nashville Predators,6,FALSE,FALSE
2008-10-18,Boston Bruins,4,Ottawa Senators,2,FALSE,FALSE
2008-10-18,Toronto Maple Leafs,1,Pittsburgh Penguins,4,FALSE,FALSE
2008-10-18,Philadelphia Flyers,4,San Jose Sharks,5,TRUE,FALSE
2008-10-18,Chicago Blackhawks,3,St. Louis Blues,4,FALSE,TRUE
2008-10-18,Minnesota Wild,1,Tampa Bay Lightning,0,FALSE,TRUE
2008-10-18,New Jersey Devils,4,Washington Capitals,3,FALSE,TRUE
2008-10-19,Carolina Hurricanes,3,Anaheim Ducks,1,FALSE,FALSE
2008-10-19,Vancouver Canucks,2,Chicago Blackhawks,4,FALSE,FALSE
2008-10-20,Pittsburgh Penguins,2,Boston Bruins,1,FALSE,TRUE
2008-10-20,Colorado Avalanche,4,Los Angeles Kings,3,FALSE,FALSE
2008-10-20,Florida Panthers,1,Montreal Canadiens,3,FALSE,FALSE
2008-10-20,Dallas Stars,2,New York Rangers,1,FALSE,FALSE
2008-10-21,Boston Bruins,2,Buffalo Sabres,3,FALSE,TRUE
2008-10-21,Vancouver Canucks,2,Columbus Blue Jackets,4,FALSE,FALSE
2008-10-21,Washington Capitals,1,Calgary Flames,2,FALSE,FALSE
2008-10-21,Atlanta Thrashers,2,Tampa Bay Lightning,3,TRUE,FALSE
2008-10-21,Anaheim Ducks,3,Toronto Maple Leafs,2,FALSE,TRUE
2008-10-22,Edmonton Oilers,0,Chicago Blackhawks,3,FALSE,FALSE
2008-10-22,Dallas Stars,0,New Jersey Devils,5,FALSE,FALSE
2008-10-22,Florida Panthers,3,Ottawa Senators,1,FALSE,FALSE
2008-10-22,San Jose Sharks,7,Philadelphia Flyers,6,FALSE,TRUE
2008-10-22,Detroit Red Wings,4,St. Louis Blues,3,FALSE,FALSE
2008-10-23,Toronto Maple Leafs,4,Boston Bruins,2,FALSE,FALSE
2008-10-23,Edmonton Oilers,1,Colorado Avalanche,4,FALSE,FALSE
2008-10-23,Buffalo Sabres,4,Minnesota Wild,3,TRUE,FALSE
2008-10-23,Calgary Flames,5,Nashville Predators,3,FALSE,FALSE
2008-10-23,Dallas Stars,5,New York Islanders,3,FALSE,FALSE
2008-10-23,Washington Capitals,1,Phoenix Coyotes,2,FALSE,FALSE
2008-10-23,Carolina Hurricanes,1,Pittsburgh Penguins,4,FALSE,FALSE
2008-10-24,New York Rangers,3,Columbus Blue Jackets,1,FALSE,FALSE
2008-10-24,Atlanta Thrashers,3,Detroit Red Wings,5,FALSE,FALSE
2008-10-24,San Jose Sharks,3,Florida Panthers,4,FALSE,FALSE
2008-10-24,Philadelphia Flyers,6,New Jersey Devils,3,FALSE,FALSE
2008-10-24,Anaheim Ducks,4,Ottawa Senators,3,FALSE,FALSE
2008-10-24,Los Angeles Kings,4,St. Louis Blues,0,FALSE,FALSE
2008-10-25,Atlanta Thrashers,4,Boston Bruins,5,FALSE,FALSE
2008-10-25,Detroit Red Wings,6,Chicago Blackhawks,5,FALSE,TRUE
2008-10-25,Buffalo Sabres,1,Colorado Avalanche,2,FALSE,TRUE
2008-10-25,Washington Capitals,6,Dallas Stars,5,TRUE,FALSE
2008-10-25,Columbus Blue Jackets,1,Minnesota Wild,2,FALSE,FALSE
2008-10-25,Anaheim Ducks,6,Montreal Canadiens,4,FALSE,FALSE
2008-10-25,Los Angeles Kings,4,Nashville Predators,5,FALSE,FALSE
2008-10-25,Carolina Hurricanes,4,New York Islanders,3,FALSE,FALSE
2008-10-25,Pittsburgh Penguins,2,New York Rangers,3,FALSE,TRUE
2008-10-25,New Jersey Devils,2,Philadelphia Flyers,3,TRUE,FALSE
2008-10-25,Calgary Flames,4,Phoenix Coyotes,1,FALSE,FALSE
2008-10-25,Florida Panthers,0,St. Louis Blues,4,FALSE,FALSE
2008-10-25,San Jose Sharks,3,Tampa Bay Lightning,0,FALSE,FALSE
2008-10-25,Ottawa Senators,2,Toronto Maple Leafs,3,FALSE,FALSE
2008-10-25,Edmonton Oilers,3,Vancouver Canucks,6,FALSE,FALSE
2008-10-27,Ottawa Senators,5,Buffalo Sabres,2,FALSE,FALSE
2008-10-27,Anaheim Ducks,3,Columbus Blue Jackets,2,FALSE,FALSE
2008-10-27,Boston Bruins,1,Edmonton Oilers,0,TRUE,FALSE
2008-10-27,Detroit Red Wings,4,Los Angeles Kings,3,FALSE,TRUE
2008-10-27,Chicago Blackhawks,2,Minnesota Wild,3,FALSE,FALSE
2008-10-27,New York Rangers,4,New York Islanders,2,FALSE,FALSE
2008-10-28,Philadelphia Flyers,7,Atlanta Thrashers,0,FALSE,FALSE
2008-10-28,Colorado Avalanche,0,Calgary Flames,3,FALSE,FALSE
2008-10-28,Carolina Hurricanes,2,Montreal Canadiens,3,FALSE,TRUE
2008-10-28,Pittsburgh Penguins,1,San Jose Sharks,2,FALSE,FALSE
2008-10-28,Tampa Bay Lightning,3,Toronto Maple Leafs,2,FALSE,FALSE
2008-10-28,Boston Bruins,1,Vancouver Canucks,0,FALSE,FALSE
2008-10-28,Nashville Predators,3,Washington Capitals,4,FALSE,TRUE
2008-10-29,Detroit Red Wings,4,Anaheim Ducks,5,TRUE,FALSE
2008-10-29,Minnesota Wild,2,Dallas Stars,4,FALSE,FALSE
2008-10-29,Toronto Maple Leafs,6,New Jersey Devils,5,FALSE,TRUE
2008-10-30,Tampa Bay Lightning,5,Buffalo Sabres,2,FALSE,FALSE
2008-10-30,Boston Bruins,2,Calgary Flames,3,FALSE,FALSE
2008-10-30,Columbus Blue Jackets,4,Colorado Avalanche,2,FALSE,FALSE
2008-10-30,Ottawa Senators,2,Florida Panthers,1,FALSE,FALSE
2008-10-30,Vancouver Canucks,4,Los Angeles Kings,0,FALSE,FALSE
2008-10-30,Montreal Canadiens,2,Minnesota Wild,1,FALSE,FALSE
2008-10-30,Edmonton Oilers,1,Nashville Predators,3,FALSE,FALSE
2008-10-30,Atlanta Thrashers,2,New York Rangers,3,FALSE,FALSE
2008-10-30,New York Islanders,2,Philadelphia Flyers,3,TRUE,FALSE
2008-10-30,Pittsburgh Penguins,1,Phoenix Coyotes,4,FALSE,FALSE
2008-10-30,Detroit Red Wings,2,San Jose Sharks,4,FALSE,FALSE
2008-10-30,Carolina Hurricanes,1,St. Louis Blues,0,FALSE,FALSE
2008-10-31,Vancouver Canucks,7,Anaheim Ducks,6,FALSE,TRUE
2008-10-31,Dallas Stars,2,Chicago Blackhawks,5,FALSE,FALSE
2008-11-01,Dallas Stars,1,Boston Bruins,5,FALSE,FALSE
2008-11-01,Washington Capitals,0,Buffalo Sabres,5,FALSE,FALSE
2008-11-01,Edmonton Oilers,3,Carolina Hurricanes,1,FALSE,FALSE
2008-11-01,Chicago Blackhawks,4,Columbus Blue Jackets,3,FALSE,TRUE
2008-11-01,Calgary Flames,3,Los Angeles Kings,2,FALSE,FALSE
2008-11-01,Atlanta Thrashers,1,New Jersey Devils,6,FALSE,FALSE
2008-11-01,Florida Panthers,2,Nashville Predators,3,FALSE,TRUE
2008-11-01,Montreal Canadiens,5,New York Islanders,4,FALSE,FALSE
2008-11-01,Minnesota Wild,3,Phoenix Coyotes,2,FALSE,FALSE
2008-11-01,Pittsburgh Penguins,6,St. Louis Blues,3,FALSE,FALSE
2008-11-01,Ottawa Senators,2,Tampa Bay Lightning,3,FALSE,TRUE
2008-11-01,New York Rangers,2,Toronto Maple Leafs,5,FALSE,FALSE
2008-11-02,Calgary Flames,2,Anaheim Ducks,3,FALSE,FALSE
2008-11-02,Florida Panthers,3,Atlanta Thrashers,5,FALSE,FALSE
2008-11-02,Toronto Maple Leafs,4,Carolina Hurricanes,6,FALSE,FALSE
2008-11-02,San Jose Sharks,5,Colorado Avalanche,3,FALSE,FALSE
2008-11-02,Edmonton Oilers,5,Philadelphia Flyers,4,FALSE,FALSE
2008-11-02,Detroit Red Wings,3,Vancouver Canucks,2,FALSE,FALSE
2008-11-03,Colorado Avalanche,2,Chicago Blackhawks,6,FALSE,FALSE
2008-11-03,Buffalo Sabres,2,New Jersey Devils,0,FALSE,FALSE
2008-11-03,Columbus Blue Jackets,3,New York Islanders,4,TRUE,FALSE
2008-11-04,Phoenix Coyotes,4,Calgary Flames,2,FALSE,FALSE
2008-11-04,Anaheim Ducks,1,Los Angeles Kings,0,TRUE,FALSE
2008-11-04,New York Islanders,2,New York Rangers,1,FALSE,FALSE
2008-11-04,Washington Capitals,1,Ottawa Senators,2,TRUE,FALSE
2008-11-04,Minnesota Wild,1,San Jose Sharks,3,FALSE,FALSE
2008-11-04,Carolina Hurricanes,5,Toronto Maple Leafs,4,TRUE,FALSE
2008-11-04,Nashville Predators,0,Vancouver Canucks,4,FALSE,FALSE
2008-11-05,St. Louis Blues,2,Anaheim Ducks,5,FALSE,FALSE
2008-11-05,Edmonton Oilers,4,Columbus Blue Jackets,5,FALSE,FALSE
2008-11-05,Tampa Bay Lightning,3,New Jersey Devils,4,FALSE,TRUE
2008-11-06,New York Islanders,3,Atlanta Thrashers,4,FALSE,FALSE
2008-11-06,Toronto Maple Leafs,2,Boston Bruins,5,FALSE,FALSE
2008-11-06,Nashville Predators,6,Calgary Flames,7,FALSE,FALSE
2008-11-06,Minnesota Wild,3,Colorado Avalanche,1,FALSE,FALSE
2008-11-06,Florida Panthers,2,Los Angeles Kings,3,FALSE,FALSE
2008-11-06,Tampa Bay Lightning,2,New York Rangers,5,FALSE,FALSE
2008-11-06,Philadelphia Flyers,1,Ottawa Senators,4,FALSE,FALSE
2008-11-06,Edmonton Oilers,4,Pittsburgh Penguins,5,FALSE,FALSE
2008-11-06,St. Louis Blues,4,San Jose Sharks,5,FALSE,TRUE
2008-11-06,Phoenix Coyotes,0,Vancouver Canucks,1,FALSE,FALSE
2008-11-06,Carolina Hurricanes,2,Washington Capitals,3,FALSE,FALSE
2008-11-07,Dallas Stars,5,Anaheim Ducks,2,FALSE,FALSE
2008-11-07,Atlanta Thrashers,5,Buffalo Sabres,4,TRUE,FALSE
2008-11-07,Ottawa Senators,1,Carolina Hurricanes,2,FALSE,FALSE
2008-11-07,Montreal Canadiens,3,Columbus Blue Jackets,4,FALSE,TRUE
2008-11-08,Buffalo Sabres,1,Boston Bruins,3,FALSE,FALSE
2008-11-08,Calgary Flames,1,Columbus Blue Jackets,3,FALSE,FALSE
2008-11-08,Nashville Predators,0,Colorado Avalanche,1,FALSE,FALSE
2008-11-08,New Jersey Devils,1,Detroit Red Wings,3,FALSE,FALSE
2008-11-08,St. Louis Blues,3,Los Angeles Kings,5,FALSE,FALSE
2008-11-08,Pittsburgh Penguins,4,New York Islanders,3,FALSE,TRUE
2008-11-08,Tampa Bay Lightning,2,Philadelphia Flyers,1,FALSE,FALSE
2008-11-08,Florida Panthers,1,Phoenix Coyotes,4,FALSE,FALSE
2008-11-08,Dallas Stars,1,San Jose Sharks,2,FALSE,FALSE
2008-11-08,Montreal Canadiens,3,Toronto Maple Leafs,6,FALSE,FALSE
2008-11-08,Minnesota Wild,0,Vancouver Canucks,2,FALSE,FALSE
2008-11-08,New York Rangers,1,Washington Capitals,3,FALSE,FALSE
2008-11-09,Florida Panthers,3,Anaheim Ducks,1,FALSE,FALSE
2008-11-09,Atlanta Thrashers,5,Carolina Hurricanes,2,FALSE,FALSE
2008-11-09,Calgary Flames,1,Chicago Blackhawks,6,FALSE,FALSE
2008-11-09,Edmonton Oilers,2,New Jersey Devils,1,FALSE,FALSE
2008-11-09,San Jose Sharks,2,Phoenix Coyotes,4,FALSE,FALSE
2008-11-10,Edmonton Oilers,3,New York Rangers,2,FALSE,TRUE
2008-11-10,Tampa Bay Lightning,2,Washington Capitals,4,FALSE,FALSE
2008-11-11,Toronto Maple Leafs,3,Calgary Flames,4,FALSE,FALSE
2008-11-11,Pittsburgh Penguins,7,Detroit Red Wings,6,TRUE,FALSE
2008-11-11,Dallas Stars,2,Los Angeles Kings,3,FALSE,TRUE
2008-11-11,Ottawa Senators,0,Montreal Canadiens,4,FALSE,FALSE
2008-11-11,Philadelphia Flyers,3,New York Islanders,1,FALSE,FALSE
2008-11-11,Nashville Predators,4,San Jose Sharks,3,TRUE,FALSE
2008-11-12,St. Louis Blues,3,Buffalo Sabres,4,FALSE,FALSE
2008-11-12,Washington Capitals,5,Carolina Hurricanes,1,FALSE,FALSE
2008-11-12,Phoenix Coyotes,5,Columbus Blue Jackets,2,FALSE,FALSE
2008-11-12,Boston Bruins,2,Chicago Blackhawks,1,FALSE,TRUE
2008-11-12,Tampa Bay Lightning,0,Florida Panthers,4,FALSE,FALSE
2008-11-12,New York Rangers,5,New Jersey Devils,2,FALSE,FALSE
2008-11-12,Colorado Avalanche,2,Vancouver Canucks,1,FALSE,TRUE
2008-11-13,Montreal Canadiens,1,Boston Bruins,6,FALSE,FALSE
2008-11-13,Los Angeles Kings,3,Dallas Stars,2,FALSE,FALSE
2008-11-13,Toronto Maple Leafs,5,Edmonton Oilers,2,FALSE,FALSE
2008-11-13,Phoenix Coyotes,0,Minnesota Wild,4,FALSE,FALSE
2008-11-13,New York Islanders,3,Ottawa Senators,1,FALSE,FALSE
2008-11-13,Philadelphia Flyers,4,Pittsburgh Penguins,5,FALSE,TRUE
2008-11-13,Calgary Flames,1,San Jose Sharks,6,FALSE,FALSE
2008-11-13,Detroit Red Wings,4,Tampa Bay Lightning,3,FALSE,FALSE
2008-11-14,Nashville Predators,4,Anaheim Ducks,3,TRUE,FALSE
2008-11-14,Carolina Hurricanes,2,Atlanta Thrashers,3,FALSE,FALSE
2008-11-14,Columbus Blue Jackets,6,Buffalo Sabres,1,FALSE,FALSE
2008-11-14,St. Louis Blues,4,Chicago Blackhawks,3,TRUE,FALSE
2008-11-14,Detroit Red Wings,3,Florida Panthers,2,FALSE,FALSE
2008-11-14,New Jersey Devils,1,Washington Capitals,3,FALSE,FALSE
2008-11-15,Colorado Avalanche,3,Edmonton Oilers,2,FALSE,TRUE
2008-11-15,Nashville Predators,3,Los Angeles Kings,1,FALSE,FALSE
2008-11-15,Columbus Blue Jackets,2,Minnesota Wild,3,FALSE,TRUE
2008-11-15,Philadelphia Flyers,2,Montreal Canadiens,1,FALSE,FALSE
2008-11-15,Washington Capitals,5,New Jersey Devils,6,FALSE,TRUE
2008-11-15,Ottawa Senators,2,New York Islanders,3,FALSE,FALSE
2008-11-15,Boston Bruins,2,New York Rangers,3,FALSE,TRUE
2008-11-15,Dallas Stars,3,Phoenix Coyotes,2,FALSE,FALSE
2008-11-15,Buffalo Sabres,2,Pittsburgh Penguins,5,FALSE,FALSE
2008-11-15,Toronto Maple Leafs,2,Vancouver Canucks,4,FALSE,FALSE
2008-11-16,Los Angeles Kings,0,Anaheim Ducks,2,FALSE,FALSE
2008-11-16,Tampa Bay Lightning,2,Carolina Hurricanes,3,FALSE,TRUE
2008-11-16,San Jose Sharks,6,Chicago Blackhawks,5,FALSE,FALSE
2008-11-16,Atlanta Thrashers,3,Philadelphia Flyers,4,FALSE,FALSE
2008-11-16,Montreal Canadiens,3,St. Louis Blues,2,FALSE,TRUE
2008-11-17,Edmonton Oilers,0,Detroit Red Wings,4,FALSE,FALSE
2008-11-17,San Jose Sharks,4,Nashville Predators,1,FALSE,FALSE
2008-11-17,Vancouver Canucks,1,New York Islanders,2,FALSE,TRUE
2008-11-17,Ottawa Senators,1,New York Rangers,2,FALSE,TRUE
2008-11-17,Boston Bruins,3,Toronto Maple Leafs,2,FALSE,FALSE
2008-11-18,Montreal Canadiens,1,Carolina Hurricanes,2,FALSE,FALSE
2008-11-18,Edmonton Oilers,7,Columbus Blue Jackets,2,FALSE,FALSE
2008-11-18,Colorado Avalanche,1,Calgary Flames,4,FALSE,FALSE
2008-11-18,Chicago Blackhawks,3,Phoenix Coyotes,2,FALSE,TRUE
2008-11-18,Minnesota Wild,2,Pittsburgh Penguins,1,FALSE,TRUE
2008-11-18,Florida Panthers,4,Tampa Bay Lightning,3,FALSE,TRUE
2008-11-19,Washington Capitals,6,Anaheim Ducks,4,FALSE,FALSE
2008-11-19,Buffalo Sabres,4,Boston Bruins,7,FALSE,FALSE
2008-11-19,Vancouver Canucks,6,New York Rangers,3,FALSE,FALSE
2008-11-20,Pittsburgh Penguins,3,Atlanta Thrashers,2,FALSE,FALSE
2008-11-20,Calgary Flames,1,Colorado Avalanche,0,FALSE,FALSE
2008-11-20,Chicago Blackhawks,6,Dallas Stars,3,FALSE,FALSE
2008-11-20,Detroit Red Wings,4,Edmonton Oilers,3,FALSE,FALSE
2008-11-20,Washington Capitals,2,Los Angeles Kings,5,FALSE,FALSE
2008-11-20,Vancouver Canucks,3,Minnesota Wild,2,FALSE,FALSE
2008-11-20,Florida Panthers,1,New Jersey Devils,3,FALSE,FALSE
2008-11-20,Montreal Canadiens,3,Ottawa Senators,2,FALSE,TRUE
2008-11-21,Florida Panthers,2,Boston Bruins,4,FALSE,FALSE
2008-11-21,Philadelphia Flyers,3,Buffalo Sabres,0,FALSE,FALSE
2008-11-21,Phoenix Coyotes,2,Carolina Hurricanes,5,FALSE,FALSE
2008-11-21,New York Islanders,2,New Jersey Devils,5,FALSE,FALSE
2008-11-21,Anaheim Ducks,2,St. Louis Blues,3,TRUE,FALSE
2008-11-21,Nashville Predators,1,Tampa Bay Lightning,4,FALSE,FALSE
2008-11-22,Columbus Blue Jackets,2,Atlanta Thrashers,0,FALSE,FALSE
2008-11-22,New York Islanders,4,Buffalo Sabres,2,FALSE,FALSE
2008-11-22,Detroit Red Wings,5,Calgary Flames,2,FALSE,FALSE
2008-11-22,Anaheim Ducks,2,Dallas Stars,1,FALSE,TRUE
2008-11-22,Colorado Avalanche,4,Los Angeles Kings,3,FALSE,TRUE
2008-11-22,St. Louis Blues,2,Minnesota Wild,1,FALSE,FALSE
2008-11-22,Boston Bruins,3,Montreal Canadiens,2,FALSE,TRUE
2008-11-22,New York Rangers,1,Ottawa Senators,4,FALSE,FALSE
2008-11-22,Phoenix Coyotes,3,Philadelphia Flyers,4,TRUE,FALSE
2008-11-22,Vancouver Canucks,3,Pittsburgh Penguins,1,FALSE,FALSE
2008-11-22,Washington Capitals,2,San Jose Sharks,7,FALSE,FALSE
2008-11-22,Chicago Blackhawks,5,Toronto Maple Leafs,4,TRUE,FALSE
2008-11-23,Nashville Predators,5,Carolina Hurricanes,2,FALSE,FALSE
2008-11-23,New Jersey Devils,7,Tampa Bay Lightning,3,FALSE,FALSE
2008-11-24,Colorado Avalanche,1,Anaheim Ducks,4,FALSE,FALSE
2008-11-24,Carolina Hurricanes,2,Florida Panthers,3,FALSE,FALSE
2008-11-24,Washington Capitals,3,Minnesota Wild,4,FALSE,FALSE
2008-11-24,New York Islanders,4,Montreal Canadiens,3,FALSE,TRUE
2008-11-24,Phoenix Coyotes,1,New York Rangers,4,FALSE,FALSE
2008-11-24,Dallas Stars,3,Philadelphia Flyers,4,FALSE,FALSE
2008-11-24,Detroit Red Wings,2,Vancouver Canucks,3,TRUE,FALSE
2008-11-25,Los Angeles Kings,2,Calgary Flames,6,FALSE,FALSE
2008-11-25,St. Louis Blues,1,Nashville Predators,0,FALSE,TRUE
2008-11-25,Atlanta Thrashers,6,Toronto Maple Leafs,3,FALSE,FALSE
2008-11-26,Boston Bruins,2,Buffalo Sabres,3,FALSE,FALSE
2008-11-26,Philadelphia Flyers,3,Carolina Hurricanes,1,FALSE,FALSE
2008-11-26,Phoenix Coyotes,3,Columbus Blue Jackets,2,FALSE,FALSE
2008-11-26,St. Louis Blues,1,Colorado Avalanche,3,FALSE,FALSE
2008-11-26,Montreal Canadiens,3,Detroit Red Wings,1,FALSE,FALSE
2008-11-26,Los Angeles Kings,2,Edmonton Oilers,1,FALSE,FALSE
2008-11-26,New Jersey Devils,3,Florida Panthers,2,TRUE,FALSE
2008-11-26,Dallas Stars,4,Minnesota Wild,3,FALSE,FALSE
2008-11-26,Pittsburgh Penguins,5,New York Islanders,3,FALSE,FALSE
2008-11-26,Chicago Blackhawks,2,San Jose Sharks,3,TRUE,FALSE
2008-11-26,New York Rangers,3,Tampa Bay Lightning,2,FALSE,TRUE
2008-11-26,Atlanta Thrashers,3,Washington Capitals,5,FALSE,FALSE
2008-11-27,Toronto Maple Leafs,1,Ottawa Senators,2,FALSE,TRUE
2008-11-27,Calgary Flames,4,Vancouver Canucks,3,FALSE,FALSE
2008-11-28,Chicago Blackhawks,0,Anaheim Ducks,1,FALSE,FALSE
2008-11-28,Nashville Predators,4,Atlanta Thrashers,3,TRUE,FALSE
2008-11-28,New York Islanders,2,Boston Bruins,7,FALSE,FALSE
2008-11-28,Pittsburgh Penguins,3,Buffalo Sabres,4,FALSE,FALSE
2008-11-28,San Jose Sharks,6,Dallas Stars,2,FALSE,FALSE
2008-11-28,Columbus Blue Jackets,3,Detroit Red Wings,5,FALSE,FALSE
2008-11-28,New York Rangers,4,Florida Panthers,3,FALSE,TRUE
2008-11-28,Tampa Bay Lightning,2,Minnesota Wild,4,FALSE,FALSE
2008-11-28,Carolina Hurricanes,3,Philadelphia Flyers,2,TRUE,FALSE
2008-11-28,Colorado Avalanche,1,Phoenix Coyotes,2,FALSE,FALSE
2008-11-28,Montreal Canadiens,0,Washington Capitals,3,FALSE,FALSE
2008-11-29,Detroit Red Wings,1,Boston Bruins,4,FALSE,FALSE
2008-11-29,Washington Capitals,0,Columbus Blue Jackets,3,FALSE,FALSE
2008-11-29,Vancouver Canucks,1,Calgary Flames,3,FALSE,FALSE
2008-11-29,Tampa Bay Lightning,3,Colorado Avalanche,4,FALSE,FALSE
2008-11-29,Chicago Blackhawks,2,Los Angeles Kings,5,FALSE,FALSE
2008-11-29,Buffalo Sabres,2,Montreal Canadiens,3,FALSE,FALSE
2008-11-29,Minnesota Wild,6,Nashville Predators,2,FALSE,FALSE
2008-11-29,Ottawa Senators,2,New York Islanders,4,FALSE,FALSE
2008-11-29,San Jose Sharks,3,Phoenix Coyotes,2,FALSE,FALSE
2008-11-29,New Jersey Devils,1,Pittsburgh Penguins,4,FALSE,FALSE
2008-11-29,Edmonton Oilers,4,St. Louis Blues,2,FALSE,FALSE
2008-11-29,Philadelphia Flyers,2,Toronto Maple Leafs,4,FALSE,FALSE
2008-11-30,St. Louis Blues,4,Atlanta Thrashers,2,FALSE,FALSE
