Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS_1,X7,X8,Attend.,Notes
Fri Jan 31 2014,8:00p,Memphis Grizzlies,94,Minnesota Timberwolves,90,Box Score,NA,17429,NA
Fri Jan 31 2014,7:00p,Milwaukee Bucks,102,Orlando Magic,113,Box Score,NA,17292,NA
Fri Jan 31 2014,7:30p,Atlanta Hawks,125,Philadelphia 76ers,99,Box Score,NA,14702,NA
Fri Jan 31 2014,10:30p,Golden State Warriors,95,Utah Jazz,90,Box Score,NA,19911,NA
Sat Feb 1 2014,7:30p,Minnesota Timberwolves,113,Atlanta Hawks,120,Box Score,NA,13018,NA
Sat Feb 1 2014,7:30p,Philadelphia 76ers,96,Detroit Pistons,113,Box Score,NA,16649,NA
Sat Feb 1 2014,8:00p,Cleveland Cavaliers,92,Houston Rockets,106,Box Score,NA,18309,NA
Sat Feb 1 2014,7:00p,Brooklyn Nets,96,Indiana Pacers,97,Box Score,NA,18165,NA
Sat Feb 1 2014,10:30p,Utah Jazz,87,Los Angeles Clippers,102,Box Score,NA,19060,NA
Sat Feb 1 2014,8:00p,Milwaukee Bucks,90,Memphis Grizzlies,99,Box Score,NA,17017,NA
Sat Feb 1 2014,8:00p,Chicago Bulls,79,New Orleans Pelicans,88,Box Score,NA,17799,NA
Sat Feb 1 2014,8:30p,Miami Heat,106,New York Knicks,91,Box Score,NA,19812,NA
Sat Feb 1 2014,9:00p,Charlotte Bobcats,95,Phoenix Suns,105,Box Score,NA,16248,NA
Sat Feb 1 2014,10:00p,Toronto Raptors,103,Portland Trail Blazers,106,Box Score,NA,19996,NA
Sat Feb 1 2014,8:30p,Sacramento Kings,93,San Antonio Spurs,95,Box Score,NA,18581,NA
Sat Feb 1 2014,7:00p,Oklahoma City Thunder,81,Washington Wizards,96,Box Score,NA,20356,NA
Sun Feb 2 2014,1:00p,Orlando Magic,89,Boston Celtics,96,Box Score,NA,18624,NA
Mon Feb 3 2014,7:30p,Philadelphia 76ers,102,Brooklyn Nets,108,Box Score,NA,16727,NA
Mon Feb 3 2014,8:30p,Cleveland Cavaliers,107,Dallas Mavericks,124,Box Score,NA,19595,NA
Mon Feb 3 2014,9:00p,Los Angeles Clippers,115,Denver Nuggets,116,Box Score,NA,16567,NA
Mon Feb 3 2014,7:00p,Orlando Magic,79,Indiana Pacers,98,Box Score,NA,16266,NA
Mon Feb 3 2014,7:30p,Detroit Pistons,96,Miami Heat,102,Box Score,NA,19802,NA
Mon Feb 3 2014,8:00p,New York Knicks,98,Milwaukee Bucks,101,Box Score,NA,11147,NA
Mon Feb 3 2014,8:00p,San Antonio Spurs,102,New Orleans Pelicans,95,Box Score,NA,17086,NA
Mon Feb 3 2014,8:00p,Memphis Grizzlies,77,Oklahoma City Thunder,86,Box Score,NA,18203,NA
Mon Feb 3 2014,10:00p,Chicago Bulls,70,Sacramento Kings,99,Box Score,NA,15178,NA
Mon Feb 3 2014,9:00p,Toronto Raptors,94,Utah Jazz,79,Box Score,NA,17139,NA
Mon Feb 3 2014,7:00p,Portland Trail Blazers,90,Washington Wizards,100,Box Score,NA,13259,NA
Tue Feb 4 2014,7:30p,Indiana Pacers,89,Atlanta Hawks,85,Box Score,NA,15374,NA
Tue Feb 4 2014,10:30p,Charlotte Bobcats,91,Golden State Warriors,75,Box Score,NA,19596,NA
Tue Feb 4 2014,8:00p,Los Angeles Lakers,99,Minnesota Timberwolves,109,Box Score,NA,12559,NA
Tue Feb 4 2014,9:00p,Chicago Bulls,101,Phoenix Suns,92,Box Score,NA,16636,NA
Wed Feb 5 2014,7:00p,Los Angeles Lakers,119,Cleveland Cavaliers,108,Box Score,NA,15205,NA
Wed Feb 5 2014,9:00p,Milwaukee Bucks,100,Denver Nuggets,110,Box Score,NA,15122,NA
Wed Feb 5 2014,8:00p,Phoenix Suns,108,Houston Rockets,122,Box Score,NA,18217,NA
Wed Feb 5 2014,10:30p,Miami Heat,116,Los Angeles Clippers,112,Box Score,NA,19672,NA
Wed Feb 5 2014,8:00p,Dallas Mavericks,110,Memphis Grizzlies,96,Box Score,NA,16188,NA
Wed Feb 5 2014,8:00p,Atlanta Hawks,100,New Orleans Pelicans,105,Box Score,NA,16232,NA
Wed Feb 5 2014,8:00p,Portland Trail Blazers,94,New York Knicks,90,Box Score,NA,19812,NA
Wed Feb 5 2014,8:00p,Minnesota Timberwolves,97,Oklahoma City Thunder,106,Box Score,NA,18203,NA
Wed Feb 5 2014,7:00p,Detroit Pistons,98,Orlando Magic,112,Box Score,NA,15166,NA
Wed Feb 5 2014,7:00p,Boston Celtics,114,Philadelphia 76ers,108,Box Score,NA,10267,NA
Wed Feb 5 2014,10:00p,Toronto Raptors,101,Sacramento Kings,109,Box Score,NA,17317,NA
Wed Feb 5 2014,7:00p,San Antonio Spurs,125,Washington Wizards,118,Box Score,2OT,15791,NA
Thu Feb 6 2014,8:00p,San Antonio Spurs,89,Brooklyn Nets,103,Box Score,NA,17732,NA
Thu Feb 6 2014,10:30p,Chicago Bulls,87,Golden State Warriors,102,Box Score,NA,19596,NA
Fri Feb 7 2014,7:30p,Sacramento Kings,89,Boston Celtics,99,Box Score,NA,18624,NA
Fri Feb 7 2014,8:30p,Utah Jazz,81,Dallas Mavericks,103,Box Score,NA,19928,NA
Fri Feb 7 2014,7:30p,Brooklyn Nets,95,Detroit Pistons,111,Box Score,NA,13727,NA
Fri Feb 7 2014,7:00p,Portland Trail Blazers,113,Indiana Pacers,118,Box Score,OT,18165,NA
Fri Feb 7 2014,10:30p,Toronto Raptors,105,Los Angeles Clippers,118,Box Score,NA,19060,NA
Fri Feb 7 2014,9:30p,Minnesota Timberwolves,91,New Orleans Pelicans,98,Box Score,NA,16541,NA
Fri Feb 7 2014,7:30p,Denver Nuggets,90,New York Knicks,117,Box Score,NA,19812,NA
Fri Feb 7 2014,7:00p,Oklahoma City Thunder,102,Orlando Magic,103,Box Score,NA,15595,NA
Fri Feb 7 2014,7:00p,Los Angeles Lakers,112,Philadelphia 76ers,98,Box Score,NA,15211,NA
Fri Feb 7 2014,7:00p,Cleveland Cavaliers,115,Washington Wizards,113,Box Score,NA,16294,NA
Sat Feb 8 2014,7:30p,Memphis Grizzlies,79,Atlanta Hawks,76,Box Score,NA,15190,NA
Sat Feb 8 2014,7:00p,San Antonio Spurs,104,Charlotte Bobcats,100,Box Score,NA,19084,NA
Sat Feb 8 2014,7:30p,Denver Nuggets,109,Detroit Pistons,126,Box Score,NA,15870,NA
Sat Feb 8 2014,8:30p,Houston Rockets,101,Milwaukee Bucks,95,Box Score,NA,15923,NA
Sat Feb 8 2014,8:00p,Portland Trail Blazers,117,Minnesota Timberwolves,110,Box Score,NA,17506,NA
Sat Feb 8 2014,9:00p,Golden State Warriors,109,Phoenix Suns,122,Box Score,NA,17846,NA
Sat Feb 8 2014,9:00p,Miami Heat,89,Utah Jazz,94,Box Score,NA,19911,NA
Sun Feb 9 2014,6:00p,Dallas Mavericks,102,Boston Celtics,91,Box Score,NA,17650,NA
Sun Feb 9 2014,6:00p,New Orleans Pelicans,81,Brooklyn Nets,93,Box Score,NA,17732,NA
Sun Feb 9 2014,6:00p,Memphis Grizzlies,83,Cleveland Cavaliers,91,Box Score,OT,16484,NA
Sun Feb 9 2014,9:30p,Philadelphia 76ers,78,Los Angeles Clippers,123,Box Score,NA,19157,NA
Sun Feb 9 2014,3:30p,Chicago Bulls,92,Los Angeles Lakers,86,Box Score,NA,18997,NA
Sun Feb 9 2014,1:00p,New York Knicks,100,Oklahoma City Thunder,112,Box Score,NA,18203,NA
Sun Feb 9 2014,6:00p,Indiana Pacers,92,Orlando Magic,93,Box Score,NA,16366,NA
Sun Feb 9 2014,6:00p,Sacramento Kings,84,Washington Wizards,93,Box Score,NA,18173,NA
Mon Feb 10 2014,7:30p,San Antonio Spurs,100,Detroit Pistons,109,Box Score,NA,13628,NA
Mon Feb 10 2014,10:30p,Philadelphia 76ers,80,Golden State Warriors,123,Box Score,NA,19596,NA
Mon Feb 10 2014,7:00p,Denver Nuggets,80,Indiana Pacers,119,Box Score,NA,16124,NA
Mon Feb 10 2014,8:00p,Boston Celtics,102,Milwaukee Bucks,86,Box Score,NA,11016,NA
Mon Feb 10 2014,8:00p,Houston Rockets,107,Minnesota Timberwolves,89,Box Score,NA,12002,NA
Mon Feb 10 2014,7:00p,New Orleans Pelicans,101,Toronto Raptors,108,Box Score,NA,17596,NA
Tue Feb 11 2014,7:00p,Dallas Mavericks,89,Charlotte Bobcats,114,Box Score,NA,11467,NA
Tue Feb 11 2014,8:00p,Atlanta Hawks,85,Chicago Bulls,100,Box Score,NA,21325,NA
Tue Feb 11 2014,7:00p,Sacramento Kings,99,Cleveland Cavaliers,109,Box Score,NA,14245,NA
Tue Feb 11 2014,10:30p,Utah Jazz,96,Los Angeles Lakers,79,Box Score,NA,18209,NA
Tue Feb 11 2014,8:00p,Washington Wizards,89,Memphis Grizzlies,92,Box Score,NA,15613,NA
Tue Feb 11 2014,9:00p,Miami Heat,103,Phoenix Suns,97,Box Score,NA,17927,NA
Tue Feb 11 2014,10:00p,Oklahoma City Thunder,98,Portland Trail Blazers,95,Box Score,NA,20018,NA
Wed Feb 12 2014,7:30p,San Antonio Spurs,104,Boston Celtics,92,Box Score,NA,17922,NA
Wed Feb 12 2014,7:30p,Charlotte Bobcats,89,Brooklyn Nets,105,Box Score,NA,16862,NA
Wed Feb 12 2014,7:30p,Cleveland Cavaliers,93,Detroit Pistons,89,Box Score,NA,13184,NA
Wed Feb 12 2014,10:30p,Miami Heat,111,Golden State Warriors,110,Box Score,NA,19596,NA
Wed Feb 12 2014,8:00p,Washington Wizards,112,Houston Rockets,113,Box Score,NA,18314,NA
Wed Feb 12 2014,7:00p,Dallas Mavericks,81,Indiana Pacers,73,Box Score,NA,17663,NA
Wed Feb 12 2014,10:30p,Portland Trail Blazers,117,Los Angeles Clippers,122,Box Score,NA,19175,NA
Wed Feb 12 2014,8:00p,New Orleans Pelicans,102,Milwaukee Bucks,98,Box Score,NA,11012,NA
Wed Feb 12 2014,8:00p,Denver Nuggets,90,Minnesota Timberwolves,117,Box Score,NA,12139,NA
Wed Feb 12 2014,7:30p,Sacramento Kings,106,New York Knicks,101,Box Score,OT,19812,NA
Wed Feb 12 2014,7:00p,Memphis Grizzlies,86,Orlando Magic,81,Box Score,NA,15310,NA
Wed Feb 12 2014,7:00p,Atlanta Hawks,83,Toronto Raptors,104,Box Score,NA,17121,NA
Wed Feb 12 2014,9:00p,Philadelphia 76ers,100,Utah Jazz,105,Box Score,NA,19368,NA
Thu Feb 13 2014,8:00p,Brooklyn Nets,76,Chicago Bulls,92,Box Score,NA,21500,NA
Thu Feb 13 2014,10:30p,Oklahoma City Thunder,107,Los Angeles Lakers,103,Box Score,NA,18997,NA
Tue Feb 18 2014,8:30p,Miami Heat,117,Dallas Mavericks,106,Box Score,NA,20461,NA
Tue Feb 18 2014,9:00p,Phoenix Suns,112,Denver Nuggets,107,Box Score,OT,16461,NA
Tue Feb 18 2014,7:30p,Charlotte Bobcats,108,Detroit Pistons,96,Box Score,NA,11285,NA
Tue Feb 18 2014,7:00p,Atlanta Hawks,98,Indiana Pacers,108,Box Score,NA,18165,NA
Tue Feb 18 2014,10:30p,San Antonio Spurs,113,Los Angeles Clippers,103,Box Score,NA,19257,NA
Tue Feb 18 2014,8:00p,New York Knicks,93,Memphis Grizzlies,98,Box Score,NA,17317,NA
Tue Feb 18 2014,8:00p,Orlando Magic,100,Milwaukee Bucks,104,Box Score,NA,11106,NA
Tue Feb 18 2014,7:00p,Cleveland Cavaliers,114,Philadelphia 76ers,85,Box Score,NA,12904,NA
Tue Feb 18 2014,7:00p,Toronto Raptors,103,Washington Wizards,93,Box Score,NA,15624,NA
Wed Feb 19 2014,7:30p,Washington Wizards,114,Atlanta Hawks,97,Box Score,NA,13529,NA
Wed Feb 19 2014,7:00p,Detroit Pistons,98,Charlotte Bobcats,116,Box Score,NA,14400,NA
Wed Feb 19 2014,7:00p,Orlando Magic,93,Cleveland Cavaliers,101,Box Score,NA,16539,NA
Wed Feb 19 2014,10:30p,Houston Rockets,134,Los Angeles Lakers,108,Box Score,NA,18997,NA
Wed Feb 19 2014,8:00p,Indiana Pacers,91,Minnesota Timberwolves,104,Box Score,NA,15109,NA
Wed Feb 19 2014,8:00p,New York Knicks,98,New Orleans Pelicans,91,Box Score,NA,16495,NA
Wed Feb 19 2014,9:00p,Boston Celtics,94,Phoenix Suns,100,Box Score,NA,16135,NA
Wed Feb 19 2014,10:00p,San Antonio Spurs,111,Portland Trail Blazers,109,Box Score,NA,20057,NA
Wed Feb 19 2014,10:00p,Golden State Warriors,101,Sacramento Kings,92,Box Score,NA,17317,NA
Wed Feb 19 2014,7:00p,Chicago Bulls,94,Toronto Raptors,92,Box Score,NA,17704,NA
Wed Feb 19 2014,9:00p,Brooklyn Nets,105,Utah Jazz,99,Box Score,NA,17386,NA
Thu Feb 20 2014,10:30p,Houston Rockets,99,Golden State Warriors,102,Box Score,OT,19596,NA
Thu Feb 20 2014,8:00p,Denver Nuggets,101,Milwaukee Bucks,90,Box Score,NA,11186,NA
Thu Feb 20 2014,8:00p,Miami Heat,103,Oklahoma City Thunder,81,Box Score,NA,18203,NA
Fri Feb 21 2014,7:00p,New Orleans Pelicans,87,Charlotte Bobcats,90,Box Score,NA,15867,NA
Fri Feb 21 2014,8:00p,Denver Nuggets,89,Chicago Bulls,117,Box Score,NA,21621,NA
Fri Feb 21 2014,7:30p,Atlanta Hawks,107,Detroit Pistons,115,Box Score,NA,18053,NA
Fri Feb 21 2014,10:30p,Boston Celtics,92,Los Angeles Lakers,101,Box Score,NA,18997,NA
Fri Feb 21 2014,8:00p,Los Angeles Clippers,96,Memphis Grizzlies,102,Box Score,NA,17963,NA
Fri Feb 21 2014,7:00p,New York Knicks,121,Orlando Magic,129,Box Score,2OT,16498,NA
Fri Feb 21 2014,7:00p,Dallas Mavericks,124,Philadelphia 76ers,112,Box Score,NA,14928,NA
Fri Feb 21 2014,9:00p,San Antonio Spurs,85,Phoenix Suns,106,Box Score,NA,18422,NA
Fri Feb 21 2014,10:00p,Utah Jazz,94,Portland Trail Blazers,102,Box Score,NA,19998,NA
Fri Feb 21 2014,7:00p,Cleveland Cavaliers,91,Toronto Raptors,98,Box Score,NA,18854,NA
Sat Feb 22 2014,7:30p,New York Knicks,98,Atlanta Hawks,107,Box Score,NA,19045,NA
Sat Feb 22 2014,7:00p,Memphis Grizzlies,89,Charlotte Bobcats,92,Box Score,NA,18317,NA
Sat Feb 22 2014,7:30p,Dallas Mavericks,113,Detroit Pistons,102,Box Score,NA,15213,NA
Sat Feb 22 2014,10:30p,Brooklyn Nets,86,Golden State Warriors,93,Box Score,NA,19596,NA
Sat Feb 22 2014,8:30p,Indiana Pacers,110,Milwaukee Bucks,100,Box Score,NA,17165,NA
Sat Feb 22 2014,10:00p,Boston Celtics,98,Sacramento Kings,105,Box Score,NA,17317,NA
Sat Feb 22 2014,9:00p,Minnesota Timberwolves,121,Utah Jazz,104,Box Score,NA,19323,NA
Sat Feb 22 2014,7:00p,New Orleans Pelicans,93,Washington Wizards,94,Box Score,NA,18385,NA
Sun Feb 23 2014,6:00p,Washington Wizards,96,Cleveland Cavaliers,83,Box Score,NA,17238,NA
Sun Feb 23 2014,8:00p,Sacramento Kings,109,Denver Nuggets,95,Box Score,NA,16263,NA
Sun Feb 23 2014,9:00p,Brooklyn Nets,108,Los Angeles Lakers,102,Box Score,NA,18997,NA
Sun Feb 23 2014,3:30p,Chicago Bulls,79,Miami Heat,93,Box Score,NA,19848,NA
Sun Feb 23 2014,1:00p,Los Angeles Clippers,125,Oklahoma City Thunder,117,Box Score,NA,18203,NA
Sun Feb 23 2014,9:00p,Houston Rockets,115,Phoenix Suns,112,Box Score,NA,15510,NA
Sun Feb 23 2014,9:00p,Minnesota Timberwolves,97,Portland Trail Blazers,108,Box Score,NA,19458,NA
Sun Feb 23 2014,6:00p,Orlando Magic,90,Toronto Raptors,105,Box Score,NA,17435,NA
Mon Feb 24 2014,7:30p,Golden State Warriors,104,Detroit Pistons,96,Box Score,NA,14071,NA
Mon Feb 24 2014,8:00p,Los Angeles Clippers,123,New Orleans Pelicans,110,Box Score,NA,16185,NA
Mon Feb 24 2014,7:30p,Dallas Mavericks,110,New York Knicks,108,Box Score,NA,19812,NA
Mon Feb 24 2014,7:00p,Milwaukee Bucks,130,Philadelphia 76ers,110,Box Score,NA,12216,NA
Mon Feb 24 2014,9:00p,Boston Celtics,98,Utah Jazz,110,Box Score,NA,17130,NA
Tue Feb 25 2014,7:30p,Chicago Bulls,107,Atlanta Hawks,103,Box Score,NA,12418,NA
Tue Feb 25 2014,7:00p,Toronto Raptors,99,Cleveland Cavaliers,93,Box Score,NA,13758,NA
Tue Feb 25 2014,9:00p,Portland Trail Blazers,100,Denver Nuggets,95,Box Score,NA,16058,NA
Tue Feb 25 2014,7:00p,Los Angeles Lakers,98,Indiana Pacers,118,Box Score,NA,18165,NA
Tue Feb 25 2014,9:00p,Minnesota Timberwolves,110,Phoenix Suns,101,Box Score,NA,16273,NA
Tue Feb 25 2014,10:00p,Houston Rockets,129,Sacramento Kings,103,Box Score,NA,16057,NA
Tue Feb 25 2014,7:00p,Orlando Magic,106,Washington Wizards,115,Box Score,NA,13306,NA
Wed Feb 26 2014,7:30p,Atlanta Hawks,104,Boston Celtics,115,Box Score,NA,16605,NA
Wed Feb 26 2014,8:00p,Golden State Warriors,83,Chicago Bulls,103,Box Score,NA,21701,NA
Wed Feb 26 2014,8:00p,New Orleans Pelicans,89,Dallas Mavericks,108,Box Score,NA,19729,NA
Wed Feb 26 2014,10:30p,Houston Rockets,93,Los Angeles Clippers,101,Box Score,NA,19258,NA
Wed Feb 26 2014,8:00p,Los Angeles Lakers,103,Memphis Grizzlies,108,Box Score,NA,16989,NA
Wed Feb 26 2014,8:00p,Cleveland Cavaliers,114,Oklahoma City Thunder,104,Box Score,NA,18203,NA
Wed Feb 26 2014,7:00p,Orlando Magic,101,Philadelphia 76ers,90,Box Score,NA,12817,NA
Wed Feb 26 2014,10:00p,Brooklyn Nets,80,Portland Trail Blazers,124,Box Score,NA,20015,NA
Wed Feb 26 2014,8:30p,Detroit Pistons,110,San Antonio Spurs,120,Box Score,NA,18581,NA
Wed Feb 26 2014,9:00p,Phoenix Suns,86,Utah Jazz,109,Box Score,NA,19639,NA
Thu Feb 27 2014,10:30p,Brooklyn Nets,112,Denver Nuggets,89,Box Score,NA,14826,NA
Thu Feb 27 2014,7:00p,Milwaukee Bucks,96,Indiana Pacers,101,Box Score,NA,17892,NA
Thu Feb 27 2014,8:00p,New York Knicks,82,Miami Heat,108,Box Score,NA,19634,NA
Thu Feb 27 2014,7:00p,Washington Wizards,134,Toronto Raptors,129,Box Score,3OT,17758,NA
Fri Feb 28 2014,7:30p,Utah Jazz,79,Cleveland Cavaliers,99,Box Score,NA,18601,NA
Fri Feb 28 2014,8:30p,Chicago Bulls,100,Dallas Mavericks,91,Box Score,NA,20398,NA
Fri Feb 28 2014,10:30p,Sacramento Kings,122,Los Angeles Lakers,126,Box Score,NA,18997,NA
Fri Feb 28 2014,8:00p,Golden State Warriors,126,New York Knicks,103,Box Score,NA,19812,NA
Fri Feb 28 2014,8:00p,Memphis Grizzlies,107,Oklahoma City Thunder,113,Box Score,NA,18203,NA
Fri Feb 28 2014,10:30p,New Orleans Pelicans,104,Phoenix Suns,116,Box Score,NA,16578,NA
Fri Feb 28 2014,8:30p,Charlotte Bobcats,82,San Antonio Spurs,92,Box Score,NA,18581,NA
Sat Mar 1 2014,8:00p,Indiana Pacers,102,Boston Celtics,97,Box Score,NA,18624,NA
Sat Mar 1 2014,8:00p,Detroit Pistons,110,Houston Rockets,118,Box Score,NA,18330,NA
Sat Mar 1 2014,10:30p,New Orleans Pelicans,76,Los Angeles Clippers,108,Box Score,NA,19060,NA
Sat Mar 1 2014,9:00p,Cleveland Cavaliers,96,Memphis Grizzlies,110,Box Score,NA,17011,NA
Sat Mar 1 2014,7:30p,Orlando Magic,98,Miami Heat,112,Box Score,NA,19834,NA
Sat Mar 1 2014,8:30p,Brooklyn Nets,107,Milwaukee Bucks,98,Box Score,NA,14081,NA
Sat Mar 1 2014,7:30p,Washington Wizards,122,Philadelphia 76ers,103,Box Score,NA,20856,NA
Sat Mar 1 2014,10:00p,Denver Nuggets,96,Portland Trail Blazers,102,Box Score,NA,20068,NA
Sat Mar 1 2014,10:00p,Minnesota Timberwolves,108,Sacramento Kings,97,Box Score,NA,17085,NA
Sun Mar 2 2014,1:00p,New York Knicks,90,Chicago Bulls,109,Box Score,NA,21739,NA
Sun Mar 2 2014,6:00p,Utah Jazz,91,Indiana Pacers,94,Box Score,NA,18165,NA
Sun Mar 2 2014,7:00p,Charlotte Bobcats,99,Oklahoma City Thunder,116,Box Score,NA,18203,NA
Sun Mar 2 2014,6:00p,Philadelphia 76ers,81,Orlando Magic,92,Box Score,NA,16704,NA
Sun Mar 2 2014,8:00p,Atlanta Hawks,120,Phoenix Suns,129,Box Score,NA,16759,NA
Sun Mar 2 2014,7:00p,Dallas Mavericks,106,San Antonio Spurs,112,Box Score,NA,18581,NA
Sun Mar 2 2014,4:00p,Golden State Warriors,98,Toronto Raptors,104,Box Score,NA,18658,NA
Mon Mar 3 2014,7:30p,Chicago Bulls,80,Brooklyn Nets,96,Box Score,NA,17732,NA
Mon Mar 3 2014,9:00p,Minnesota Timberwolves,132,Denver Nuggets,128,Box Score,NA,15240,NA
Mon Mar 3 2014,7:30p,New York Knicks,85,Detroit Pistons,96,Box Score,NA,14742,NA
Mon Mar 3 2014,7:30p,Charlotte Bobcats,107,Miami Heat,124,Box Score,NA,19727,NA
Mon Mar 3 2014,8:00p,Utah Jazz,88,Milwaukee Bucks,114,Box Score,NA,10022,NA
Mon Mar 3 2014,10:00p,Los Angeles Lakers,107,Portland Trail Blazers,106,Box Score,NA,20013,NA
Mon Mar 3 2014,10:00p,New Orleans Pelicans,89,Sacramento Kings,96,Box Score,NA,16225,NA
Mon Mar 3 2014,7:00p,Memphis Grizzlies,110,Washington Wizards,104,Box Score,NA,14065,NA
Tue Mar 4 2014,7:00p,San Antonio Spurs,122,Cleveland Cavaliers,101,Box Score,NA,17966,NA
Tue Mar 4 2014,8:00p,Miami Heat,103,Houston Rockets,106,Box Score,NA,18523,NA
Tue Mar 4 2014,7:00p,Golden State Warriors,98,Indiana Pacers,96,Box Score,NA,18165,NA
Tue Mar 4 2014,10:30p,New Orleans Pelicans,132,Los Angeles Lakers,125,Box Score,NA,18436,NA
Tue Mar 4 2014,8:00p,Philadelphia 76ers,92,Oklahoma City Thunder,125,Box Score,NA,18203,NA
Tue Mar 4 2014,9:00p,Los Angeles Clippers,104,Phoenix Suns,96,Box Score,NA,15068,NA
Wed Mar 5 2014,7:30p,Golden State Warriors,108,Boston Celtics,88,Box Score,NA,18155,NA
Wed Mar 5 2014,7:30p,Memphis Grizzlies,94,Brooklyn Nets,103,Box Score,NA,17053,NA
Wed Mar 5 2014,7:00p,Indiana Pacers,87,Charlotte Bobcats,109,Box Score,NA,15372,NA
Wed Mar 5 2014,8:00p,Dallas Mavericks,110,Denver Nuggets,115,Box Score,NA,14541,NA
Wed Mar 5 2014,7:30p,Chicago Bulls,105,Detroit Pistons,94,Box Score,NA,14007,NA
Wed Mar 5 2014,8:00p,Sacramento Kings,116,Milwaukee Bucks,102,Box Score,NA,11079,NA
Wed Mar 5 2014,8:00p,New York Knicks,118,Minnesota Timberwolves,106,Box Score,NA,14294,NA
Wed Mar 5 2014,7:00p,Houston Rockets,101,Orlando Magic,89,Box Score,NA,16012,NA
Wed Mar 5 2014,10:30p,Atlanta Hawks,78,Portland Trail Blazers,102,Box Score,NA,20043,NA
Wed Mar 5 2014,7:00p,Utah Jazz,91,Washington Wizards,104,Box Score,NA,13911,NA
Thu Mar 6 2014,10:30p,Los Angeles Clippers,142,Los Angeles Lakers,94,Box Score,NA,18488,NA
Thu Mar 6 2014,9:00p,Oklahoma City Thunder,122,Phoenix Suns,128,Box Score,NA,17816,NA
Thu Mar 6 2014,8:00p,Miami Heat,87,San Antonio Spurs,111,Box Score,NA,18581,NA
Fri Mar 7 2014,7:30p,Brooklyn Nets,84,Boston Celtics,91,Box Score,NA,18195,NA
Fri Mar 7 2014,7:00p,Cleveland Cavaliers,92,Charlotte Bobcats,101,Box Score,NA,15688,NA
Fri Mar 7 2014,7:00p,Memphis Grizzlies,85,Chicago Bulls,77,Box Score,NA,21318,NA
Fri Mar 7 2014,8:30p,Portland Trail Blazers,98,Dallas Mavericks,103,Box Score,NA,20251,NA
Fri Mar 7 2014,9:00p,Los Angeles Lakers,126,Denver Nuggets,134,Box Score,NA,18248,NA
Fri Mar 7 2014,10:30p,Atlanta Hawks,97,Golden State Warriors,111,Box Score,NA,19596,NA
Fri Mar 7 2014,9:30p,Indiana Pacers,86,Houston Rockets,112,Box Score,NA,18332,NA
Fri Mar 7 2014,8:00p,Detroit Pistons,101,Minnesota Timberwolves,114,Box Score,NA,16242,NA
Fri Mar 7 2014,8:00p,Milwaukee Bucks,104,New Orleans Pelicans,112,Box Score,NA,16061,NA
Fri Mar 7 2014,7:30p,Utah Jazz,81,New York Knicks,108,Box Score,NA,19812,NA
Fri Mar 7 2014,7:00p,Sacramento Kings,87,Toronto Raptors,99,Box Score,NA,18188,NA
Sat Mar 8 2014,7:30p,New York Knicks,107,Cleveland Cavaliers,97,Box Score,NA,20562,NA
Sat Mar 8 2014,10:30p,Atlanta Hawks,108,Los Angeles Clippers,109,Box Score,NA,19178,NA
Sat Mar 8 2014,8:00p,Charlotte Bobcats,89,Memphis Grizzlies,111,Box Score,NA,17298,NA
Sat Mar 8 2014,9:00p,Washington Wizards,114,Milwaukee Bucks,107,Box Score,NA,14839,NA
Sat Mar 8 2014,7:30p,Utah Jazz,104,Philadelphia 76ers,92,Box Score,NA,13569,NA
Sat Mar 8 2014,8:30p,Orlando Magic,112,San Antonio Spurs,121,Box Score,NA,18581,NA
Sun Mar 9 2014,6:00p,Detroit Pistons,111,Boston Celtics,118,Box Score,NA,18624,NA
Sun Mar 9 2014,6:00p,Sacramento Kings,89,Brooklyn Nets,104,Box Score,NA,17732,NA
Sun Mar 9 2014,1:00p,Miami Heat,88,Chicago Bulls,95,Box Score,OT,22028,NA
Sun Mar 9 2014,7:30p,Indiana Pacers,94,Dallas Mavericks,105,Box Score,NA,20361,NA
Sun Mar 9 2014,9:00p,Phoenix Suns,107,Golden State Warriors,113,Box Score,NA,19596,NA
Sun Mar 9 2014,7:00p,Portland Trail Blazers,113,Houston Rockets,118,Box Score,OT,18321,NA
Sun Mar 9 2014,3:30p,Oklahoma City Thunder,110,Los Angeles Lakers,114,Box Score,NA,18997,NA
Sun Mar 9 2014,7:00p,Toronto Raptors,111,Minnesota Timberwolves,104,Box Score,NA,13116,NA
Sun Mar 9 2014,6:00p,Denver Nuggets,107,New Orleans Pelicans,111,Box Score,OT,17115,NA
Mon Mar 10 2014,7:30p,Toronto Raptors,97,Brooklyn Nets,101,Box Score,NA,17351,NA
Mon Mar 10 2014,7:00p,Denver Nuggets,98,Charlotte Bobcats,105,Box Score,NA,14312,NA
Mon Mar 10 2014,10:30p,Phoenix Suns,105,Los Angeles Clippers,112,Box Score,NA,19226,NA
Mon Mar 10 2014,7:30p,Washington Wizards,90,Miami Heat,99,Box Score,NA,19657,NA
Mon Mar 10 2014,8:00p,Orlando Magic,98,Milwaukee Bucks,105,Box Score,NA,10114,NA
Mon Mar 10 2014,7:30p,Philadelphia 76ers,110,New York Knicks,123,Box Score,NA,19812,NA
