Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS_1,X7,X8,Attend.,Notes
Tue Oct 28 2008,8:00p,Cleveland Cavaliers,85,Boston Celtics,90,Box Score,NA,18624,NA
Tue Oct 28 2008,8:30p,Milwaukee Bucks,95,Chicago Bulls,108,Box Score,NA,21762,NA
Tue Oct 28 2008,10:30p,Portland Trail Blazers,76,Los Angeles Lakers,96,Box Score,NA,18997,NA
Wed Oct 29 2008,8:00p,Indiana Pacers,94,Detroit Pistons,100,Box Score,NA,22076,NA
Wed Oct 29 2008,10:30p,New Orleans Hornets,108,Golden State Warriors,103,Box Score,NA,19128,NA
Wed Oct 29 2008,8:30p,Memphis Grizzlies,71,Houston Rockets,82,Box Score,NA,18196,NA
Wed Oct 29 2008,10:30p,Los Angeles Lakers,117,Los Angeles Clippers,79,Box Score,NA,19060,NA
Wed Oct 29 2008,8:00p,Sacramento Kings,96,Minnesota Timberwolves,98,Box Score,NA,17820,NA
Wed Oct 29 2008,7:30p,Miami Heat,115,New York Knicks,120,Box Score,NA,19763,NA
Wed Oct 29 2008,8:00p,Milwaukee Bucks,98,Oklahoma City Thunder,87,Box Score,NA,19136,NA
Wed Oct 29 2008,7:00p,Atlanta Hawks,99,Orlando Magic,85,Box Score,NA,17461,NA
Wed Oct 29 2008,6:00p,Toronto Raptors,95,Philadelphia 76ers,84,Box Score,NA,15750,NA
Wed Oct 29 2008,8:00p,Phoenix Suns,103,San Antonio Spurs,98,Box Score,NA,18797,NA
Wed Oct 29 2008,9:00p,Denver Nuggets,94,Utah Jazz,98,Box Score,NA,19911,NA
Wed Oct 29 2008,7:00p,New Jersey Nets,95,Washington Wizards,85,Box Score,NA,20173,NA
Thu Oct 30 2008,7:00p,Charlotte Bobcats,79,Cleveland Cavaliers,96,Box Score,NA,20562,NA
Thu Oct 30 2008,8:00p,Houston Rockets,112,Dallas Mavericks,102,Box Score,NA,20066,NA
Thu Oct 30 2008,10:30p,New Orleans Hornets,108,Phoenix Suns,95,Box Score,NA,18422,NA
Fri Oct 31 2008,8:00p,Chicago Bulls,80,Boston Celtics,96,Box Score,NA,18624,NA
Fri Oct 31 2008,10:30p,Denver Nuggets,113,Los Angeles Clippers,103,Box Score,OT,11418,NA
Fri Oct 31 2008,8:00p,Orlando Magic,84,Memphis Grizzlies,86,Box Score,NA,16139,NA
Fri Oct 31 2008,7:30p,Sacramento Kings,77,Miami Heat,103,Box Score,NA,19600,NA
Fri Oct 31 2008,7:00p,New York Knicks,87,Philadelphia 76ers,116,Box Score,NA,11717,NA
Fri Oct 31 2008,10:30p,San Antonio Spurs,99,Portland Trail Blazers,100,Box Score,NA,20516,NA
Fri Oct 31 2008,7:00p,Golden State Warriors,108,Toronto Raptors,112,Box Score,OT,19800,NA
Sat Nov 1 2008,7:00p,Philadelphia 76ers,88,Atlanta Hawks,95,Box Score,NA,19651,NA
Sat Nov 1 2008,7:00p,Miami Heat,87,Charlotte Bobcats,100,Box Score,NA,19238,NA
Sat Nov 1 2008,8:30p,Memphis Grizzlies,86,Chicago Bulls,96,Box Score,NA,21785,NA
Sat Nov 1 2008,9:00p,Los Angeles Lakers,104,Denver Nuggets,97,Box Score,NA,19651,NA
Sat Nov 1 2008,7:30p,Washington Wizards,109,Detroit Pistons,117,Box Score,NA,22076,NA
Sat Nov 1 2008,8:30p,Oklahoma City Thunder,77,Houston Rockets,89,Box Score,NA,16996,NA
Sat Nov 1 2008,7:00p,Boston Celtics,79,Indiana Pacers,95,Box Score,NA,18165,NA
Sat Nov 1 2008,8:30p,Toronto Raptors,91,Milwaukee Bucks,87,Box Score,NA,17036,NA
Sat Nov 1 2008,8:00p,Dallas Mavericks,95,Minnesota Timberwolves,85,Box Score,NA,16893,NA
Sat Nov 1 2008,7:30p,Golden State Warriors,105,New Jersey Nets,97,Box Score,NA,17390,NA
Sat Nov 1 2008,8:00p,Cleveland Cavaliers,92,New Orleans Hornets,104,Box Score,NA,18150,NA
Sat Nov 1 2008,7:00p,Sacramento Kings,103,Orlando Magic,121,Box Score,NA,16704,NA
Sat Nov 1 2008,10:00p,Portland Trail Blazers,96,Phoenix Suns,107,Box Score,NA,18422,NA
Sat Nov 1 2008,9:00p,Los Angeles Clippers,79,Utah Jazz,101,Box Score,NA,19602,NA
Sun Nov 2 2008,6:00p,Milwaukee Bucks,94,New York Knicks,86,Box Score,NA,18190,NA
Sun Nov 2 2008,7:00p,Minnesota Timberwolves,85,Oklahoma City Thunder,88,Box Score,NA,18163,NA
Mon Nov 3 2008,7:00p,Detroit Pistons,101,Charlotte Bobcats,83,Box Score,NA,11023,NA
Mon Nov 3 2008,8:30p,Cleveland Cavaliers,100,Dallas Mavericks,81,Box Score,NA,19923,NA
Mon Nov 3 2008,10:30p,Utah Jazz,89,Los Angeles Clippers,73,Box Score,NA,12712,NA
Mon Nov 3 2008,8:00p,Golden State Warriors,79,Memphis Grizzlies,90,Box Score,NA,10121,NA
Mon Nov 3 2008,7:00p,Chicago Bulls,93,Orlando Magic,96,Box Score,NA,15606,NA
Mon Nov 3 2008,7:00p,Sacramento Kings,91,Philadelphia 76ers,125,Box Score,NA,10100,NA
Tue Nov 4 2008,8:30p,Boston Celtics,103,Houston Rockets,99,Box Score,NA,18291,NA
Tue Nov 4 2008,7:30p,Phoenix Suns,114,New Jersey Nets,86,Box Score,NA,15230,NA
Tue Nov 4 2008,8:30p,Dallas Mavericks,98,San Antonio Spurs,81,Box Score,NA,17398,NA
Wed Nov 5 2008,8:00p,Chicago Bulls,93,Cleveland Cavaliers,107,Box Score,NA,20562,NA
Wed Nov 5 2008,10:30p,Denver Nuggets,101,Golden State Warriors,111,Box Score,NA,18194,NA
Wed Nov 5 2008,7:00p,Phoenix Suns,113,Indiana Pacers,103,Box Score,NA,11660,NA
Wed Nov 5 2008,10:30p,Los Angeles Clippers,88,Los Angeles Lakers,106,Box Score,NA,18997,NA
Wed Nov 5 2008,7:30p,Philadelphia 76ers,83,Miami Heat,106,Box Score,NA,15103,NA
Wed Nov 5 2008,8:00p,Washington Wizards,104,Milwaukee Bucks,112,Box Score,OT,13895,NA
Wed Nov 5 2008,8:00p,San Antonio Spurs,129,Minnesota Timberwolves,125,Box Score,2OT,11112,NA
Wed Nov 5 2008,8:00p,Atlanta Hawks,87,New Orleans Hornets,79,Box Score,NA,16030,NA
Wed Nov 5 2008,7:30p,Charlotte Bobcats,98,New York Knicks,101,Box Score,NA,17977,NA
Wed Nov 5 2008,8:00p,Boston Celtics,96,Oklahoma City Thunder,83,Box Score,NA,19136,NA
Wed Nov 5 2008,10:00p,Memphis Grizzlies,95,Sacramento Kings,100,Box Score,NA,13685,NA
Wed Nov 5 2008,7:00p,Detroit Pistons,100,Toronto Raptors,93,Box Score,NA,18602,NA
Wed Nov 5 2008,9:00p,Portland Trail Blazers,96,Utah Jazz,103,Box Score,NA,19911,NA
Thu Nov 6 2008,8:00p,Philadelphia 76ers,88,Orlando Magic,98,Box Score,NA,16407,NA
Thu Nov 6 2008,10:30p,Houston Rockets,99,Portland Trail Blazers,101,Box Score,OT,20611,NA
Fri Nov 7 2008,7:30p,Toronto Raptors,92,Atlanta Hawks,110,Box Score,NA,18290,NA
Fri Nov 7 2008,7:30p,Milwaukee Bucks,89,Boston Celtics,101,Box Score,NA,18624,NA
Fri Nov 7 2008,7:00p,New Orleans Hornets,89,Charlotte Bobcats,92,Box Score,NA,13435,NA
Fri Nov 7 2008,8:30p,Phoenix Suns,83,Chicago Bulls,100,Box Score,NA,21967,NA
Fri Nov 7 2008,7:30p,Indiana Pacers,107,Cleveland Cavaliers,111,Box Score,NA,20562,NA
Fri Nov 7 2008,10:30p,Dallas Mavericks,105,Denver Nuggets,108,Box Score,NA,19175,NA
Fri Nov 7 2008,10:30p,Memphis Grizzlies,109,Golden State Warriors,104,Box Score,NA,18744,NA
Fri Nov 7 2008,10:30p,Houston Rockets,92,Los Angeles Clippers,83,Box Score,NA,14670,NA
Fri Nov 7 2008,7:30p,Detroit Pistons,96,New Jersey Nets,103,Box Score,NA,17767,NA
Fri Nov 7 2008,10:00p,Minnesota Timberwolves,109,Sacramento Kings,121,Box Score,NA,10592,NA
Fri Nov 7 2008,8:00p,Miami Heat,99,San Antonio Spurs,83,Box Score,NA,17387,NA
Fri Nov 7 2008,9:00p,Oklahoma City Thunder,97,Utah Jazz,104,Box Score,NA,19911,NA
Fri Nov 7 2008,7:00p,New York Knicks,114,Washington Wizards,108,Box Score,NA,20173,NA
Sat Nov 8 2008,8:30p,Cleveland Cavaliers,106,Chicago Bulls,97,Box Score,NA,21965,NA
Sat Nov 8 2008,7:00p,New Jersey Nets,80,Indiana Pacers,98,Box Score,NA,14355,NA
Sat Nov 8 2008,8:30p,Phoenix Suns,104,Milwaukee Bucks,96,Box Score,NA,17935,NA
Sat Nov 8 2008,8:00p,Miami Heat,89,New Orleans Hornets,100,Box Score,NA,17701,NA
Sat Nov 8 2008,7:00p,Washington Wizards,81,Orlando Magic,106,Box Score,NA,16911,NA
Sat Nov 8 2008,10:00p,Minnesota Timberwolves,93,Portland Trail Blazers,97,Box Score,NA,20599,NA
Sun Nov 9 2008,1:00p,Toronto Raptors,89,Charlotte Bobcats,79,Box Score,NA,12111,NA
Sun Nov 9 2008,8:00p,Memphis Grizzlies,90,Denver Nuggets,100,Box Score,NA,14359,NA
Sun Nov 9 2008,6:00p,Boston Celtics,88,Detroit Pistons,76,Box Score,NA,22076,NA
Sun Nov 9 2008,3:30p,Dallas Mavericks,92,Los Angeles Clippers,103,Box Score,NA,14249,NA
Sun Nov 9 2008,9:30p,Houston Rockets,82,Los Angeles Lakers,111,Box Score,NA,18997,NA
Sun Nov 9 2008,3:00p,Utah Jazz,99,New York Knicks,107,Box Score,NA,19344,NA
Sun Nov 9 2008,7:00p,Atlanta Hawks,89,Oklahoma City Thunder,85,Box Score,NA,18231,NA
Sun Nov 9 2008,9:00p,Golden State Warriors,98,Sacramento Kings,115,Box Score,NA,12090,NA
Mon Nov 10 2008,7:30p,Toronto Raptors,87,Boston Celtics,94,Box Score,NA,18624,NA
Mon Nov 10 2008,7:00p,Oklahoma City Thunder,99,Indiana Pacers,107,Box Score,NA,10165,NA
Mon Nov 10 2008,7:30p,New Jersey Nets,94,Miami Heat,99,Box Score,NA,15028,NA
Mon Nov 10 2008,7:00p,Portland Trail Blazers,106,Orlando Magic,99,Box Score,NA,14210,NA
Mon Nov 10 2008,9:00p,Memphis Grizzlies,102,Phoenix Suns,107,Box Score,NA,18422,NA
Tue Nov 11 2008,7:00p,Denver Nuggets,88,Charlotte Bobcats,80,Box Score,NA,10753,NA
Tue Nov 11 2008,8:30p,Atlanta Hawks,113,Chicago Bulls,108,Box Score,NA,21738,NA
Tue Nov 11 2008,7:00p,Milwaukee Bucks,93,Cleveland Cavaliers,99,Box Score,NA,19842,NA
Tue Nov 11 2008,8:30p,Los Angeles Lakers,106,Dallas Mavericks,99,Box Score,NA,20391,NA
Tue Nov 11 2008,10:30p,Minnesota Timberwolves,110,Golden State Warriors,113,Box Score,OT,17422,NA
Tue Nov 11 2008,7:00p,Utah Jazz,93,Philadelphia 76ers,80,Box Score,NA,12839,NA
Tue Nov 11 2008,10:00p,Detroit Pistons,100,Sacramento Kings,92,Box Score,NA,11423,NA
Tue Nov 11 2008,8:30p,New York Knicks,80,San Antonio Spurs,92,Box Score,NA,16569,NA
Wed Nov 12 2008,7:30p,Atlanta Hawks,102,Boston Celtics,103,Box Score,NA,18624,NA
Wed Nov 12 2008,10:30p,Sacramento Kings,103,Los Angeles Clippers,98,Box Score,NA,13266,NA
Wed Nov 12 2008,8:00p,New York Knicks,132,Memphis Grizzlies,103,Box Score,NA,10129,NA
Wed Nov 12 2008,8:00p,Portland Trail Blazers,104,Miami Heat,96,Box Score,NA,15021,NA
Wed Nov 12 2008,8:00p,San Antonio Spurs,78,Milwaukee Bucks,82,Box Score,NA,14036,NA
Wed Nov 12 2008,7:30p,Indiana Pacers,98,New Jersey Nets,87,Box Score,NA,13551,NA
Wed Nov 12 2008,8:00p,Los Angeles Lakers,93,New Orleans Hornets,86,Box Score,NA,18239,NA
Wed Nov 12 2008,8:00p,Orlando Magic,109,Oklahoma City Thunder,92,Box Score,NA,18185,NA
Wed Nov 12 2008,10:30p,Houston Rockets,94,Phoenix Suns,82,Box Score,NA,18422,NA
Wed Nov 12 2008,7:00p,Philadelphia 76ers,106,Toronto Raptors,96,Box Score,NA,18093,NA
Wed Nov 12 2008,8:00p,Utah Jazz,87,Washington Wizards,95,Box Score,NA,14885,NA
Thu Nov 13 2008,8:30p,Dallas Mavericks,91,Chicago Bulls,98,Box Score,NA,21751,NA
Thu Nov 13 2008,8:00p,Denver Nuggets,99,Cleveland Cavaliers,110,Box Score,NA,20562,NA
Thu Nov 13 2008,10:30p,Detroit Pistons,107,Golden State Warriors,102,Box Score,NA,18477,NA
Fri Nov 14 2008,8:00p,Denver Nuggets,94,Boston Celtics,85,Box Score,NA,18624,NA
Fri Nov 14 2008,7:00p,Utah Jazz,96,Charlotte Bobcats,104,Box Score,NA,14189,NA
Fri Nov 14 2008,8:30p,Orlando Magic,102,Dallas Mavericks,100,Box Score,NA,20085,NA
Fri Nov 14 2008,7:00p,Philadelphia 76ers,94,Indiana Pacers,92,Box Score,NA,12742,NA
Fri Nov 14 2008,10:30p,Detroit Pistons,106,Los Angeles Lakers,95,Box Score,NA,18997,NA
Fri Nov 14 2008,8:00p,Milwaukee Bucks,101,Memphis Grizzlies,96,Box Score,OT,11308,NA
Fri Nov 14 2008,7:30p,Washington Wizards,77,Miami Heat,97,Box Score,NA,15284,NA
Fri Nov 14 2008,7:30p,Atlanta Hawks,108,New Jersey Nets,115,Box Score,NA,15309,NA
Fri Nov 14 2008,8:00p,Portland Trail Blazers,82,New Orleans Hornets,87,Box Score,NA,16071,NA
Fri Nov 14 2008,7:30p,Oklahoma City Thunder,106,New York Knicks,116,Box Score,NA,18008,NA
Fri Nov 14 2008,10:00p,Phoenix Suns,97,Sacramento Kings,95,Box Score,OT,12810,NA
Fri Nov 14 2008,8:30p,Houston Rockets,75,San Antonio Spurs,77,Box Score,NA,18797,NA
Sat Nov 15 2008,7:00p,New Jersey Nets,119,Atlanta Hawks,107,Box Score,NA,18729,NA
Sat Nov 15 2008,8:30p,Indiana Pacers,91,Chicago Bulls,104,Box Score,NA,21759,NA
Sat Nov 15 2008,7:30p,Utah Jazz,93,Cleveland Cavaliers,105,Box Score,NA,20562,NA
Sat Nov 15 2008,8:30p,New Orleans Hornets,82,Houston Rockets,91,Box Score,NA,18303,NA
Sat Nov 15 2008,3:30p,Golden State Warriors,121,Los Angeles Clippers,103,Box Score,NA,12823,NA
Sat Nov 15 2008,8:30p,Boston Celtics,102,Milwaukee Bucks,97,Box Score,OT,17952,NA
Sat Nov 15 2008,8:00p,Portland Trail Blazers,88,Minnesota Timberwolves,83,Box Score,NA,12213,NA
Sat Nov 15 2008,7:00p,Oklahoma City Thunder,85,Philadelphia 76ers,110,Box Score,NA,13385,NA
Sun Nov 16 2008,5:30p,Orlando Magic,90,Charlotte Bobcats,85,Box Score,NA,12639,NA
Sun Nov 16 2008,8:00p,Minnesota Timberwolves,84,Denver Nuggets,90,Box Score,NA,16721,NA
Sun Nov 16 2008,6:00p,Dallas Mavericks,124,New York Knicks,114,Box Score,OT,19271,NA
Sun Nov 16 2008,8:00p,Detroit Pistons,86,Phoenix Suns,104,Box Score,NA,18422,NA
Sun Nov 16 2008,9:00p,San Antonio Spurs,90,Sacramento Kings,88,Box Score,NA,11699,NA
Sun Nov 16 2008,1:00p,Miami Heat,96,Toronto Raptors,107,Box Score,NA,19800,NA
Mon Nov 17 2008,10:30p,San Antonio Spurs,86,Los Angeles Clippers,83,Box Score,NA,14962,NA
Mon Nov 17 2008,8:00p,Houston Rockets,100,Oklahoma City Thunder,89,Box Score,NA,18145,NA
Mon Nov 17 2008,9:00p,Phoenix Suns,97,Utah Jazz,109,Box Score,NA,19911,NA
Tue Nov 18 2008,7:30p,New York Knicks,101,Boston Celtics,110,Box Score,NA,18624,NA
Tue Nov 18 2008,7:00p,Dallas Mavericks,100,Charlotte Bobcats,83,Box Score,NA,10935,NA
Tue Nov 18 2008,9:00p,Milwaukee Bucks,105,Denver Nuggets,114,Box Score,NA,14413,NA
Tue Nov 18 2008,10:30p,Portland Trail Blazers,106,Golden State Warriors,111,Box Score,NA,18284,NA
Tue Nov 18 2008,7:00p,Atlanta Hawks,96,Indiana Pacers,113,Box Score,NA,13379,NA
Tue Nov 18 2008,10:30p,Chicago Bulls,109,Los Angeles Lakers,116,Box Score,NA,18997,NA
Tue Nov 18 2008,8:00p,Sacramento Kings,94,Memphis Grizzlies,109,Box Score,NA,10834,NA
Tue Nov 18 2008,7:30p,Cleveland Cavaliers,106,New Jersey Nets,82,Box Score,NA,16911,NA
Tue Nov 18 2008,7:00p,Toronto Raptors,90,Orlando Magic,103,Box Score,NA,16353,NA
Tue Nov 18 2008,7:00p,Miami Heat,94,Washington Wizards,87,Box Score,NA,15102,NA
Wed Nov 19 2008,7:00p,Washington Wizards,87,Atlanta Hawks,91,Box Score,NA,14416,NA
Wed Nov 19 2008,7:30p,Cleveland Cavaliers,89,Detroit Pistons,96,Box Score,NA,22076,NA
Wed Nov 19 2008,8:00p,Dallas Mavericks,96,Houston Rockets,86,Box Score,NA,18203,NA
Wed Nov 19 2008,7:30p,Toronto Raptors,101,Miami Heat,95,Box Score,NA,15014,NA
Wed Nov 19 2008,8:00p,Philadelphia 76ers,96,Minnesota Timberwolves,102,Box Score,NA,10111,NA
Wed Nov 19 2008,8:00p,Sacramento Kings,105,New Orleans Hornets,96,Box Score,NA,15533,NA
Wed Nov 19 2008,8:00p,Los Angeles Clippers,108,Oklahoma City Thunder,88,Box Score,NA,18312,NA
Wed Nov 19 2008,10:30p,Chicago Bulls,74,Portland Trail Blazers,116,Box Score,NA,20599,NA
Wed Nov 19 2008,8:30p,Denver Nuggets,91,San Antonio Spurs,81,Box Score,NA,16559,NA
Wed Nov 19 2008,9:00p,Milwaukee Bucks,94,Utah Jazz,105,Box Score,NA,19911,NA
Thu Nov 20 2008,8:00p,Detroit Pistons,80,Boston Celtics,98,Box Score,NA,18624,NA
Thu Nov 20 2008,10:30p,Los Angeles Lakers,105,Phoenix Suns,92,Box Score,NA,18422,NA
Fri Nov 21 2008,7:30p,Charlotte Bobcats,83,Atlanta Hawks,88,Box Score,NA,15068,NA
Fri Nov 21 2008,8:30p,Memphis Grizzlies,76,Dallas Mavericks,91,Box Score,NA,20035,NA
Fri Nov 21 2008,10:30p,Chicago Bulls,115,Golden State Warriors,110,Box Score,NA,19596,NA
Fri Nov 21 2008,7:00p,Orlando Magic,100,Indiana Pacers,98,Box Score,OT,14699,NA
Fri Nov 21 2008,10:30p,Denver Nuggets,90,Los Angeles Lakers,104,Box Score,NA,18997,NA
Fri Nov 21 2008,8:30p,New York Knicks,87,Milwaukee Bucks,104,Box Score,NA,14898,NA
Fri Nov 21 2008,8:00p,Boston Celtics,95,Minnesota Timberwolves,78,Box Score,NA,19107,NA
Fri Nov 21 2008,9:30p,New Orleans Hornets,105,Oklahoma City Thunder,80,Box Score,NA,19136,NA
Fri Nov 21 2008,7:00p,Los Angeles Clippers,88,Philadelphia 76ers,89,Box Score,NA,13474,NA
Fri Nov 21 2008,10:00p,Portland Trail Blazers,117,Sacramento Kings,96,Box Score,NA,12056,NA
Fri Nov 21 2008,8:30p,Utah Jazz,94,San Antonio Spurs,119,Box Score,NA,17354,NA
Fri Nov 21 2008,7:00p,New Jersey Nets,129,Toronto Raptors,127,Box Score,OT,19800,NA
Fri Nov 21 2008,7:00p,Houston Rockets,103,Washington Wizards,91,Box Score,NA,20173,NA
Sat Nov 22 2008,7:00p,Milwaukee Bucks,79,Charlotte Bobcats,74,Box Score,NA,12096,NA
Sat Nov 22 2008,7:30p,Atlanta Hawks,96,Cleveland Cavaliers,110,Box Score,NA,20562,NA
Sat Nov 22 2008,8:00p,Utah Jazz,103,Memphis Grizzlies,94,Box Score,NA,13121,NA
Sat Nov 22 2008,7:30p,Indiana Pacers,100,Miami Heat,109,Box Score,NA,18685,NA
Sat Nov 22 2008,7:30p,Los Angeles Clippers,95,New Jersey Nets,112,Box Score,NA,17677,NA
Sat Nov 22 2008,8:00p,Oklahoma City Thunder,97,New Orleans Hornets,109,Box Score,NA,16023,NA
Sat Nov 22 2008,7:30p,Washington Wizards,117,New York Knicks,122,Box Score,NA,19763,NA
Sat Nov 22 2008,7:00p,Houston Rockets,100,Orlando Magic,95,Box Score,NA,17461,NA
Sat Nov 22 2008,9:00p,Portland Trail Blazers,92,Phoenix Suns,102,Box Score,NA,18422,NA
Sun Nov 23 2008,9:00p,Chicago Bulls,101,Denver Nuggets,114,Box Score,NA,16202,NA
Sun Nov 23 2008,6:00p,Minnesota Timberwolves,106,Detroit Pistons,80,Box Score,NA,22076,NA
Sun Nov 23 2008,9:30p,Sacramento Kings,108,Los Angeles Lakers,118,Box Score,NA,18997,NA
Sun Nov 23 2008,5:00p,Golden State Warriors,81,Philadelphia 76ers,89,Box Score,NA,13556,NA
Sun Nov 23 2008,12:30p,Boston Celtics,118,Toronto Raptors,103,Box Score,NA,19800,NA
Mon Nov 24 2008,7:00p,Philadelphia 76ers,84,Charlotte Bobcats,93,Box Score,NA,10848,NA
Mon Nov 24 2008,10:30p,New Orleans Hornets,99,Los Angeles Clippers,87,Box Score,NA,14956,NA
Mon Nov 24 2008,8:00p,San Antonio Spurs,94,Memphis Grizzlies,81,Box Score,NA,12053,NA
Mon Nov 24 2008,7:30p,Houston Rockets,107,Miami Heat,98,Box Score,NA,18704,NA
Mon Nov 24 2008,7:00p,Milwaukee Bucks,101,Orlando Magic,108,Box Score,NA,16245,NA
Mon Nov 24 2008,10:00p,Sacramento Kings,90,Portland Trail Blazers,91,Box Score,NA,20467,NA
Mon Nov 24 2008,9:00p,Chicago Bulls,101,Utah Jazz,100,Box Score,NA,19911,NA
Tue Nov 25 2008,8:30p,Indiana Pacers,106,Dallas Mavericks,109,Box Score,NA,19996,NA
Tue Nov 25 2008,10:30p,New Jersey Nets,93,Los Angeles Lakers,120,Box Score,NA,18997,NA
Tue Nov 25 2008,7:30p,Cleveland Cavaliers,119,New York Knicks,101,Box Score,NA,19763,NA
Tue Nov 25 2008,8:00p,Phoenix Suns,99,Oklahoma City Thunder,98,Box Score,NA,19136,NA
Tue Nov 25 2008,7:00p,Golden State Warriors,100,Washington Wizards,124,Box Score,NA,13852,NA
Wed Nov 26 2008,7:00p,Milwaukee Bucks,96,Atlanta Hawks,102,Box Score,NA,15730,NA
Wed Nov 26 2008,7:30p,Golden State Warriors,111,Boston Celtics,119,Box Score,NA,18624,NA
Wed Nov 26 2008,7:00p,Oklahoma City Thunder,82,Cleveland Cavaliers,117,Box Score,NA,19753,NA
Wed Nov 26 2008,8:00p,New York Knicks,96,Detroit Pistons,110,Box Score,NA,22076,NA
Wed Nov 26 2008,8:30p,Indiana Pacers,91,Houston Rockets,90,Box Score,NA,18194,NA
Wed Nov 26 2008,10:30p,Denver Nuggets,106,Los Angeles Clippers,105,Box Score,NA,14934,NA
Wed Nov 26 2008,8:00p,Phoenix Suns,110,Minnesota Timberwolves,102,Box Score,NA,11708,NA
Wed Nov 26 2008,7:30p,Orlando Magic,96,Philadelphia 76ers,94,Box Score,NA,14985,NA
Wed Nov 26 2008,10:00p,Miami Heat,68,Portland Trail Blazers,106,Box Score,NA,20528,NA
Wed Nov 26 2008,10:00p,New Jersey Nets,116,Sacramento Kings,114,Box Score,OT,11650,NA
Wed Nov 26 2008,8:30p,Chicago Bulls,88,San Antonio Spurs,98,Box Score,NA,17837,NA
Wed Nov 26 2008,7:00p,Charlotte Bobcats,86,Toronto Raptors,93,Box Score,NA,17414,NA
Wed Nov 26 2008,9:00p,Memphis Grizzlies,100,Utah Jazz,117,Box Score,NA,19911,NA
Thu Nov 27 2008,10:30p,New Orleans Hornets,105,Denver Nuggets,101,Box Score,NA,15563,NA
Thu Nov 27 2008,8:00p,Orlando Magic,105,Washington Wizards,90,Box Score,NA,13295,NA
Fri Nov 28 2008,7:30p,Philadelphia 76ers,78,Boston Celtics,102,Box Score,NA,18624,NA
Fri Nov 28 2008,7:30p,Golden State Warriors,97,Cleveland Cavaliers,112,Box Score,NA,20562,NA
Fri Nov 28 2008,8:00p,Milwaukee Bucks,97,Detroit Pistons,107,Box Score,NA,22076,NA
Fri Nov 28 2008,8:00p,Charlotte Bobcats,115,Indiana Pacers,108,Box Score,OT,17160,NA
Fri Nov 28 2008,10:30p,Dallas Mavericks,107,Los Angeles Lakers,114,Box Score,NA,18997,NA
Fri Nov 28 2008,8:00p,Minnesota Timberwolves,105,Oklahoma City Thunder,103,Box Score,NA,18229,NA
Fri Nov 28 2008,8:00p,Miami Heat,107,Phoenix Suns,92,Box Score,NA,18422,NA
Fri Nov 28 2008,10:00p,New Orleans Hornets,86,Portland Trail Blazers,101,Box Score,NA,20638,NA
Fri Nov 28 2008,8:30p,Memphis Grizzlies,98,San Antonio Spurs,109,Box Score,NA,17074,NA
Fri Nov 28 2008,7:00p,Atlanta Hawks,88,Toronto Raptors,93,Box Score,NA,19200,NA
Fri Nov 28 2008,9:00p,Sacramento Kings,94,Utah Jazz,120,Box Score,NA,19911,NA
Sat Nov 29 2008,7:00p,Boston Celtics,89,Charlotte Bobcats,84,Box Score,NA,19177,NA
Sat Nov 29 2008,8:30p,San Antonio Spurs,84,Houston Rockets,103,Box Score,NA,18282,NA
Sat Nov 29 2008,10:30p,Miami Heat,96,Los Angeles Clippers,97,Box Score,NA,16245,NA
Sat Nov 29 2008,8:00p,Oklahoma City Thunder,111,Memphis Grizzlies,103,Box Score,NA,11977,NA
Sat Nov 29 2008,9:00p,Cleveland Cavaliers,97,Milwaukee Bucks,85,Box Score,NA,16237,NA
Sat Nov 29 2008,8:00p,Denver Nuggets,106,Minnesota Timberwolves,97,Box Score,NA,14197,NA
Sat Nov 29 2008,7:30p,Golden State Warriors,125,New York Knicks,138,Box Score,NA,19317,NA
Sat Nov 29 2008,7:00p,Indiana Pacers,96,Orlando Magic,110,Box Score,NA,17172,NA
Sat Nov 29 2008,10:00p,Dallas Mavericks,101,Sacramento Kings,78,Box Score,NA,12650,NA
Sat Nov 29 2008,9:00p,New Jersey Nets,105,Utah Jazz,88,Box Score,NA,19911,NA
Sat Nov 29 2008,7:00p,Atlanta Hawks,102,Washington Wizards,98,Box Score,NA,18110,NA
Sun Nov 30 2008,8:00p,Houston Rockets,94,Denver Nuggets,104,Box Score,NA,17201,NA
Sun Nov 30 2008,3:00p,Portland Trail Blazers,96,Detroit Pistons,85,Box Score,NA,22076,NA
Sun Nov 30 2008,9:30p,Toronto Raptors,99,Los Angeles Lakers,112,Box Score,NA,18997,NA
Sun Nov 30 2008,5:00p,Chicago Bulls,103,Philadelphia 76ers,92,Box Score,NA,13561,NA
Sun Nov 30 2008,8:00p,New Jersey Nets,117,Phoenix Suns,109,Box Score,NA,18422,NA
Mon Dec 1 2008,7:30p,Orlando Magic,88,Boston Celtics,107,Box Score,NA,18624,NA
Mon Dec 1 2008,7:00p,Minnesota Timberwolves,90,Charlotte Bobcats,100,Box Score,NA,9285,NA
Mon Dec 1 2008,10:30p,Miami Heat,130,Golden State Warriors,129,Box Score,OT,18723,NA
Tue Dec 2 2008,8:30p,Philadelphia 76ers,103,Chicago Bulls,95,Box Score,OT,20485,NA
Tue Dec 2 2008,8:30p,Los Angeles Clippers,98,Dallas Mavericks,100,Box Score,NA,19670,NA
Tue Dec 2 2008,9:00p,Toronto Raptors,93,Denver Nuggets,132,Box Score,NA,14243,NA
