gameid,url,league,split,date,week,game,patchno,playerid,side,position,player,team,champion,ban1,ban2,ban3,gamelength,result,k,d,a,teamkills,teamdeaths,doubles,triples,quadras,pentas,fb,fbvictim,fbtime,kpm,okpm,ckpm,fd,fdtime,teamdragkills,oppdragkills,herald,heraldtime,ft,fttime,firsttothreetowers,teamtowerkills,opptowerkills,fbaron,fbarontime,teambaronkills,oppbaronkills,dmgtochamps,dmgtochampsperminute,dmgshare,earnedgoldshare,wards,wpm,wardshare,wardkills,wcpm,visionwards,visionwardbuys,visiblewardclearrate,invisiblewardclearrate,totalgold,earnedgpm,goldspent,gspd,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,cssharepost15,csat10,oppcsat10,csdat10,goldat10,oppgoldat10,gdat10,goldat15,oppgoldat15,gdat15,xpat10,oppxpat10,xpdat10
1001530083,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001530083?gameHash=ec8b3910f28d7d77&tab=overview,EULCS,2016-1,2/19/16 15:05,6,2,6.03,100,Blue,Team,Team,Splyce,NA,Kog'Maw,Kalista,Quinn,33.83333333,1,13,0,41,13,0,NA,NA,NA,NA,1,0,12.79478333,0.384236453,0,0.384236453,1,7.520166667,4,0,1,9.711583333,0,3.6729,0,9,4,NA,NA,0,0,55167,1630.551724,NA,NA,120,3.54679803,1,66,1.950738916,27,30,0.87804878,0.333333333,64129,1245.724138,58075,0.236341757,939,177,111,66,32.98522167,NA,275,267,8,15959,16161,-202,24132,23229,903,17115,15870,1245
1001530083,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001530083?gameHash=ec8b3910f28d7d77&tab=overview,EULCS,2016-1,2/19/16 15:05,6,2,6.03,200,Red,Team,Team,Fnatic,NA,Poppy,Fiora,Gangplank,33.83333333,0,0,13,0,0,13,NA,NA,NA,NA,0,1,12.79478333,0,0.384236453,0.384236453,0,7.520166667,0,4,0,9.711583333,1,3.6729,1,4,9,NA,NA,0,0,34636,1023.724138,NA,NA,131,3.871921182,1,45,1.330049261,16,19,0.547619048,0.243589744,50733,849.7832512,45800,-0.236341757,922,105,87,18,30.3546798,NA,267,275,-8,16161,15959,202,23229,24132,-903,15870,17115,-1245
1001530089,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001530089?gameHash=edc31b2b59d0a904&tab=overview,EULCS,2016-1,2/19/16 16:02,6,2,6.03,100,Blue,Team,Team,Roccat,NA,Nidalee,Braum,Gangplank,26.88333333,0,2,14,6,2,14,NA,NA,NA,NA,0,1,8.427783333,0.074395536,0.520768754,0.59516429,0,11.5772,0,3,0,13.05678333,0,10.8532,0,2,8,0,24.23413333,0,1,34322,1276.701798,NA,NA,82,3.050216987,1,38,1.413515189,14,14,0.72972973,0.15625,41300,876.8034718,38945,-0.211891644,766,107,99,8,32.47365158,NA,306,328,-22,14565,15694,-1129,22960,25752,-2792,18752,19389,-637
1001530089,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001530089?gameHash=edc31b2b59d0a904&tab=overview,EULCS,2016-1,2/19/16 16:02,6,2,6.03,200,Red,Team,Team,G2 Esports,NA,Kog'Maw,Corki,Kalista,26.88333333,1,14,2,40,14,2,NA,NA,NA,NA,1,0,8.427783333,0.520768754,0.074395536,0.59516429,1,11.5772,3,0,1,13.05678333,1,10.8532,1,8,2,1,24.23413333,1,0,43759,1627.737136,NA,NA,100,3.719776813,1,27,1.00433974,16,16,0.566666667,0.173076923,54828,1380.014879,48175,0.211891644,802,125,98,27,34.48233106,NA,328,306,22,15694,14565,1129,25752,22960,2792,19389,18752,637
1001530099,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001530099?gameHash=a97a94063adac491&tab=overview,EULCS,2016-1,2/25/16 11:42,7,1,6.03,100,Blue,Team,Team,G2 Esports,NA,Alistar,Fiora,Kog'Maw,36.48333333,1,12,7,32,12,7,NA,NA,NA,NA,0,1,19.76263333,0.328917314,0.191868433,0.520785747,0,8.260816667,1,3,0,5.78765,0,3.553516667,0,8,6,NA,NA,0,0,56604,1551.502969,NA,NA,150,4.111466423,1,61,1.671996345,26,28,0.773584906,0.235294118,65428,1146.39196,56925,-0.022063933,966,173,127,46,31.21973504,NA,277,257,20,15679,15471,208,23561,23021,540,15864,15743,121
1001530099,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001530099?gameHash=a97a94063adac491&tab=overview,EULCS,2016-1,2/25/16 11:42,7,1,6.03,200,Red,Team,Team,Elements,NA,Gangplank,Kalista,Nidalee,36.48333333,0,7,12,14,7,12,NA,NA,NA,NA,1,0,19.76263333,0.191868433,0.328917314,0.520785747,1,8.260816667,3,1,1,5.78765,1,3.553516667,1,6,8,NA,NA,0,0,61210,1677.752398,NA,NA,138,3.782549109,1,71,1.946094107,31,33,0.666666667,0.344444444,60414,1008.959342,58195,0.022063933,930,137,101,36,29.24623116,NA,257,277,-20,15471,15679,-208,23021,23561,-540,15743,15864,-121
1001530109,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001530109?gameHash=a94ffcbe1b07ed53&tab=overview,EULCS,2016-1,2/25/16 12:58,7,1,6.03,100,Blue,Team,Team,Giants,NA,Zilean,Lulu,Fiora,34.4,0,8,17,21,8,17,NA,NA,NA,NA,0,1,1.752633333,0.23255814,0.494186047,0.726744186,0,18.02905,0,3,0,13.21096667,0,8.2682,0,2,9,0,25.65591667,0,1,62227,1808.924419,NA,NA,110,3.197674419,1,42,1.220930233,18,21,0.558823529,0.25,54260,928.2325581,51385,-0.168745545,831,120,110,10,27.64534884,NA,258,280,-22,14303,15710,-1407,22018,25414,-3396,15799,17396,-1597
1001530109,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001530109?gameHash=a94ffcbe1b07ed53&tab=overview,EULCS,2016-1,2/25/16 12:58,7,1,6.03,200,Red,Team,Team,Vitality,NA,Alistar,Kog'Maw,Kalista,34.4,1,17,8,53,17,8,NA,NA,NA,NA,1,0,1.752633333,0.494186047,0.23255814,0.726744186,1,18.02905,3,0,1,13.21096667,1,8.2682,1,9,2,1,25.65591667,1,0,85441,2483.75,NA,NA,126,3.662790698,1,47,1.36627907,29,34,0.878787879,0.233766234,67619,1316.575581,60855,0.168745545,931,170,111,59,32.00581395,NA,280,258,22,15710,14303,1407,25414,22018,3396,17396,15799,1597
1001530113,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001530113?gameHash=2ba77a5baaef2c3b&tab=overview,EULCS,2016-1,2/25/16 13:56,7,1,6.03,100,Blue,Team,Team,H2K,NA,Kalista,Kog'Maw,Lulu,36.9,1,11,13,31,11,13,NA,NA,NA,NA,0,1,7.473833333,0.298102981,0.352303523,0.650406504,1,27.8186,1,1,1,18.75938333,1,11.42491667,1,9,2,1,26.77131667,2,0,85475,2316.395664,NA,NA,132,3.577235772,1,80,2.16802168,18,20,0.830188679,0.387096774,73104,1334.558266,65075,0.100040339,1043,196,140,56,33.57723577,NA,280,246,34,15090,15285,-195,24885,22767,2118,18169,18318,-149
1001530113,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001530113?gameHash=2ba77a5baaef2c3b&tab=overview,EULCS,2016-1,2/25/16 13:56,7,1,6.03,200,Red,Team,Team,Fnatic,NA,Alistar,Poppy,Lucian,36.9,0,13,11,36,13,11,NA,NA,NA,NA,1,0,7.473833333,0.352303523,0.298102981,0.650406504,0,27.8186,1,1,0,18.75938333,0,11.42491667,0,2,9,0,26.77131667,0,2,64958,1760.379404,NA,NA,146,3.956639566,1,50,1.35501355,23,30,0.578947368,0.29787234,60367,989.3821138,58875,-0.100040339,952,119,113,6,29.02439024,NA,246,280,-34,15285,15090,195,22767,24885,-2118,18318,18169,149
1001540095,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001540095?gameHash=c9468feeec9db4a0&tab=overview,EULCS,2016-1,2/25/16 14:59,7,1,6.03,100,Blue,Team,Team,Splyce,NA,Fiora,Kalista,Orianna,42.03333333,0,8,20,18,8,20,NA,NA,NA,NA,1,0,7.280016667,0.190325139,0.475812847,0.666137986,0,13.79886667,1,3,1,14.87818333,1,8.022083333,1,3,11,0,31.27161667,0,1,63193,1503.402062,NA,NA,154,3.663758921,1,52,1.237113402,28,32,0.723404255,0.193548387,70953,1045.660587,67545,-0.079675895,1206,122,107,15,31.59397304,NA,274,284,-10,15634,13860,1774,25175,23622,1553,17648,17735,-87
1001540095,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001540095?gameHash=c9468feeec9db4a0&tab=overview,EULCS,2016-1,2/25/16 14:59,7,1,6.03,200,Red,Team,Team,Origen,NA,Nidalee,Kog'Maw,Lulu,42.03333333,1,20,8,49,20,8,NA,NA,NA,NA,0,1,7.280016667,0.475812847,0.190325139,0.666137986,1,13.79886667,3,1,0,14.87818333,0,8.022083333,0,11,3,1,31.27161667,1,0,89352,2125.741475,NA,NA,140,3.330689929,1,67,1.593973037,23,26,0.795918367,0.266666667,82288,1315.327518,73150,0.079675895,1234,169,105,64,33.37827121,NA,284,274,10,13860,15634,-1774,23622,25175,-1553,17735,17648,87
1001540103,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001540103?gameHash=74f334671bd8cbd5&tab=overview,EULCS,2016-1,2/25/16 16:08,7,1,6.03,100,Blue,Team,Team,Unicorns of Love,NA,Lulu,Rumble,Kog'Maw,37.96666667,0,9,14,27,9,14,NA,NA,NA,NA,0,1,13.42238333,0.237050044,0.368744513,0.605794557,1,14.25438333,1,2,1,8.85405,1,3.765466667,0,3,11,0,27.75065,0,1,59119,1557.129061,NA,NA,136,3.582089552,1,68,1.791044776,21,22,0.796296296,0.21686747,62455,999.3871817,60025,-0.120474383,1032,137,120,17,30.79016681,NA,242,270,-28,15205,15521,-316,22530,24847,-2317,15575,15840,-265
1001540103,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001540103?gameHash=74f334671bd8cbd5&tab=overview,EULCS,2016-1,2/25/16 16:08,7,1,6.03,200,Red,Team,Team,Roccat,NA,Gangplank,Nidalee,Thresh,37.96666667,1,14,9,32,14,9,NA,NA,NA,NA,1,0,13.42238333,0.368744513,0.237050044,0.605794557,0,14.25438333,2,1,0,8.85405,0,3.765466667,1,11,3,1,27.75065,1,0,78235,2060.623354,NA,NA,137,3.608428446,1,68,1.791044776,22,23,0.82,0.302325581,72385,1260.932397,67720,0.120474383,968,184,124,60,30.34240562,NA,270,242,28,15521,15205,316,24847,22530,2317,15840,15575,265
1001540111,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001540111?gameHash=69f58c431d564327&tab=overview,EULCS,2016-1,2/26/16 11:35,7,2,6.03,100,Blue,Team,Team,Origen,NA,Braum,Gangplank,Corki,40.66666667,0,12,24,16,12,24,NA,NA,NA,NA,0,1,7.6875,0.295081967,0.590163934,0.885245902,1,6.005516667,3,3,0,5.24895,0,3.775916667,0,4,11,1,29.4057,1,1,80227,1972.795082,NA,NA,150,3.68852459,1,74,1.819672131,22,25,0.719298246,0.308411215,71735,1120.598361,67620,-0.106942889,1108,160,139,21,31.18032787,NA,283,258,25,15888,16066,-178,24158,26134,-1976,16434,16215,219
1001540111,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001540111?gameHash=69f58c431d564327&tab=overview,EULCS,2016-1,2/26/16 11:35,7,2,6.03,200,Red,Team,Team,G2 Esports,NA,Lulu,Alistar,Kalista,40.66666667,1,24,12,54,24,12,NA,NA,NA,NA,1,0,7.6875,0.590163934,0.295081967,0.885245902,0,6.005516667,3,3,1,5.24895,1,3.775916667,1,11,4,0,29.4057,1,1,85868,2111.508197,NA,NA,164,4.032786885,1,55,1.352459016,28,29,0.739130435,0.201923077,81220,1353.836066,75260,0.106942889,1055,205,151,54,30.98360656,NA,258,283,-25,16066,15888,178,26134,24158,1976,16215,16434,-219
1001530148,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001530148?gameHash=f228eef7d941930e&tab=overview,EULCS,2016-1,2/26/16 13:05,7,2,6.03,100,Blue,Team,Team,Giants,NA,Alistar,Lulu,Lucian,48.61666667,0,7,20,19,7,20,NA,NA,NA,NA,0,1,9.0387,0.143983545,0.411381556,0.555365101,1,16.97173333,1,4,0,19.17225,0,11.13368333,0,8,9,1,26.27473333,2,1,112691,2317.949949,NA,NA,136,2.797394583,1,78,1.60438807,20,21,0.636363636,0.273972603,83762,1084.660953,80295,-0.033009768,1176,252,203,49,29.37264313,NA,298,303,-5,14396,14945,-549,21803,24476,-2673,18895,19080,-185
1001530148,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001530148?gameHash=f228eef7d941930e&tab=overview,EULCS,2016-1,2/26/16 13:05,7,2,6.03,200,Red,Team,Team,H2K,NA,Rammus,Gangplank,Kalista,48.61666667,1,20,7,40,20,7,NA,NA,NA,NA,1,0,9.0387,0.411381556,0.143983545,0.555365101,0,16.97173333,4,1,1,19.17225,1,11.13368333,1,9,8,0,26.27473333,1,2,107270,2206.444978,NA,NA,200,4.113815564,1,73,1.501542681,22,26,0.782608696,0.28358209,87999,1171.812136,82990,0.033009768,1340,140,122,18,30.44223517,NA,303,298,5,14945,14396,549,24476,21803,2673,19080,18895,185
1001540121,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001540121?gameHash=c42f460ee0d41ffc&tab=overview,EULCS,2016-1,2/26/16 14:20,7,2,6.03,100,Blue,Team,Team,Unicorns of Love,NA,Lulu,Nautilus,Gangplank,34.8,1,16,4,44,16,4,NA,NA,NA,NA,1,0,16.38156667,0.459770115,0.086206897,0.545977011,0,19.58,0,2,1,5.933433333,1,3.766916667,1,11,4,1,28.066,1,0,68586,1970.862069,NA,NA,117,3.362068966,1,52,1.494252874,25,27,0.861111111,0.269230769,67614,1294.264368,60370,0.146584293,906,175,111,64,31.06321839,NA,249,262,-13,16323,15286,1037,23338,22410,928,15644,15810,-166
1001540121,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001540121?gameHash=c42f460ee0d41ffc&tab=overview,EULCS,2016-1,2/26/16 14:20,7,2,6.03,200,Red,Team,Team,Splyce,NA,Nidalee,Poppy,Kog'Maw,34.8,0,3,16,10,3,16,NA,NA,NA,NA,0,1,16.38156667,0.086206897,0.459770115,0.545977011,1,19.58,2,0,0,5.933433333,0,3.766916667,0,4,11,0,28.066,0,1,46530,1337.068966,NA,NA,114,3.275862069,1,49,1.408045977,18,22,0.659574468,0.242857143,53440,886.9655172,52125,-0.146584293,912,99,77,22,29.05172414,NA,262,249,13,15286,16323,-1037,22410,23338,-928,15810,15644,166
1001540126,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001540126?gameHash=7134944ea0a3f809&tab=overview,EULCS,2016-1,2/26/16 15:19,7,2,6.03,100,Blue,Team,Team,Fnatic,NA,Rammus,Corki,Gragas,36.1,1,13,8,35,13,8,NA,NA,NA,NA,0,1,5.01565,0.360110803,0.221606648,0.581717452,1,9.599816667,5,0,0,12.43638333,0,3.326033333,1,9,4,1,32.74166667,1,0,76474,2118.393352,NA,NA,145,4.016620499,1,69,1.911357341,24,26,0.818181818,0.24137931,69321,1272.903047,59875,0.061101549,1071,155,111,44,33.96121884,NA,266,259,7,14850,15098,-248,22961,22594,367,15849,16271,-422
1001540126,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001540126?gameHash=7134944ea0a3f809&tab=overview,EULCS,2016-1,2/26/16 15:19,7,2,6.03,200,Red,Team,Team,Roccat,NA,Nidalee,Lulu,Thresh,36.1,0,8,13,22,8,13,NA,NA,NA,NA,1,0,5.01565,0.221606648,0.360110803,0.581717452,0,9.599816667,0,5,1,12.43638333,1,3.326033333,0,4,9,0,32.74166667,0,1,43684,1210.083102,NA,NA,141,3.905817175,1,76,2.105263158,28,30,0.872727273,0.255555556,60441,1026.919668,56325,-0.061101549,922,162,127,35,30.02770083,NA,259,266,-7,15098,14850,248,22594,22961,-367,16271,15849,422
1001530171,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001530171?gameHash=879fe4f697feb466&tab=overview,EULCS,2016-1,2/26/16 16:27,7,2,6.03,100,Blue,Team,Team,Vitality,NA,Alistar,Elise,Lux,40.68333333,1,14,3,30,14,3,NA,NA,NA,NA,0,1,9.245416667,0.344121262,0.07374027,0.417861532,0,9.836933333,3,1,1,10.41025,1,14.26305,1,10,2,1,31.24765,2,0,91334,2244.997952,NA,NA,140,3.441212618,1,62,1.523965588,28,32,0.955555556,0.20212766,81630,1363.108562,73625,0.249207622,1176,229,143,86,34.53502663,NA,326,299,27,15555,14901,654,24960,23357,1603,19743,18968,775
1001530171,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001530171?gameHash=879fe4f697feb466&tab=overview,EULCS,2016-1,2/26/16 16:27,7,2,6.03,200,Red,Team,Team,Elements,NA,Gangplank,Kalista,Lulu,40.68333333,0,3,14,8,3,14,NA,NA,NA,NA,1,0,9.245416667,0.07374027,0.344121262,0.417861532,1,9.836933333,1,3,0,10.41025,0,14.26305,0,2,10,0,31.24765,0,2,60822,1495.010242,NA,NA,138,3.392052438,1,63,1.548545678,23,26,0.78,0.255555556,61112,858.7742728,57310,-0.249207622,1137,123,114,9,30.97091356,NA,299,326,-27,14901,15555,-654,23357,24960,-1603,18968,19743,-775
1001550014,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001550014?gameHash=ef9c29e5d829996d&tab=overview,EULCS,2016-1,3/10/16 11:43,8,1,6.04,100,Blue,Team,Team,Fnatic,NA,Elise,Azir,LeBlanc,25.06666667,1,14,2,26,14,2,NA,NA,NA,NA,1,0,8.333433333,0.558510638,0.079787234,0.638297872,1,14.79725,2,0,1,17.54695,1,9.056,1,9,0,1,23.83678333,1,0,39530,1576.994681,NA,NA,87,3.470744681,1,37,1.47606383,14,16,0.821428571,0.259259259,51200,1379.648936,42325,0.207013427,729,102,70,32,33.15159574,NA,307,305,2,16250,14286,1964,26177,21355,4822,19092,18147,945
1001550014,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001550014?gameHash=ef9c29e5d829996d&tab=overview,EULCS,2016-1,3/10/16 11:43,8,1,6.04,200,Red,Team,Team,Giants,NA,Lulu,Nidalee,Kalista,25.06666667,0,2,14,2,2,14,NA,NA,NA,NA,0,1,8.333433333,0.079787234,0.558510638,0.638297872,0,14.79725,0,2,0,17.54695,0,9.056,0,0,9,0,23.83678333,0,1,28381,1132.220745,NA,NA,82,3.271276596,1,29,1.156914894,19,22,0.615384615,0.177419355,35593,757.0292553,34385,-0.207013427,655,89,88,1,29.68085106,NA,305,307,-2,14286,16250,-1964,21355,26177,-4822,18147,19092,-945
1001550021,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001550021?gameHash=a2839750ba44bb3b&tab=overview,EULCS,2016-1,3/10/16 12:45,8,1,6.04,100,Blue,Team,Team,H2K,NA,Lulu,Alistar,Jhin,28.36666667,1,10,3,26,10,3,NA,NA,NA,NA,0,1,9.682,0.352526439,0.105757932,0.458284371,0,8.8227,1,2,1,6.844566667,1,3.2983,1,11,3,NA,NA,0,0,50706,1787.520564,NA,NA,97,3.419506463,1,45,1.586368978,19,19,0.785714286,0.313432836,54240,1255.121034,47700,0.138533961,760,115,73,42,30.84606345,NA,238,226,12,15950,16058,-108,25194,23489,1705,14539,14529,10
1001550021,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001550021?gameHash=a2839750ba44bb3b&tab=overview,EULCS,2016-1,3/10/16 12:45,8,1,6.04,200,Red,Team,Team,Roccat,NA,Nidalee,Lucian,Thresh,28.36666667,0,3,10,7,3,10,NA,NA,NA,NA,1,0,9.682,0.105757932,0.352526439,0.458284371,1,8.8227,2,1,0,6.844566667,0,3.2983,0,3,11,NA,NA,0,0,33022,1164.112808,NA,NA,95,3.349001175,1,33,1.16333725,14,15,0.516129032,0.257575758,44205,901.3607521,41520,-0.138533961,745,91,70,21,29.47121034,NA,226,238,-12,16058,15950,108,23489,25194,-1705,14529,14539,-10
1001550029,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001550029?gameHash=efb8b2077fa5ee15&tab=overview,EULCS,2016-1,3/10/16 13:43,8,1,6.04,100,Blue,Team,Team,Unicorns of Love,NA,Lulu,Quinn,Pantheon,38.61666667,0,13,12,33,13,12,NA,NA,NA,NA,1,0,8.768716667,0.33664221,0.310746655,0.647388865,0,21.1924,0,3,0,19.77535,0,12.52733333,0,5,10,0,34.01093333,0,1,77643,2010.608546,NA,NA,144,3.728959862,1,66,1.709106603,25,27,0.738095238,0.358024691,67718,1108.552438,60055,-0.157256827,1093,154,138,16,32.29175658,NA,277,310,-33,15497,14740,757,23194,24894,-1700,18336,18548,-212
1001550029,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001550029?gameHash=efb8b2077fa5ee15&tab=overview,EULCS,2016-1,3/10/16 13:43,8,1,6.04,200,Red,Team,Team,Origen,NA,Kalista,Nidalee,Fiora,38.61666667,1,12,13,30,12,13,NA,NA,NA,NA,0,1,8.768716667,0.310746655,0.33664221,0.647388865,1,21.1924,3,0,1,19.77535,1,12.52733333,1,10,5,1,34.01093333,1,0,85878,2223.858438,NA,NA,123,3.185153215,1,73,1.890375486,23,24,0.781818182,0.337078652,74935,1295.440656,70305,0.157256827,1220,142,110,32,35.26974536,NA,310,277,33,14740,15497,-757,24894,23194,1700,18548,18336,212
1001550037,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001550037?gameHash=2c5a2d6a04b1cf80&tab=overview,EULCS,2016-1,3/10/16 14:47,8,1,6.04,100,Blue,Team,Team,Vitality,NA,Braum,Lissandra,Thresh,43.88333333,0,14,21,34,14,21,NA,NA,NA,NA,0,1,4.3065,0.319027725,0.478541588,0.797569313,1,11.37735,2,3,1,8.196533333,1,3.333016667,1,6,9,0,29.17941667,0,2,101280,2307.937714,NA,NA,166,3.782757311,1,66,1.503987847,30,36,0.783333333,0.226190476,77116,1116.218762,72445,-0.039974297,1119,163,131,32,29.21382453,NA,228,211,17,15295,13959,1336,22671,22720,-49,15903,14858,1045
1001550037,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001550037?gameHash=2c5a2d6a04b1cf80&tab=overview,EULCS,2016-1,3/10/16 14:47,8,1,6.04,200,Red,Team,Team,G2 Esports,NA,Nidalee,Lulu,Graves,43.88333333,1,21,14,53,21,14,NA,NA,NA,NA,1,0,4.3065,0.478541588,0.319027725,0.797569313,0,11.37735,3,2,0,8.196533333,0,3.333016667,0,9,6,1,29.17941667,2,0,114426,2607.504747,NA,NA,144,3.281428029,1,60,1.367261679,24,25,0.613636364,0.235772358,82026,1228.106343,75400,0.039974297,1019,182,150,32,27.36802127,NA,211,228,-17,13959,15295,-1336,22720,22671,49,14858,15903,-1045
1001550042,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001550042?gameHash=314dd110923b6170&tab=overview,EULCS,2016-1,3/10/16 15:51,8,1,6.04,100,Blue,Team,Team,Elements,NA,Rammus,Lulu,Braum,47.16666667,0,11,13,15,11,13,NA,NA,NA,NA,1,0,6.676716667,0.233215548,0.275618375,0.508833922,0,5.750416667,5,2,1,5.526416667,0,3.319316667,1,7,10,0,29.7528,1,1,84782,1797.498233,NA,NA,188,3.985865724,1,107,2.268551237,31,32,0.782608696,0.345132743,82938,1119.349823,78475,0.008638618,1272,173,119,54,30.6360424,NA,229,270,-41,15885,15400,485,24842,23289,1553,15000,15626,-626
1001550042,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001550042?gameHash=314dd110923b6170&tab=overview,EULCS,2016-1,3/10/16 15:51,8,1,6.04,200,Red,Team,Team,Splyce,NA,Nidalee,Karma,Morgana,47.16666667,1,13,11,38,13,11,NA,NA,NA,NA,0,1,6.676716667,0.275618375,0.233215548,0.508833922,1,5.750416667,2,5,0,5.526416667,1,3.319316667,0,10,7,1,29.7528,1,1,71456,1514.968198,NA,NA,182,3.858657244,1,73,1.54770318,27,29,0.615384615,0.227272727,86650,1198.04947,77800,-0.008638618,1272,189,137,52,30.97526502,NA,270,229,41,15400,15885,-485,23289,24842,-1553,15626,15000,626
1001560055,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001560055?gameHash=92f3445a57dca6c5&tab=overview,EULCS,2016-1,3/11/16 11:43,8,2,6.04,100,Blue,Team,Team,G2 Esports,NA,Elise,Fiora,Gragas,20.91666667,1,11,1,28,11,1,NA,NA,NA,NA,1,0,10.30128333,0.525896414,0.047808765,0.573705179,1,8.3087,2,0,1,5.500733333,1,3.784666667,0,9,4,NA,NA,0,0,29286,1400.12749,NA,NA,67,3.203187251,1,21,1.003984064,16,17,0.714285714,0.196078431,42755,1371.059761,36000,0.212491357,493,95,62,33,28.11155378,NA,264,245,19,16738,16454,284,28221,22763,5458,16238,14850,1388
1001560055,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001560055?gameHash=92f3445a57dca6c5&tab=overview,EULCS,2016-1,3/11/16 11:43,8,2,6.04,200,Red,Team,Team,Giants,NA,Rammus,Corki,Lucian,20.91666667,0,1,11,4,1,11,NA,NA,NA,NA,0,1,10.30128333,0.047808765,0.525896414,0.573705179,0,8.3087,0,2,0,5.500733333,0,3.784666667,1,4,9,NA,NA,0,0,19083,912.3346614,NA,NA,65,3.107569721,1,15,0.717131474,12,15,0.434782609,0.113636364,31239,820.4940239,29085,-0.212491357,445,84,70,14,25.29083665,NA,245,264,-19,16454,16738,-284,22763,28221,-5458,14850,16238,-1388
1001560063,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001560063?gameHash=9ce6d1ca1a949fb0&tab=overview,EULCS,2016-1,3/11/16 12:47,8,2,6.04,100,Blue,Team,Team,Elements,NA,Thresh,Kalista,Lucian,43.11666667,1,15,9,33,15,9,NA,NA,NA,NA,1,0,12.20886667,0.347893313,0.208735988,0.5566293,1,17.85796667,4,0,1,5.61525,1,3.26645,0,7,6,0,27.70073333,1,1,91681,2126.34712,NA,NA,150,3.478933127,1,84,1.948202551,23,25,0.803030303,0.287037037,75946,1119.812911,67650,-0.021206581,1100,147,104,43,28.92153073,NA,235,250,-15,15046,14839,207,22176,23123,-947,15326,14722,604
1001560063,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001560063?gameHash=9ce6d1ca1a949fb0&tab=overview,EULCS,2016-1,3/11/16 12:47,8,2,6.04,200,Red,Team,Team,Unicorns of Love,NA,Corki,Lulu,Nidalee,43.11666667,0,9,15,28,9,15,NA,NA,NA,NA,0,1,12.20886667,0.208735988,0.347893313,0.5566293,0,17.85796667,0,4,0,5.61525,0,3.26645,1,6,7,1,27.70073333,1,1,78502,1820.688056,NA,NA,174,4.035562428,1,61,1.414766138,31,35,0.754098361,0.168539326,73392,1060.578276,69100,0.021206581,1065,196,150,46,29.24623116,NA,250,235,15,14839,15046,-207,23123,22176,947,14722,15326,-604
