gameid,url,league,split,date,week,game,patchno,playerid,side,position,player,team,champion,ban1,ban2,ban3,gamelength,result,k,d,a,teamkills,teamdeaths,doubles,triples,quadras,pentas,fb,fbvictim,fbtime,kpm,okpm,ckpm,fd,fdtime,teamdragkills,oppdragkills,herald,heraldtime,ft,fttime,firsttothreetowers,teamtowerkills,opptowerkills,fbaron,fbarontime,teambaronkills,oppbaronkills,dmgtochamps,dmgtochampsperminute,dmgshare,earnedgoldshare,wards,wpm,wardshare,wardkills,wcpm,visionwards,visionwardbuys,visiblewardclearrate,invisiblewardclearrate,totalgold,earnedgpm,goldspent,gspd,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,cssharepost15,csat10,oppcsat10,csdat10,goldat10,oppgoldat10,gdat10,goldat15,oppgoldat15,gdat15,xpat10,oppxpat10,xpdat10
1001470051,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001470051?gameHash=4c75eed3e321fae9&tab=overview,EULCS,2016-1,1/14/16 11:58,1,1,6.01,100,Blue,Team,Team,Fnatic,NA,Kindred,Kassadin,Tahm Kench,35.95,1,22,8,45,22,8,NA,NA,NA,NA,0,1,5.118416667,0.611961057,0.222531293,0.83449235,0,10.4983,3,1,1,10.58343333,1,15.89621667,1,11,0,1,30.42601667,1,0,88254,2454.909597,NA,NA,116,3.226703755,1,55,1.529902643,16,17,0.866666667,0.219178082,73766,1404.411683,66950,0.233621085,1020,158,119,39,32.76773296,NA,296,277,19,15197,14420,777,23585,22214,1371,18656,17378,1278
1001470051,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001470051?gameHash=4c75eed3e321fae9&tab=overview,EULCS,2016-1,1/14/16 11:58,1,1,6.01,200,Red,Team,Team,Origen,NA,Lulu,Gangplank,Ryze,35.95,0,8,22,22,8,22,NA,NA,NA,NA,1,0,5.118416667,0.222531293,0.611961057,0.83449235,1,10.4983,1,3,0,10.58343333,0,15.89621667,0,0,11,0,30.42601667,0,1,81796,2275.27121,NA,NA,118,3.282336579,1,19,0.528511822,18,20,0.3125,0.14,55709,902.1307371,52945,-0.233621085,912,129,127,2,28.95688456,NA,277,296,-19,14420,15197,-777,22214,23585,-1371,17378,18656,-1278
1001470062,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001470062?gameHash=ab4c66c85e5435a1&tab=overview,EULCS,2016-1,1/14/16 13:09,1,1,6.01,100,Blue,Team,Team,Elements,NA,Lissandra,Kindred,Gangplank,26.08333333,0,4,13,10,4,13,NA,NA,NA,NA,1,0,5.2693,0.153354633,0.498402556,0.651757188,0,12.9118,0,2,NA,NA,0,9.049716667,0,1,10,0,23.08601667,0,1,43106,1652.626198,NA,NA,84,3.220447284,1,16,0.61341853,15,17,0.375,0.120689655,38199,803.5782748,33650,-0.304785894,635,84,79,5,27.56549521,NA,268,280,-12,14167,16016,-1849,21074,24923,-3849,17590,19013,-1423
1001470062,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001470062?gameHash=ab4c66c85e5435a1&tab=overview,EULCS,2016-1,1/14/16 13:09,1,1,6.01,200,Red,Team,Team,G2 Esports,NA,Poppy,Lulu,Shen,26.08333333,1,13,4,31,13,4,NA,NA,NA,NA,0,1,5.2693,0.498402556,0.153354633,0.651757188,1,12.9118,2,0,NA,NA,1,9.049716667,1,10,1,1,23.08601667,1,0,49668,1904.204473,NA,NA,82,3.143769968,1,28,1.073482428,15,15,0.882352941,0.194029851,53777,1400.817891,45750,0.304785894,727,116,75,41,32.31948882,NA,280,268,12,16016,14167,1849,24923,21074,3849,19013,17590,1423
1001470080,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001470080?gameHash=8d5127a435940c80&tab=overview,EULCS,2016-1,1/14/16 14:03,1,1,6.01,100,Blue,Team,Team,H2K,NA,Morgana,Poppy,Lissandra,25.66666667,1,9,1,30,9,1,NA,NA,NA,NA,0,1,16.62473333,0.350649351,0.038961039,0.38961039,0,12.19008333,1,1,NA,NA,0,3.7776,1,10,2,1,22.94031667,1,0,36335,1415.649351,NA,NA,90,3.506493506,1,29,1.12987013,14,15,0.772727273,0.1875,49696,1274.493506,39975,0.153390344,661,111,82,29,30.07792208,NA,247,241,6,14902,14729,173,23846,20820,3026,14295,14769,-474
1001470080,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001470080?gameHash=8d5127a435940c80&tab=overview,EULCS,2016-1,1/14/16 14:03,1,1,6.01,200,Red,Team,Team,Giants,NA,Lulu,Gangplank,Kindred,25.66666667,0,1,9,4,1,9,NA,NA,NA,NA,1,0,16.62473333,0.038961039,0.350649351,0.38961039,1,12.19008333,1,1,NA,NA,1,3.7776,0,2,10,0,22.94031667,0,1,24987,973.5194805,NA,NA,86,3.350649351,1,24,0.935064935,15,18,0.357142857,0.225806452,36202,748.7532468,34280,-0.153390344,589,93,81,12,26.57142857,NA,241,247,-6,14729,14902,-173,20820,23846,-3026,14769,14295,474
1001470100,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001470100?gameHash=b29c8bf56f6144c8&tab=overview,EULCS,2016-1,1/14/16 14:59,1,1,6.01,100,Blue,Team,Team,Splyce,NA,Trundle,Kindred,Shen,26.93333333,0,3,12,5,3,12,NA,NA,NA,NA,0,1,5.005733333,0.111386139,0.445544554,0.556930693,0,14.29038333,0,2,0,11.85333333,0,9.562516667,0,2,9,0,20.98718333,0,1,42320,1571.287129,NA,NA,81,3.007425743,1,23,0.853960396,9,11,0.588235294,0.063829787,38831,782.3688119,37050,-0.243763702,636,95,85,10,27.14108911,NA,276,290,-14,14677,16570,-1893,23449,25265,-1816,17554,18424,-870
1001470100,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001470100?gameHash=b29c8bf56f6144c8&tab=overview,EULCS,2016-1,1/14/16 14:59,1,1,6.01,200,Red,Team,Team,Unicorns of Love,NA,Gangplank,Lissandra,Lulu,26.93333333,1,12,3,24,12,3,NA,NA,NA,NA,1,0,5.005733333,0.445544554,0.111386139,0.556930693,1,14.29038333,2,0,1,11.85333333,1,9.562516667,1,9,2,1,20.98718333,1,0,54469,2022.363861,NA,NA,81,3.007425743,1,26,0.965346535,14,17,0.647058824,0.234375,52645,1295.264851,47335,0.243763702,706,111,83,28,30.33415842,NA,290,276,14,16570,14677,1893,25265,23449,1816,18424,17554,870
1001470111,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001470111?gameHash=cca1bc0c7b565d94&tab=overview,EULCS,2016-1,1/14/16 15:57,1,1,6.01,100,Blue,Team,Team,Vitality,NA,Kindred,Tahm Kench,Lissandra,35.11666667,0,1,8,3,1,8,NA,NA,NA,NA,0,1,9.110483333,0.028476507,0.227812055,0.256288562,0,16.29736667,1,2,1,14.34355,1,3.670483333,1,4,11,0,26.78503333,0,1,41442,1180.123398,NA,NA,118,3.360227812,1,29,0.8258187,22,25,0.46875,0.155555556,52353,842.494542,49685,-0.174352379,850,119,107,12,27.59373517,NA,245,258,-13,13876,15829,-1953,21465,23287,-1822,15152,16653,-1501
1001470111,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001470111?gameHash=cca1bc0c7b565d94&tab=overview,EULCS,2016-1,1/14/16 15:57,1,1,6.01,200,Red,Team,Team,Roccat,NA,Fiora,Gangplank,Olaf,35.11666667,1,8,1,15,8,1,NA,NA,NA,NA,1,0,9.110483333,0.227812055,0.028476507,0.256288562,1,16.29736667,2,1,0,14.34355,0,3.670483333,0,11,4,1,26.78503333,1,0,37332,1063.084955,NA,NA,122,3.47413384,1,38,1.082107262,24,26,0.527777778,0.231707317,63490,1159.637399,59175,0.174352379,890,163,117,46,29.985761750000002,NA,258,245,13,15829,13876,1953,23287,21465,1822,16653,15152,1501
1001470139,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001470139?gameHash=9bb9caf3b810a511&tab=overview,EULCS,2016-1,1/15/16 11:56,1,2,6.01,100,Blue,Team,Team,Giants,NA,Alistar,Tahm Kench,Lulu,38.18333333,0,11,19,25,11,19,NA,NA,NA,NA,0,1,6.681633333,0.288083806,0.497599302,0.785683108,0,14.5586,0,3,0,19.19143333,1,10.21381667,0,4,11,0,25.91746667,0,2,70579,1848.424269,NA,NA,123,3.221300742,1,45,1.178524662,18,18,0.666666667,0.134328358,61838,974.0846792,58625,-0.150047334,972,122,111,11,28.651244,NA,283,309,-26,13998,15147,-1149,22710,24795,-2085,17939,18513,-574
1001470139,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001470139?gameHash=9bb9caf3b810a511&tab=overview,EULCS,2016-1,1/15/16 11:56,1,2,6.01,200,Red,Team,Team,Unicorns of Love,NA,Gangplank,Lissandra,Graves,38.18333333,1,19,11,35,19,11,NA,NA,NA,NA,1,0,6.681633333,0.497599302,0.288083806,0.785683108,1,14.5586,3,0,1,19.19143333,0,10.21381667,1,11,4,1,25.91746667,2,0,95935,2512.483632,NA,NA,121,3.168921868,1,65,1.7023134,23,26,0.789473684,0.303030303,76752,1364.673942,68135,0.150047334,1028,181,131,50,31.66302924,NA,309,283,26,15147,13998,1149,24795,22710,2085,18513,17939,574
1001470144,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001470144?gameHash=5e0a15fd6d718bd4&tab=overview,EULCS,2016-1,1/15/16 13:01,1,2,6.01,100,Blue,Team,Team,Splyce,NA,Trundle,Kindred,Tahm Kench,31.65,0,7,15,17,7,15,NA,NA,NA,NA,0,1,16.39248333,0.221169036,0.473933649,0.695102686,0,14.0155,0,3,0,13.20123333,0,10.50281667,0,5,9,0,30.72955,0,1,58636,1852.638231,NA,NA,95,3.001579779,1,30,0.947867299,14,15,0.625,0.133333333,53079,1024.745656,51450,-0.031752104,831,123,104,19,30.14218009,NA,306,286,20,14449,14031,418,23970,23848,122,18564,17901,663
1001470144,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001470144?gameHash=5e0a15fd6d718bd4&tab=overview,EULCS,2016-1,1/15/16 13:01,1,2,6.01,200,Red,Team,Team,Elements,NA,Gangplank,Lulu,Ryze,31.65,1,15,7,36,15,7,NA,NA,NA,NA,1,0,16.39248333,0.473933649,0.221169036,0.695102686,1,14.0155,3,0,1,13.20123333,1,10.50281667,1,9,5,1,30.72955,1,0,59994,1895.545024,NA,NA,107,3.380726698,1,37,1.169036335,19,22,0.857142857,0.194029851,58661,1201.112164,53110,0.031752104,773,110,86,24,27.89889415,NA,286,306,-20,14031,14449,-418,23848,23970,-122,17901,18564,-663
1001470151,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001470151?gameHash=7fd82a417ede65b9&tab=overview,EULCS,2016-1,1/15/16 13:52,1,2,6.01,100,Blue,Team,Team,Vitality,NA,Tahm Kench,Kindred,Lissandra,27.63333333,1,10,3,22,10,3,NA,NA,NA,NA,1,0,6.8465,0.361881785,0.108564536,0.470446321,1,11.70736667,3,0,NA,NA,1,9.6452,1,11,2,1,24.56855,1,0,49970,1808.323281,NA,NA,100,3.618817853,1,27,0.97708082,23,26,0.6875,0.231884058,53905,1292.547648,47000,0.203081971,694,114,90,24,29.24004825,NA,309,260,49,16094,14148,1946,24844,22522,2322,18871,17374,1497
1001470151,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001470151?gameHash=7fd82a417ede65b9&tab=overview,EULCS,2016-1,1/15/16 13:52,1,2,6.01,200,Red,Team,Team,Fnatic,NA,Gangplank,Lulu,Thresh,27.63333333,0,3,10,2,3,10,NA,NA,NA,NA,0,1,6.8465,0.108564536,0.361881785,0.470446321,0,11.70736667,0,3,NA,NA,0,9.6452,0,2,11,0,24.56855,0,1,21792,788.6127865,NA,NA,85,3.075995175,1,28,1.013268999,15,19,0.514285714,0.153846154,41448,841.7515078,38335,-0.203081971,696,111,90,21,29.20386007,NA,260,309,-49,14148,16094,-1946,22522,24844,-2322,17374,18871,-1497
1001470159,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001470159?gameHash=c4e64bbcb5e697f1&tab=overview,EULCS,2016-1,1/15/16 14:45,1,2,6.01,100,Blue,Team,Team,H2K,NA,Kindred,Tahm Kench,Morgana,28.36666667,1,16,6,42,16,6,NA,NA,NA,NA,1,0,9.022583333,0.564042303,0.211515864,0.775558167,0,10.27926667,1,2,NA,NA,1,3.252166667,1,10,2,1,25.14233333,1,0,57533,2028.190364,NA,NA,106,3.736780259,1,29,1.022326675,14,14,0.8,0.164556962,56389,1330.878966,47010,0.146452828,726,110,78,32,29.47121034,NA,258,226,32,15639,14519,1120,24107,21727,2380,15553,14267,1286
1001470159,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001470159?gameHash=c4e64bbcb5e697f1&tab=overview,EULCS,2016-1,1/15/16 14:45,1,2,6.01,200,Red,Team,Team,Origen,NA,Lulu,Gangplank,Zed,28.36666667,0,6,16,16,6,16,NA,NA,NA,NA,0,1,9.022583333,0.211515864,0.564042303,0.775558167,1,10.27926667,2,1,NA,NA,0,3.252166667,0,2,10,0,25.14233333,0,1,36072,1271.633373,NA,NA,99,3.490011751,1,31,1.092831962,13,14,0.517241379,0.207792208,42703,848.4112808,40595,-0.146452828,652,104,87,17,26.65099882,NA,226,258,-32,14519,15639,-1120,21727,24107,-2380,14267,15553,-1286
1001470167,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001470167?gameHash=3656e67a823022e0&tab=overview,EULCS,2016-1,1/15/16 15:41,1,2,6.01,100,Blue,Team,Team,G2 Esports,NA,Rek'Sai,Zac,Shen,23.98333333,1,18,10,43,18,10,NA,NA,NA,NA,0,1,4.384733333,0.750521195,0.41695622,1.167477415,0,16.31318333,1,1,NA,NA,0,9.703266667,0,10,4,1,21.94018333,1,0,60411,2518.874218,NA,NA,78,3.252258513,1,19,0.792216817,13,15,0.590909091,0.115384615,48431,1354.157054,39700,0.065691057,500,81,76,5,24.22515636,NA,250,271,-21,14174,15928,-1754,22704,25027,-2323,17315,18074,-759
1001470167,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001470167?gameHash=3656e67a823022e0&tab=overview,EULCS,2016-1,1/15/16 15:41,1,2,6.01,200,Red,Team,Team,Roccat,NA,Zed,Gangplank,Ahri,23.98333333,0,10,18,22,10,18,NA,NA,NA,NA,1,0,4.384733333,0.41695622,0.750521195,1.167477415,1,16.31318333,1,1,NA,NA,1,9.703266667,1,4,10,0,21.94018333,0,1,49197,2051.299514,NA,NA,74,3.085476025,1,15,0.625434329,16,18,0.5,0.066666667,39968,1001.287005,37175,-0.065691057,507,90,72,18,24.89228631,NA,271,250,21,15928,14174,1754,25027,22704,2323,18074,17315,759
1001460147,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001460147?gameHash=52e4c612272d3bc7&tab=overview,EULCS,2016-1,1/21/16 11:44,2,1,6.01,100,Blue,Team,Team,Giants,NA,Graves,Trundle,Lulu,34.91666667,0,12,15,25,12,15,NA,NA,NA,NA,1,0,5.948516667,0.343675418,0.429594272,0.77326969,1,12.7009,2,1,1,16.55005,1,4.054366667,1,7,9,0,21.5026,0,2,64973,1860.801909,NA,NA,108,3.093078759,1,48,1.374701671,14,14,0.714285714,0.189473684,57180,989.0692124,53570,-0.092151538,747,127,104,23,25.03102625,NA,223,260,-37,14514,14804,-290,23411,22071,1340,15820,17130,-1310
1001460147,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001460147?gameHash=52e4c612272d3bc7&tab=overview,EULCS,2016-1,1/21/16 11:44,2,1,6.01,200,Red,Team,Team,G2 Esports,NA,Poppy,Gangplank,Tahm Kench,34.91666667,1,15,12,32,15,12,NA,NA,NA,NA,0,1,5.948516667,0.429594272,0.343675418,0.77326969,0,12.7009,1,2,0,16.55005,0,4.054366667,0,9,7,1,21.5026,2,0,60430,1730.692124,NA,NA,137,3.923627685,1,32,0.91646778,17,19,0.625,0.157894737,65174,1218.01432,58745,0.092151538,786,134,107,27,26.34844869,NA,260,223,37,14804,14514,290,22071,23411,-1340,17130,15820,1310
1001460156,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001460156?gameHash=6dff47bfc291f8fe&tab=overview,EULCS,2016-1,1/21/16 12:56,2,1,6.01,100,Blue,Team,Team,Roccat,NA,Fiora,Kindred,Elise,48.8,0,14,19,35,14,19,NA,NA,NA,NA,1,0,2.899216667,0.286885246,0.389344262,0.676229508,0,15.92481667,2,3,NA,NA,1,12.54283333,1,6,8,0,31.13858333,0,2,105849,2169.036885,NA,NA,173,3.545081967,1,82,1.680327869,30,33,0.714285714,0.25,83242,1067.631148,80700,0.043361291,1222,224,169,55,29.63114754,NA,309,303,6,15080,14973,107,23819,23256,563,18057,18672,-615
1001460156,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001460156?gameHash=6dff47bfc291f8fe&tab=overview,EULCS,2016-1,1/21/16 12:56,2,1,6.01,200,Red,Team,Team,Elements,NA,Tahm Kench,Lulu,Gangplank,48.8,1,19,14,64,19,14,NA,NA,NA,NA,0,1,2.899216667,0.389344262,0.286885246,0.676229508,1,15.92481667,3,2,NA,NA,0,12.54283333,0,8,6,1,31.13858333,2,0,133971,2745.307377,NA,NA,171,3.504098361,1,83,1.700819672,30,32,0.705128205,0.294736842,88703,1179.536885,77275,-0.043361291,1186,177,154,23,27.93032787,NA,303,309,-6,14973,15080,-107,23256,23819,-563,18672,18057,615
1001460162,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001460162?gameHash=7d36dc81a95af5ac&tab=overview,EULCS,2016-1,1/21/16 14:12,2,1,6.01,100,Blue,Team,Team,Origen,NA,Ryze,Elise,Kindred,25.8,1,17,3,40,17,3,NA,NA,NA,NA,0,1,4.945833333,0.658914729,0.11627907,0.775193798,1,9.190866667,3,0,1,18.14688333,1,10.77321667,1,11,0,1,21.03103333,1,0,55388,2146.821705,NA,NA,79,3.062015504,1,28,1.085271318,14,15,0.708333333,0.177419355,53954,1429.782946,48500,0.308149911,658,115,75,40,29.96124031,NA,309,304,5,14660,15711,-1051,25946,22151,3795,18678,19296,-618
1001460162,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001460162?gameHash=7d36dc81a95af5ac&tab=overview,EULCS,2016-1,1/21/16 14:12,2,1,6.01,200,Red,Team,Team,Unicorns of Love,NA,Gangplank,Lissandra,Lulu,25.8,0,3,17,4,3,17,NA,NA,NA,NA,1,0,4.945833333,0.11627907,0.658914729,0.775193798,0,9.190866667,0,3,0,18.14688333,0,10.77321667,0,0,11,0,21.03103333,0,1,34944,1354.418605,NA,NA,86,3.333333333,1,22,0.852713178,13,18,0.47826087,0.196428571,36690,760.6356589,35550,-0.308149911,639,86,81,5,28.10077519,NA,304,309,-5,15711,14660,1051,22151,25946,-3795,19296,18678,618
1001460170,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001460170?gameHash=451909548956cc82&tab=overview,EULCS,2016-1,1/21/16 15:03,2,1,6.01,100,Blue,Team,Team,Splyce,NA,Trundle,Fiora,Ryze,41.16666667,0,6,12,16,6,12,NA,NA,NA,NA,0,1,19.63011667,0.145748988,0.291497976,0.437246964,0,10.40086667,1,4,0,6.887416667,0,3.295966667,0,3,9,0,26.08195,0,2,45289,1100.137652,NA,NA,139,3.376518219,1,44,1.068825911,21,24,0.512820513,0.215686275,63788,906.5101215,62075,-0.150465549,998,133,119,14,27.47368421,NA,228,280,-52,14688,16024,-1336,21832,24062,-2230,14160,17005,-2845
1001460170,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001460170?gameHash=451909548956cc82&tab=overview,EULCS,2016-1,1/21/16 15:03,2,1,6.01,200,Red,Team,Team,Vitality,NA,Gangplank,Quinn,Lulu,41.16666667,1,12,6,41,12,6,NA,NA,NA,NA,1,0,19.63011667,0.291497976,0.145748988,0.437246964,1,10.40086667,4,1,1,6.887416667,1,3.295966667,1,9,3,1,26.08195,2,0,80392,1952.842105,NA,NA,140,3.400809717,1,64,1.55465587,29,34,0.8125,0.274725275,78040,1252.712551,72175,0.150465549,1042,211,145,66,30.43724696,NA,280,228,52,16024,14688,1336,24062,21832,2230,17005,14160,2845
1001460176,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001460176?gameHash=68ac6c36c61e7ebb&tab=overview,EULCS,2016-1,1/21/16 16:07,2,1,6.01,100,Blue,Team,Team,Fnatic,NA,Graves,Tahm Kench,Shen,41.38333333,1,8,6,29,8,6,NA,NA,NA,NA,0,1,4.814383333,0.193314539,0.144985904,0.338300443,1,14.42316667,4,0,1,11.93086667,0,3.77965,1,9,7,1,20.22193333,2,0,44309,1070.696738,NA,NA,152,3.672976238,1,66,1.594844946,29,32,0.6875,0.211538462,77496,1229.804269,69825,0.058595909,1192,195,130,65,33.51590818,NA,263,272,-9,15231,16026,-795,23673,23000,673,15253,15908,-655
1001460176,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001460176?gameHash=68ac6c36c61e7ebb&tab=overview,EULCS,2016-1,1/21/16 16:07,2,1,6.01,200,Red,Team,Team,H2K,NA,Gangplank,Poppy,Olaf,41.38333333,0,6,8,16,6,8,NA,NA,NA,NA,1,0,4.814383333,0.144985904,0.193314539,0.338300443,0,14.42316667,0,4,0,11.93086667,1,3.77965,0,7,9,0,20.22193333,0,2,58404,1411.292791,NA,NA,167,4.035440999,1,70,1.691502215,29,30,0.793103448,0.300813008,70043,1049.707612,65850,-0.058595909,1142,148,124,24,31.17196939,NA,272,263,9,16026,15231,795,23000,23673,-673,15908,15253,655
1001470224,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001470224?gameHash=0703355279ad76bd&tab=overview,EULCS,2016-1,1/22/16 11:41,2,2,6.01,100,Blue,Team,Team,Vitality,NA,Quinn,Tahm Kench,Corki,32.11666667,1,12,14,36,12,14,NA,NA,NA,NA,1,0,0.84545,0.373637779,0.404774261,0.778412039,0,13.5286,0,3,0,18.75286667,1,13.05801667,1,8,6,0,23.68621667,0,1,56924,1772.413077,NA,NA,116,3.611831863,1,37,1.152049818,28,31,0.607142857,0.243902439,58648,1174.362221,52850,-0.040051919,896,109,98,11,31.29216399,NA,290,290,0,14616,14967,-351,22432,23815,-1383,18273,18500,-227
1001470224,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001470224?gameHash=0703355279ad76bd&tab=overview,EULCS,2016-1,1/22/16 11:41,2,2,6.01,200,Red,Team,Team,Origen,NA,Gangplank,Lulu,Lissandra,32.11666667,0,13,12,22,13,12,NA,NA,NA,NA,0,1,0.84545,0.404774261,0.373637779,0.778412039,1,13.5286,3,0,1,18.75286667,0,13.05801667,0,6,8,1,23.68621667,1,0,44800,1394.914375,NA,NA,110,3.425012974,1,41,1.276595745,14,17,0.540540541,0.227848101,57588,1141.357551,55010,0.040051919,821,125,97,28,29.45511157,NA,290,290,0,14967,14616,351,23815,22432,1383,18500,18273,227
1001470236,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001470236?gameHash=814b7b41f70c9bcb&tab=overview,EULCS,2016-1,1/22/16 12:55,2,2,6.01,100,Blue,Team,Team,Elements,NA,Rek'Sai,Gangplank,Ryze,40.43333333,1,12,7,33,12,7,NA,NA,NA,NA,1,0,14.3907,0.296784831,0.173124485,0.469909316,0,11.63723333,3,1,1,12.73416667,0,3.7088,0,10,5,1,36.58655,1,0,66670,1648.887057,NA,NA,134,3.314097279,1,65,1.607584501,23,23,0.833333333,0.3,71284,1119.442704,61900,0.041640899,933,129,101,28,26.26545754,NA,245,235,10,15030,14613,417,24256,22742,1514,15358,14307,1051
1001470236,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001470236?gameHash=814b7b41f70c9bcb&tab=overview,EULCS,2016-1,1/22/16 12:55,2,2,6.01,200,Red,Team,Team,Giants,NA,Fiora,Alistar,Lulu,40.43333333,0,7,12,22,7,12,NA,NA,NA,NA,0,1,14.3907,0.173124485,0.296784831,0.469909316,1,11.63723333,1,3,0,12.73416667,1,3.7088,1,5,10,0,36.58655,0,1,75170,1859.109646,NA,NA,142,3.511953833,1,47,1.162407255,20,22,0.595238095,0.163043478,61722,882.9546579,59375,-0.041640899,906,153,128,25,26.19126134,NA,235,245,-10,14613,15030,-417,22742,24256,-1514,14307,15358,-1051
1001470241,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001470241?gameHash=3d04fd2686d282c6&tab=overview,EULCS,2016-1,1/22/16 14:01,2,2,6.01,100,Blue,Team,Team,Fnatic,NA,Elise,Kindred,Tahm Kench,49.83333333,0,11,16,30,11,16,NA,NA,NA,NA,0,1,9.198416667,0.220735786,0.321070234,0.54180602,0,12.21681667,2,3,1,11.64273333,0,9.5977,1,5,11,0,25.56373333,0,3,101726,2041.324415,NA,NA,167,3.351170569,1,82,1.64548495,23,24,0.704918033,0.256880734,83026,1028.468227,79875,-0.025339926,1329,146,123,23,29.59866221,NA,253,313,-60,13791,16073,-2282,23765,23945,-180,17753,18366,-613
1001470241,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001470241?gameHash=3d04fd2686d282c6&tab=overview,EULCS,2016-1,1/22/16 14:01,2,2,6.01,200,Red,Team,Team,Unicorns of Love,NA,Gangplank,Lissandra,Lulu,49.83333333,1,16,11,36,16,11,NA,NA,NA,NA,1,0,9.198416667,0.321070234,0.220735786,0.54180602,1,12.21681667,3,2,0,11.64273333,1,9.5977,0,11,5,1,25.56373333,3,0,104152,2090.006689,NA,NA,170,3.411371237,1,71,1.424749164,30,34,0.833333333,0.288,91249,1193.478261,81925,0.025339926,1174,228,147,81,28.13377926,NA,313,253,60,16073,13791,2282,23945,23765,180,18366,17753,613
1001470247,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001470247?gameHash=c1c2c5f02bc3cf8b&tab=overview,EULCS,2016-1,1/22/16 15:15,2,2,6.01,100,Blue,Team,Team,Splyce,NA,Trundle,Kindred,Ryze,35.68333333,1,13,2,38,13,2,NA,NA,NA,NA,1,0,13.5744,0.36431574,0.056048575,0.420364316,0,15.715,1,2,0,7.39065,0,3.780033333,0,9,3,1,32.56625,1,0,68024,1906.324148,NA,NA,127,3.55908454,1,48,1.34516581,22,23,0.666666667,0.243243243,67446,1242.367118,56625,0.0678322,932,139,106,33,30.01401214,NA,243,272,-29,14306,15063,-757,21878,23255,-1377,16760,17444,-684
1001470247,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001470247?gameHash=c1c2c5f02bc3cf8b&tab=overview,EULCS,2016-1,1/22/16 15:15,2,2,6.01,200,Red,Team,Team,Roccat,NA,Gangplank,Elise,Lulu,35.68333333,0,2,13,4,2,13,NA,NA,NA,NA,0,1,13.5744,0.056048575,0.36431574,0.420364316,1,15.715,2,1,1,7.39065,1,3.780033333,1,3,9,0,32.56625,0,1,35905,1006.21205,NA,NA,116,3.250817375,1,56,1.569360112,20,23,0.708333333,0.278481013,56313,930.372723,52910,-0.0678322,957,154,126,28,31.13498365,NA,272,243,29,15063,14306,757,23255,21878,1377,17444,16760,684
