gameid,url,league,split,date,week,game,patchno,playerid,side,position,player,team,champion,ban1,ban2,ban3,ban4,ban5,gamelength,result,k,d,a,teamkills,teamdeaths,doubles,triples,quadras,pentas,fb,fbassist,fbvictim,fbtime,kpm,okpm,ckpm,fd,fdtime,teamdragkills,oppdragkills,elementals,oppelementals,firedrakes,waterdrakes,earthdrakes,airdrakes,elders,oppelders,herald,heraldtime,ft,fttime,firstmidouter,firsttothreetowers,teamtowerkills,opptowerkills,fbaron,fbarontime,teambaronkills,oppbaronkills,dmgtochamps,dmgtochampsperminute,dmgshare,earnedgoldshare,wards,wpm,wardshare,wardkills,wcpm,visionwards,visionwardbuys,visiblewardclearrate,invisiblewardclearrate,totalgold,earnedgpm,goldspent,gspd,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,oppgoldat10,gdat10,goldat15,oppgoldat15,gdat15,xpat10,oppxpat10,xpdat10,csat10,oppcsat10,csdat10,csat15,oppcsat15,csdat15
1002360040,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1002360040?gameHash=6e24bcbfb775efcf,EULCS,2018-1,43119.48116,1,1,8.01,100,Blue,Team,Team,G2 Esports,NA,Shen,Malzahar,Azir,Jarvan IV,Kha'zix,42.6,1,18,7,59,18,7,NA,NA,NA,NA,0,0,1,6.439716667,0.422535211,0.164319249,0.58685446,0,9.675133333,2,3,2,2,0,0,2,0,0,1,1,18.2754,0,15.3947,1,1,11,3,0,31.49243333,1,1,81901,1922.558685,NA,NA,226,5.305164319,1,111,2.605633803,44,46,0.65625,0.208,86634,1389.314554,80460,0.148823235,1437,272,165,44,40.11737089,15861,15455,406,24799,23493,1306,19178,18940,238,354,321,33,586,505,81
1002360040,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1002360040?gameHash=6e24bcbfb775efcf,EULCS,2018-1,43119.48116,1,1,8.01,200,Red,Team,Team,Misfits,NA,Ezreal,Zoe,Kalista,Tristana,Ziggs,42.6,0,7,18,24,7,18,NA,NA,NA,NA,1,1,0,6.439716667,0.164319249,0.422535211,0.58685446,1,9.675133333,3,2,2,2,0,1,1,0,1,0,0,18.2754,1,15.3947,0,0,3,11,1,31.49243333,1,1,85028,1995.962441,NA,NA,255,5.985915493,1,99,2.323943662,57,60,0.543859649,0.310344828,73828,1088.704225,69315,-0.148823235,1199,226,160,17,33.45070423,15455,15861,-406,23493,24799,-1306,18940,19178,-238,321,354,-33,505,586,-81
1002360057,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1002360057?gameHash=d3cd5577578bc05b&tab=overview,EULCS,2018-1,43119.5472,1,1,8.01,100,Blue,Team,Team,H2K,NA,Shen,Sejuani,Kog'Maw,Tristana,Varus,33.08333333,0,3,17,7,3,17,NA,NA,NA,NA,0,0,1,4.07375,0.090680101,0.513853904,0.604534005,0,11.8961,0,3,0,3,0,0,0,0,0,0,1,11.82861667,0,11.45226667,1,0,3,7,1,25.14506667,1,0,38697,1169.68262,NA,NA,180,5.440806045,1,77,2.327455919,31,34,0.441860465,0.263157895,55025,1009.571788,51085,-0.118502831,976,168,120,9,34.57934509,14983,17191,-2208,23652,26218,-2566,17900,19009,-1109,321,352,-31,500,568,-68
1002360057,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1002360057?gameHash=d3cd5577578bc05b&tab=overview,EULCS,2018-1,43119.5472,1,1,8.01,200,Red,Team,Team,Vitality,NA,Alistar,Evelynn,Rengar,Zoe,Azir,33.08333333,1,17,3,48,17,3,NA,NA,NA,NA,1,1,0,4.07375,0.513853904,0.090680101,0.604534005,1,11.8961,3,0,3,0,1,1,0,1,0,0,0,11.82861667,1,11.45226667,0,1,7,3,0,25.14506667,0,1,49658,1500.997481,NA,NA,198,5.98488665,1,89,2.690176322,37,38,0.675,0.320987654,65596,1329.098237,57520,0.118502831,1094,218,134,32,39.65743073,17191,14983,2208,26218,23652,2566,19009,17900,1109,352,321,31,568,500,68
1002360065,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1002360065?gameHash=df65452a61034101,EULCS,2018-1,43119.59667,1,1,8.01,100,Blue,Team,Team,Unicorns of Love,NA,Kha'zix,NA,Alistar,Poppy,Malzahar,33.86666667,0,4,12,4,4,12,NA,NA,NA,NA,0,0,1,6.117733333,0.118110236,0.354330709,0.472440945,0,16.78405,1,2,1,2,0,0,1,0,0,0,0,13.11641667,0,11.0521,0,0,1,11,0,29.61788333,0,1,56545,1669.635827,NA,NA,146,4.3110236220000004,1,36,1.062992126,25,30,0.527777778,0.226666667,54080,944.1614173,52733,-0.182529425,972,167,117,8,33.63188976,14767,15171,-404,22412,26084,-3672,18837,18794,43,310,336,-26,461,546,-85
1002360065,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1002360065?gameHash=df65452a61034101,EULCS,2018-1,43119.59667,1,1,8.01,200,Red,Team,Team,Giants Gaming,NA,Kalista,Ezreal,Ryze,Braum,Zoe,33.86666667,1,12,4,28,12,4,NA,NA,NA,NA,1,0,0,6.117733333,0.354330709,0.118110236,0.472440945,1,16.78405,2,1,2,1,1,0,0,1,0,0,1,13.11641667,1,11.0521,1,1,11,1,1,29.61788333,1,0,52454,1548.838583,NA,NA,110,3.248031496,1,55,1.624015748,25,29,0.724137931,0.151162791,67692,1346.090551,63325,0.182529425,1041,237,156,37,37.73622047,15171,14767,404,26084,22412,3672,18794,18837,-43,336,310,26,546,461,85
1002360080,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1002360080?gameHash=e55d2d38fc9eaf08&tab=overview,EULCS,2018-1,43119.64509,1,1,8.01,100,Blue,Team,Team,Roccat,NA,Alistar,Zoe,Kog'Maw,Caitlyn,Tristana,30.55,0,3,14,7,3,14,NA,NA,NA,NA,0,0,1,6.977883333,0.098199673,0.458265139,0.556464812,0,20.94886667,0,1,0,1,0,0,0,0,0,0,0,18.92505,0,12.41856667,0,0,1,7,0,28.07985,0,1,40162,1314.631751,NA,NA,147,4.811783961,1,44,1.440261866,36,44,0.5,0.173913043,49379,959.2274959,47375,-0.118639861,884,175,147,0,34.66448445,15301,16054,-753,23050,26903,-3853,18457,18439,18,330,342,-12,507,520,-13
1002360080,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1002360080?gameHash=e55d2d38fc9eaf08&tab=overview,EULCS,2018-1,43119.64509,1,1,8.01,200,Red,Team,Team,Schalke 04,NA,Kalista,Jarvan IV,Xayah,Sejuani,Vladimir,30.55,1,14,3,33,14,3,NA,NA,NA,NA,1,1,0,6.977883333,0.458265139,0.098199673,0.556464812,1,20.94886667,1,0,1,0,0,1,0,0,0,0,1,18.92505,1,12.41856667,1,1,7,1,1,28.07985,1,0,49638,1624.811784,NA,NA,129,4.222585925,1,49,1.603927987,31,33,0.627906977,0.12345679,60692,1329.538462,53350,0.118639861,986,191,128,13,38.52700491,16054,15301,753,26903,23050,3853,18439,18457,-18,342,330,12,520,507,13
1002360087,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1002360087?gameHash=d97c1166642d8c62&tab=overview,EULCS,2018-1,43119.68425,1,1,8.01,100,Blue,Team,Team,Fnatic,NA,Evelynn,Malzahar,Kalista,Kog'Maw,Braum,40.65,1,10,6,27,10,6,NA,NA,NA,NA,1,1,0,5.271033333,0.24600246,0.147601476,0.393603936,1,9.95405,4,0,4,0,2,1,0,1,0,0,1,18.40231667,1,13.38071667,1,1,11,3,1,30.58416667,2,0,73149,1799.483395,NA,NA,192,4.723247232,1,68,1.672816728,40,45,0.634615385,0.289256198,81029,1347.434194,74025,0.141772152,1266,273,141,55,37.8597786,15899,14872,1027,25918,22490,3428,19156,17933,1223,350,332,18,556,534,22
1002360087,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1002360087?gameHash=d97c1166642d8c62&tab=overview,EULCS,2018-1,43119.68425,1,1,8.01,200,Red,Team,Team,Splyce,NA,Zoe,Shen,Gangplank,Camille,Tahm Kench,40.65,0,6,10,18,6,10,NA,NA,NA,NA,0,0,1,5.271033333,0.147601476,0.24600246,0.393603936,0,9.95405,0,4,0,4,0,0,0,0,0,0,0,18.40231667,0,13.38071667,0,0,3,11,0,30.58416667,0,2,40433,994.6617466,NA,NA,173,4.255842558,1,75,1.84501845,43,49,0.5,0.233009709,67450,1013.387454,64225,-0.141772152,1274,174,133,12,35.62115621,14872,15899,-1027,22490,25918,-3428,17933,19156,-1223,332,350,-18,534,556,-22
1002350143,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1002350143?gameHash=e20724378f71f2d6,EULCS,2018-1,43120.44836,1,2,8.01,100,Blue,Team,Team,Giants Gaming,NA,Shen,Jarvan IV,Kalista,Ezreal,Varus,40.63333333,0,7,10,19,7,10,NA,NA,NA,NA,1,1,0,8.782816667,0.172272354,0.246103363,0.418375718,0,13.6248,0,2,0,2,0,0,0,0,0,0,1,11.11243333,1,12.68498333,1,1,6,6,1,30.95138333,1,1,62404,1535.783429,NA,NA,156,3.839212469,1,100,2.461033634,37,39,0.694915254,0.298076923,71698,1118.598852,68875,0.01119847,1177,223,157,23,34.45447088,16303,15332,971,25479,23682,1797,19526,17224,2302,345,320,25,534,539,-5
1002350143,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1002350143?gameHash=e20724378f71f2d6,EULCS,2018-1,43120.44836,1,2,8.01,200,Red,Team,Team,Vitality,NA,Alistar,Ornn,Gnar,Braum,Taric,40.63333333,1,10,7,27,10,7,NA,NA,NA,NA,0,0,1,8.782816667,0.246103363,0.172272354,0.418375718,1,13.6248,2,0,2,0,0,0,2,0,0,0,0,11.11243333,0,12.68498333,0,0,6,6,0,30.95138333,1,1,100423,2471.443806,NA,NA,209,5.143560295,1,72,1.771944217,49,51,0.653846154,0.365384615,74702,1192.528302,68108,-0.01119847,1194,225,172,2,34.92206727,15332,16303,-971,23682,25479,-1797,17224,19526,-2302,320,345,-25,539,534,5
1002350155,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1002350155?gameHash=149be68a94fccaf0&tab=overview,EULCS,2018-1,43120.49894,1,2,8.01,100,Blue,Team,Team,Unicorns of Love,NA,Kha'zix,Alistar,Kalista,Gangplank,Skarner,68.15,0,12,8,30,12,8,NA,NA,NA,NA,1,1,0,10.36601667,0.176082172,0.117388114,0.293470286,1,19.6292,5,1,3,0,0,0,1,2,2,1,1,12.03578333,1,12.87861667,1,1,11,11,1,30.27045,2,3,148515,2179.236977,NA,NA,349,5.121056493,1,140,2.054292003,41,50,0.69047619,0.233766234,133237,1322.834923,127023,0.078442923,2110,488,254,117,38.12179017,15444,14742,702,25640,22265,3375,18642,18217,425,351,331,20,536,517,19
1002350155,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1002350155?gameHash=149be68a94fccaf0&tab=overview,EULCS,2018-1,43120.49894,1,2,8.01,200,Red,Team,Team,Splyce,NA,Evelynn,Zoe,Shen,Sejuani,Jarvan IV,68.15,1,8,12,26,8,12,NA,NA,NA,NA,0,0,1,10.36601667,0.117388114,0.176082172,0.293470286,0,19.6292,1,5,0,3,0,0,0,0,1,2,0,12.03578333,0,12.87861667,0,0,11,11,0,30.27045,3,2,147622,2166.133529,NA,NA,312,4.578136464,1,122,1.790168745,54,54,0.761904762,0.179723502,126135,1218.623624,117435,-0.078442923,2082,222,166,5,33.80777696,14742,15444,-702,22265,25640,-3375,18217,18642,-425,331,351,-20,517,536,-19
1002350164,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1002350164?gameHash=b3527eb1009af5e9,EULCS,2018-1,43120.56347,1,2,8.01,100,Blue,Team,Team,Fnatic,NA,Evelynn,Kalista,Malzahar,Ezreal,Jayce,43.78333333,0,8,13,25,8,13,NA,NA,NA,NA,1,1,0,16.74743333,0.182717929,0.296916635,0.479634564,1,14.21675,3,2,3,1,1,1,1,0,0,1,1,13.00973333,1,7.12205,1,1,6,8,0,25.67326667,0,3,90373,2064.095927,NA,NA,161,3.677198325,1,83,1.895698515,44,47,0.581395349,0.194690265,77913,1136.039589,72935,-0.102072016,1362,262,161,39,37.09173963,17059,14773,2286,25214,22351,2863,17928,17447,481,353,308,45,543,495,48
1002350164,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1002350164?gameHash=b3527eb1009af5e9,EULCS,2018-1,43120.56347,1,2,8.01,200,Red,Team,Team,H2K,NA,Azir,Ornn,Tahm Kench,Kog'Maw,Tristana,43.78333333,1,13,8,41,13,8,NA,NA,NA,NA,0,0,1,16.74743333,0.296916635,0.182717929,0.479634564,0,14.21675,2,3,1,3,0,1,0,0,1,0,0,13.00973333,0,7.12205,0,0,8,6,1,25.67326667,3,0,102777,2347.400076,NA,NA,231,5.275980206,1,57,1.301865246,40,40,0.588235294,0.245454545,84063,1276.503997,80780,0.102072016,1246,212,151,9,33.3003426,14773,17059,-2286,22351,25214,-2863,17447,17928,-481,308,353,-45,495,543,-48
1002350171,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1002350171?gameHash=41265ec7f4199730,EULCS,2018-1,43120.60885,1,2,8.01,100,Blue,Team,Team,G2 Esports,NA,Shen,Malzahar,Kha'zix,Sejuani,Camille,45.08333333,0,7,12,21,7,12,NA,NA,NA,NA,0,0,1,7.65375,0.155268022,0.266173752,0.421441774,1,15.06751667,3,1,3,0,1,0,1,1,0,1,0,16.79071667,0,13.22151667,0,0,6,10,0,21.1276,1,2,84938,1884.022181,NA,NA,268,5.944547135,1,100,2.218114603,47,47,0.538461538,0.327102804,82458,1186.44732,78225,-0.040087692,1452,278,176,46,38.37338262,15427,15524,-97,23195,25111,-1916,18895,18620,275,357,333,24,563,559,4
1002350171,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1002350171?gameHash=41265ec7f4199730,EULCS,2018-1,43120.60885,1,2,8.01,200,Red,Team,Team,Roccat,NA,Zoe,Kalista,Ezreal,Varus,Caitlyn,45.08333333,1,12,7,38,12,7,NA,NA,NA,NA,1,1,0,7.65375,0.266173752,0.155268022,0.421441774,0,15.06751667,1,3,0,3,0,0,0,0,1,0,1,16.79071667,1,13.22151667,1,1,10,6,1,21.1276,2,1,96578,2142.210721,NA,NA,223,4.946395564,1,110,2.439926063,64,74,0.651515152,0.175572519,87044,1288.170055,81425,0.040087692,1405,251,162,27,36.73197782,15524,15427,97,25111,23195,1916,18620,18895,-275,333,357,-24,559,563,-4
1002350179,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1002350179?gameHash=fe464f4e99a1d286&tab=overview,EULCS,2018-1,43120.6551,1,2,8.01,100,Blue,Team,Team,Misfits,NA,Shen,Malzahar,Zoe,Gnar,Ornn,42.08333333,1,18,5,48,18,5,NA,NA,NA,NA,1,1,0,8.4764,0.427722772,0.118811881,0.546534653,0,10.73103333,2,1,1,1,0,0,0,1,1,0,0,15.27176667,1,14.63741667,0,1,10,3,1,29.29635,2,0,98341,2336.815842,NA,NA,251,5.964356436,1,103,2.447524752,63,67,0.789473684,0.316831683,87811,1441.853465,74008,0.142706177,1318,271,175,23,37.75841584,15918,15584,334,26634,23976,2658,18613,18312,301,341,339,2,532,555,-23
1002350179,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1002350179?gameHash=fe464f4e99a1d286&tab=overview,EULCS,2018-1,43120.6551,1,2,8.01,200,Red,Team,Team,Schalke 04,NA,Kalista,Xayah,Jarvan IV,Tahm Kench,Kog'Maw,42.08333333,0,5,18,11,5,18,NA,NA,NA,NA,0,0,1,8.4764,0.118811881,0.427722772,0.546534653,1,10.73103333,1,2,1,1,0,1,0,0,0,1,1,15.27176667,0,14.63741667,1,0,3,10,0,29.29635,0,2,63147,1500.522772,NA,NA,199,4.728712871,1,104,2.471287129,41,41,0.52,0.208333333,69234,1000.419802,64150,-0.142706177,1266,238,189,4,35.73861386,15584,15918,-334,23976,26634,-2658,18312,18613,-301,339,341,-2,555,532,23
1002360154,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1002360154?gameHash=48d15245939e50fe&tab=overview,EULCS,2018-1,43126.45868,2,1,8.01,100,Blue,Team,Team,Giants Gaming,NA,Kalista,Kog'Maw,Ryze,Zac,Kha'zix,39.96666667,1,16,7,44,16,7,NA,NA,NA,NA,0,0,1,8.64635,0.400333611,0.175145955,0.575479566,0,15.82455,0,4,0,4,0,0,0,0,0,0,NA,NA,0,14.12226667,0,0,10,3,1,27.9622,2,0,92421,2312.452043,NA,NA,159,3.978315263,1,50,1.251042535,40,42,0.576271186,0.148148148,76324,1263.212677,69575,0.01508964,1118,211,157,19,33.25271059,15330,16168,-838,23744,26249,-2505,17801,17574,227,332,324,8,511,510,1
1002360154,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1002360154?gameHash=48d15245939e50fe&tab=overview,EULCS,2018-1,43126.45868,2,1,8.01,200,Red,Team,Team,G2 Esports,NA,Galio,Jarvan IV,Braum,Sivir,Tristana,39.96666667,0,7,16,21,7,16,NA,NA,NA,NA,1,1,0,8.64635,0.175145955,0.400333611,0.575479566,1,15.82455,4,0,4,0,0,1,1,2,0,0,NA,NA,1,14.12226667,1,1,3,10,0,27.9622,0,2,100947,2525.779817,NA,NA,167,4.178482068,1,73,1.826522102,47,47,0.653061224,0.372727273,70190,1109.734779,68533,-0.01508964,1178,211,143,14,34.75396163,16168,15330,838,26249,23744,2505,17574,17801,-227,324,332,-8,510,511,-1
1002360171,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1002360171?gameHash=a63139e332a56880&tab=overview,EULCS,2018-1,43126.53969,2,1,8.01,100,Blue,Team,Team,Splyce,NA,Kalista,Galio,Evelynn,Zac,Sejuani,44.23333333,0,7,13,18,7,13,NA,NA,NA,NA,1,1,0,7.75315,0.158251696,0.293896006,0.452147702,1,10.58346667,2,2,2,1,0,0,2,0,0,1,NA,NA,1,13.90166667,1,1,4,11,0,22.6815,0,3,65142,1472.690279,NA,NA,170,3.843255463,1,93,2.102486812,35,41,0.573333333,0.258064516,75095,1054.548606,72695,-0.02854334,1330,231,177,11,35.29012811,16180,15307,873,25500,24135,1365,19382,18252,1130,358,338,20,561,531,30
1002360171,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1002360171?gameHash=a63139e332a56880&tab=overview,EULCS,2018-1,43126.53969,2,1,8.01,200,Red,Team,Team,Roccat,NA,Janna,Gangplank,Kog'Maw,Caitlyn,Sivir,44.23333333,1,13,7,39,13,7,NA,NA,NA,NA,0,0,1,7.75315,0.293896006,0.158251696,0.452147702,0,10.58346667,2,2,1,2,0,0,0,1,1,0,NA,NA,0,13.90166667,0,0,11,4,1,22.6815,3,0,86160,1947.852298,NA,NA,219,4.951017332,1,69,1.55990957,48,53,0.666666667,0.312,92609,1450.494348,74800,0.02854334,1417,287,174,50,38.52298417,15307,16180,-873,24135,25500,-1365,18252,19382,-1130,338,358,-20,531,561,-30
1002360184,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1002360184?gameHash=c45aa526acc236e5,EULCS,2018-1,43126.59502,2,1,8.01,100,Blue,Team,Team,Misfits,NA,Ryze,Sivir,Ezreal,Jayce,Camille,31.7,1,7,0,20,7,0,NA,NA,NA,NA,1,1,0,9.196116667,0.220820189,0,0.220820189,1,12.17056667,3,0,3,0,2,0,1,0,0,0,0,14.08168333,0,19.70568333,0,1,8,2,1,30.55253333,1,0,54459,1717.949527,NA,NA,167,5.268138801,1,75,2.365930599,34,36,0.666666667,0.260869565,63091,1334.782334,50100,-0.019762846,1110,214,137,19,41.76656151,16208,15227,981,24510,23284,1226,19291,18447,844,366,347,19,592,555,37
1002360184,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1002360184?gameHash=c45aa526acc236e5,EULCS,2018-1,43126.59502,2,1,8.01,200,Red,Team,Team,H2K,NA,Kalista,Xayah,Galio,Ornn,Kha'zix,31.7,0,0,7,0,0,7,NA,NA,NA,NA,0,0,1,9.196116667,0,0.220820189,0.220820189,0,12.17056667,0,3,0,3,0,0,0,0,0,0,1,14.08168333,1,19.70568333,1,0,2,8,0,30.55253333,0,1,48140,1518.611987,NA,NA,163,5.141955836,1,72,2.271293375,29,34,0.578947368,0.290697674,52327,995.2239748,51100,0.019762846,1045,163,128,10,38.10725552,15227,16208,-981,23284,24510,-1226,18447,19291,-844,347,366,-19,555,592,-37
1002360194,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1002360194?gameHash=908127c18e50cca8&tab=overview,EULCS,2018-1,43126.64009,2,1,8.01,100,Blue,Team,Team,Fnatic,NA,Tahm Kench,Kalista,Zoe,Jayce,Camille,41,0,5,12,11,5,12,NA,NA,NA,NA,0,0,1,7.15305,0.12195122,0.292682927,0.414634146,0,14.22473333,2,2,1,2,0,1,0,0,1,0,1,16.06265,1,13.011,0,0,5,10,0,26.67726667,1,1,70459,1718.512195,NA,NA,231,5.634146341,1,84,2.048780488,68,72,0.637681159,0.305343511,75881,1205.146341,72175,-0.063715627,1315,244,167,13,38.02439024,15810,16148,-338,25693,25449,244,19223,19185,38,361,342,19,580,557,23
1002360194,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1002360194?gameHash=908127c18e50cca8&tab=overview,EULCS,2018-1,43126.64009,2,1,8.01,200,Red,Team,Team,Vitality,NA,Gnar,Ornn,Alistar,Shen,Cho'gath,41,1,12,5,15,12,5,NA,NA,NA,NA,1,1,0,7.15305,0.292682927,0.12195122,0.414634146,1,14.22473333,2,2,2,1,1,0,0,1,0,1,0,16.06265,0,13.011,1,1,10,5,1,26.67726667,1,1,73917,1802.853659,NA,NA,200,4.87804878,1,109,2.658536585,62,67,0.527027027,0.345132743,81458,1341.170732,76925,0.063715627,1405,250,168,28,40.36585366,16148,15810,338,25449,25693,-244,19185,19223,-38,342,361,-19,557,580,-23
1002360202,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1002360202?gameHash=8ccf4628e78ffdd3&tab=overview,EULCS,2018-1,43126.68679,2,1,8.01,100,Blue,Team,Team,Unicorns of Love,NA,Kha'zix,Rengar,Alistar,Gnar,Zoe,35.91666667,0,4,10,12,4,10,NA,NA,NA,NA,0,0,1,7.255316667,0.11136891,0.278422274,0.389791183,0,9.769533333,0,4,0,4,0,0,0,0,0,0,NA,NA,0,15.03435,0,0,2,10,0,27.52458333,0,1,50978,1419.341067,NA,NA,168,4.6774942,1,71,1.976798144,30,35,0.56,0.265060241,60162,1024.677494,58335,-0.083607096,1111,198,151,12,36.44547564,14870,16245,-1375,22836,24206,-1370,18020,19562,-1542,327,373,-46,523,588,-65
1002360202,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1002360202?gameHash=8ccf4628e78ffdd3&tab=overview,EULCS,2018-1,43126.68679,2,1,8.01,200,Red,Team,Team,Schalke 04,NA,Evelynn,Ryze,Kalista,Sejuani,Zac,35.91666667,1,10,4,28,10,4,NA,NA,NA,NA,1,1,0,7.255316667,0.278422274,0.11136891,0.389791183,1,9.769533333,4,0,4,0,0,1,3,0,0,0,NA,NA,1,15.03435,1,1,10,2,1,27.52458333,1,0,57443,1599.341067,NA,NA,169,4.705336427,1,70,1.948955916,39,41,0.6875,0.291262136,71241,1333.141531,63425,0.083607096,1200,185,113,29,38.56148492,16245,14870,1375,24206,22836,1370,19562,18020,1542,373,327,46,588,523,65
1002350239,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1002350239?gameHash=f76df41f72405f22,EULCS,2018-1,43127.43796,2,2,8.01,100,Blue,Team,Team,Giants Gaming,NA,Vladimir,Zoe,Jayce,Veigar,Galio,30.11666667,1,6,3,19,6,3,NA,NA,NA,NA,0,0,1,2.394883333,0.199225235,0.099612618,0.298837853,1,8.601933333,1,1,1,1,1,0,0,0,0,0,NA,NA,0,8.205483333,1,1,8,3,1,27.22506667,1,0,50533,1677.908135,NA,NA,145,4.814609851,1,71,2.357498616,24,26,0.529411765,0.22972973,57612,1255.205313,50960,0.012181278,1030,179,149,7,40.14388489,15855,16873,-1018,24112,24906,-794,18159,18413,-254,352,361,-9,581,577,4
1002350239,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1002350239?gameHash=f76df41f72405f22,EULCS,2018-1,43127.43796,2,2,8.01,200,Red,Team,Team,H2K,NA,Tahm Kench,Kalista,Sejuani,Kha'zix,Skarner,30.11666667,0,3,6,5,3,6,NA,NA,NA,NA,1,1,0,2.394883333,0.099612618,0.199225235,0.298837853,0,8.601933333,1,1,1,1,0,0,1,0,0,0,NA,NA,1,8.205483333,0,0,3,8,0,27.22506667,0,1,34910,1159.158827,NA,NA,161,5.345877144,1,64,2.125069175,28,32,0.607142857,0.272727273,51851,1063.915883,50343,-0.012181278,1002,196,128,5,39.77863863,16873,15855,1018,24906,24112,794,18413,18159,254,361,352,9,577,581,-4
1002350252,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1002350252?gameHash=17fca7406e407a26&tab=overview,EULCS,2018-1,43127.492,2,2,8.01,100,Blue,Team,Team,Roccat,NA,Zoe,Sejuani,Kog'Maw,Zac,Jarvan IV,31.51666667,1,12,2,40,12,2,NA,NA,NA,NA,0,0,1,8.357016667,0.380750925,0.063458488,0.444209413,0,16.39028333,0,2,0,2,0,0,0,0,0,0,1,13.87743333,0,14.43045,1,0,11,3,1,25.60395,1,0,72177,2290.121629,NA,NA,135,4.283447911,1,81,2.570068747,47,49,0.62962963,0.325,64217,1381.83395,55818,0.048630099,1022,191,141,12,38.48757271,15705,17052,-1347,23636,26601,-2965,18949,19635,-686,344,366,-22,565,552,13
1002350252,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1002350252?gameHash=17fca7406e407a26&tab=overview,EULCS,2018-1,43127.492,2,2,8.01,200,Red,Team,Team,Unicorns of Love,NA,Evelynn,Ryze,Tahm Kench,Gnar,Kha'zix,31.51666667,0,2,12,5,2,12,NA,NA,NA,NA,1,1,0,8.357016667,0.063458488,0.380750925,0.444209413,1,16.39028333,2,0,2,0,0,0,1,1,0,0,0,13.87743333,1,14.43045,0,1,3,11,0,25.60395,0,1,42293,1341.924907,NA,NA,168,5.330512956,1,48,1.523003702,24,30,0.553571429,0.215189873,56262,1129.427816,53168,-0.048630099,1007,189,144,4,37.94817557,17052,15705,1347,26601,23636,2965,19635,18949,686,366,344,22,552,565,-13
1002350261,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1002350261?gameHash=a9abbea74324b54a,EULCS,2018-1,43127.53001,2,2,8.01,100,Blue,Team,Team,Misfits,NA,Ryze,Galio,Ezreal,Jayce,Gangplank,31.33333333,1,14,3,25,14,3,NA,NA,NA,NA,1,1,0,2.683183333,0.446808511,0.095744681,0.542553191,0,16.77958333,0,2,0,2,0,0,0,0,0,0,0,14.44573333,0,9.837966667,0,0,8,6,1,21.8728,2,0,56248,1795.148936,NA,NA,164,5.234042553,1,49,1.563829787,38,48,0.615384615,0.264705882,63340,1365.510638,57325,0.087049914,978,188,134,20,37.21276596,15001,16274,-1273,23722,26662,-2940,17589,18538,-949,312,339,-27,522,571,-49
