gameid,url,league,split,date,week,game,patchno,playerid,side,position,player,team,champion,ban1,ban2,ban3,ban4,ban5,gamelength,result,k,d,a,teamkills,teamdeaths,doubles,triples,quadras,pentas,fb,fbassist,fbvictim,fbtime,kpm,okpm,ckpm,fd,fdtime,teamdragkills,oppdragkills,elementals,oppelementals,firedrakes,waterdrakes,earthdrakes,airdrakes,elders,oppelders,herald,heraldtime,ft,fttime,firstmidouter,firsttothreetowers,teamtowerkills,opptowerkills,fbaron,fbarontime,teambaronkills,oppbaronkills,dmgtochamps,dmgtochampsperminute,dmgshare,earnedgoldshare,wards,wpm,wardshare,wardkills,wcpm,visionwards,visionwardbuys,visiblewardclearrate,invisiblewardclearrate,totalgold,earnedgpm,goldspent,gspd,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,oppgoldat10,gdat10,goldat15,oppgoldat15,gdat15,xpat10,oppxpat10,xpdat10,csat10,oppcsat10,csdat10,csat15,oppcsat15,csdat15
2018-111OMGFunplus Phoenix,NA,LPL,2018-1,NA,1,1,8.1,100,Blue,Team,Team,OMG,NA,Kog'Maw,Tahm Kench,Jarvan IV,Rek'Sai,Kha'zix,29.13333333,1,18,2,47,18,2,NA,NA,NA,NA,NA,NA,NA,NA,0.61784897,0.068649886,0.686498856,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-111OMGFunplus Phoenix,NA,LPL,2018-1,NA,1,1,8.1,200,Red,Team,Team,Funplus Phoenix,NA,Alistar,Zoe,Ryze,Shen,Braum,29.13333333,0,2,18,4,2,18,NA,NA,NA,NA,NA,NA,NA,NA,0.068649886,0.61784897,0.686498856,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-112OMGFunplus Phoenix,NA,LPL,2018-1,NA,1,2,8.1,100,Blue,Team,Team,OMG,NA,Kog'Maw,Tahm Kench,Jarvan IV,Vayne,Caitlyn,36.38333333,1,25,7,57,25,7,NA,NA,NA,NA,NA,NA,NA,NA,0.687127806,0.192395786,0.879523591,NA,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-112OMGFunplus Phoenix,NA,LPL,2018-1,NA,1,2,8.1,200,Red,Team,Team,Funplus Phoenix,NA,Alistar,Kalista,Sejuani,Rengar,Rek'Sai,36.38333333,0,7,25,20,7,25,NA,NA,NA,NA,NA,NA,NA,NA,0.192395786,0.687127806,0.879523591,NA,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-111Funplus PhoenixSnake Esports,NA,LPL,2018-1,NA,1,1,8.1,100,Blue,Team,Team,Funplus Phoenix,NA,Alistar,Kalista,Azir,Tahm Kench,Braum,37.81666667,1,20,11,51,20,11,NA,NA,NA,NA,NA,NA,NA,NA,0.528867342,0.290877038,0.819744381,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-111Funplus PhoenixSnake Esports,NA,LPL,2018-1,NA,1,1,8.1,200,Red,Team,Team,Snake Esports,NA,Kog'Maw,Jarvan IV,Ornn,Sejuani,Vayne,37.81666667,0,11,20,30,11,20,NA,NA,NA,NA,NA,NA,NA,NA,0.290877038,0.528867342,0.819744381,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69890,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-112Snake EsportsFunplus Phoenix,NA,LPL,2018-1,NA,1,2,8.1,100,Blue,Team,Team,Snake Esports,NA,Kog'Maw,Taric,Ornn,Camille,Gnar,41.11666667,1,19,15,51,19,15,NA,NA,NA,NA,NA,NA,NA,NA,0.462099716,0.364815565,0.826915282,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-112Snake EsportsFunplus Phoenix,NA,LPL,2018-1,NA,1,2,8.1,200,Red,Team,Team,Funplus Phoenix,NA,Kalista,Vladimir,Alistar,Shen,Miss Fortune,41.11666667,0,15,19,29,15,19,NA,NA,NA,NA,NA,NA,NA,NA,0.364815565,0.462099716,0.826915282,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-113Funplus PhoenixSnake Esports,NA,LPL,2018-1,NA,1,3,8.1,100,Blue,Team,Team,Funplus Phoenix,NA,Kalista,Alistar,Ryze,Braum,Shen,39.1,1,21,7,43,21,7,NA,NA,NA,NA,NA,NA,NA,NA,0.537084399,0.179028133,0.716112532,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-113Funplus PhoenixSnake Esports,NA,LPL,2018-1,NA,1,3,8.1,200,Red,Team,Team,Snake Esports,NA,Kog'Maw,Jarvan IV,Taric,Sejuani,Lee Sin,39.1,0,7,21,11,7,21,NA,NA,NA,NA,NA,NA,NA,NA,0.179028133,0.537084399,0.716112532,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-111Invictus GamingRoyal Never Give Up,NA,LPL,2018-1,NA,1,1,8.1,100,Blue,Team,Team,Invictus Gaming,NA,Azir,Malzahar,Camille,Illaoi,Vladimir,26.46666667,1,12,4,32,12,4,NA,NA,NA,NA,NA,NA,NA,NA,0.453400504,0.151133501,0.604534005,NA,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-111Invictus GamingRoyal Never Give Up,NA,LPL,2018-1,NA,1,1,8.1,200,Red,Team,Team,Royal Never Give Up,NA,Zoe,Kalista,Miss Fortune,Lee Sin,Alistar,26.46666667,0,4,12,13,4,12,NA,NA,NA,NA,NA,NA,NA,NA,0.151133501,0.453400504,0.604534005,NA,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-112Royal Never Give UpInvictus Gaming,NA,LPL,2018-1,NA,1,2,8.1,100,Blue,Team,Team,Royal Never Give Up,NA,Zoe,Tahm Kench,Miss Fortune,Kha'zix,Lee Sin,28,1,13,3,38,13,3,NA,NA,NA,NA,NA,NA,NA,NA,0.464285714,0.107142857,0.571428571,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-112Royal Never Give UpInvictus Gaming,NA,LPL,2018-1,NA,1,2,8.1,200,Red,Team,Team,Invictus Gaming,NA,Camille,Ornn,Malzahar,Ezreal,Jhin,28,0,3,13,7,3,13,NA,NA,NA,NA,NA,NA,NA,NA,0.107142857,0.464285714,0.571428571,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-113Invictus GamingRoyal Never Give Up,NA,LPL,2018-1,NA,1,3,8.1,100,Blue,Team,Team,Invictus Gaming,NA,Azir,Malzahar,Camille,Illaoi,Vladimir,35.75,0,11,21,23,11,21,NA,NA,NA,NA,NA,NA,NA,NA,0.307692308,0.587412587,0.895104895,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-113Invictus GamingRoyal Never Give Up,NA,LPL,2018-1,NA,1,3,8.1,200,Red,Team,Team,Royal Never Give Up,NA,Zoe,Tahm Kench,Jarvan IV,Orianna,Cassiopeia,35.75,1,21,11,49,21,11,NA,NA,NA,NA,NA,NA,NA,NA,0.587412587,0.307692308,0.895104895,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-111JD GamingLGD Gaming,NA,LPL,2018-1,NA,1,1,8.1,100,Blue,Team,Team,JD Gaming,NA,Camille,Kalista,Alistar,Yasuo,Jayce,31.33333333,1,7,0,21,7,0,NA,NA,NA,NA,NA,NA,NA,NA,0.223404255,0,0.223404255,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-111JD GamingLGD Gaming,NA,LPL,2018-1,NA,1,1,8.1,200,Red,Team,Team,LGD Gaming,NA,Ornn,Azir,Kog'Maw,Shyvana,Braum,31.33333333,0,0,7,0,0,7,NA,NA,NA,NA,NA,NA,NA,NA,0,0.223404255,0.223404255,NA,NA,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-112LGD GamingJD Gaming,NA,LPL,2018-1,NA,1,2,8.1,100,Blue,Team,Team,LGD Gaming,NA,Ornn,Zoe,Alistar,Kha'zix,Gnar,26.7,0,6,14,15,6,14,NA,NA,NA,NA,NA,NA,NA,NA,0.224719101,0.524344569,0.74906367,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-112LGD GamingJD Gaming,NA,LPL,2018-1,NA,1,2,8.1,200,Red,Team,Team,JD Gaming,NA,Kalista,Camille,Riven,Sejuani,Jayce,26.7,1,14,6,38,14,6,NA,NA,NA,NA,NA,NA,NA,NA,0.524344569,0.224719101,0.74906367,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-111OMGTeam WE,NA,LPL,2018-1,NA,1,1,8.1,100,Blue,Team,Team,OMG,NA,Malzahar,Kog'Maw,Kalista,Rakan,Tahm Kench,33.43333333,0,6,15,13,6,15,NA,NA,NA,NA,NA,NA,NA,NA,0.179461615,0.448654038,0.628115653,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-111OMGTeam WE,NA,LPL,2018-1,NA,1,1,8.1,200,Red,Team,Team,Team WE,NA,Alistar,Ornn,Camille,LeBlanc,Vladimir,33.43333333,1,15,6,43,15,6,NA,NA,NA,NA,NA,NA,NA,NA,0.448654038,0.179461615,0.628115653,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-112OMGTeam WE,NA,LPL,2018-1,NA,1,2,8.1,100,Blue,Team,Team,OMG,NA,Malzahar,Zoe,Kog'Maw,Azir,Braum,29.5,0,2,14,6,2,14,NA,NA,NA,NA,NA,NA,NA,NA,0.06779661,0.474576271,0.542372881,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-112OMGTeam WE,NA,LPL,2018-1,NA,1,2,8.1,200,Red,Team,Team,Team WE,NA,Alistar,Ornn,Camille,Leona,Maokai,29.5,1,14,2,34,14,2,NA,NA,NA,NA,NA,NA,NA,NA,0.474576271,0.06779661,0.542372881,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-111Rogue WarriorsInvictus Gaming,NA,LPL,2018-1,NA,1,1,8.1,100,Blue,Team,Team,Rogue Warriors,NA,Zoe,Camille,Ezreal,Jarvan IV,Kha'zix,37.53333333,0,5,14,7,5,14,NA,NA,NA,NA,NA,NA,NA,NA,0.13321492,0.373001776,0.506216696,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-111Rogue WarriorsInvictus Gaming,NA,LPL,2018-1,NA,1,1,8.1,200,Red,Team,Team,Invictus Gaming,NA,Kog'Maw,Ryze,Malzahar,Alistar,Braum,37.53333333,1,14,5,32,14,5,NA,NA,NA,NA,NA,NA,NA,NA,0.373001776,0.13321492,0.506216696,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-112Rogue WarriorsInvictus Gaming,NA,LPL,2018-1,NA,1,2,8.1,100,Blue,Team,Team,Rogue Warriors,NA,Zoe,Tahm Kench,Camille,Orianna,Lee Sin,23.46666667,0,4,20,6,4,20,NA,NA,NA,NA,NA,NA,NA,NA,0.170454545,0.852272727,1.022727273,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-112Rogue WarriorsInvictus Gaming,NA,LPL,2018-1,NA,1,2,8.1,200,Red,Team,Team,Invictus Gaming,NA,Kog'Maw,Ryze,Malzahar,Azir,Kassadin,23.46666667,1,20,4,47,20,4,NA,NA,NA,NA,NA,NA,NA,NA,0.852272727,0.170454545,1.022727273,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-111Rogue WarriorsTopsports Gaming,NA,LPL,2018-1,NA,1,1,8.1,100,Blue,Team,Team,Rogue Warriors,NA,Zoe,Azir,Jarvan IV,Gnar,Camille,29.16666667,1,10,7,29,10,7,NA,NA,NA,NA,NA,NA,NA,NA,0.342857143,0.24,0.582857143,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-111Rogue WarriorsTopsports Gaming,NA,LPL,2018-1,NA,1,1,8.1,200,Red,Team,Team,Topsports Gaming,NA,Malzahar,Ryze,Tahm Kench,Kassadin,Vladimir,29.16666667,0,7,10,16,7,10,NA,NA,NA,NA,NA,NA,NA,NA,0.24,0.342857143,0.582857143,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-112Rogue WarriorsTopsports Gaming,NA,LPL,2018-1,NA,1,2,8.1,100,Blue,Team,Team,Rogue Warriors,NA,Zoe,Azir,Jarvan IV,Gnar,Taliyah,30,1,11,1,28,11,1,NA,NA,NA,NA,NA,NA,NA,NA,0.366666667,0.033333333,0.4,NA,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-112Rogue WarriorsTopsports Gaming,NA,LPL,2018-1,NA,1,2,8.1,200,Red,Team,Team,Topsports Gaming,NA,Malzahar,Ryze,Kalista,Kassadin,Karma,30,0,1,11,2,1,11,NA,NA,NA,NA,NA,NA,NA,NA,0.033333333,0.366666667,0.4,NA,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-111LGD GamingSuning Gaming,NA,LPL,2018-1,NA,1,1,8.1,100,Blue,Team,Team,LGD Gaming,NA,Malzahar,Tahm Kench,Ornn,Vladimir,Taric,21.36666667,0,3,17,1,3,17,NA,NA,NA,NA,NA,NA,NA,NA,0.140405616,0.795631825,0.936037441,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-111LGD GamingSuning Gaming,NA,LPL,2018-1,NA,1,1,8.1,200,Red,Team,Team,Suning Gaming,NA,Azir,Sejuani,Kog'Maw,Zac,Kha'zix,21.36666667,1,17,3,35,17,3,NA,NA,NA,NA,NA,NA,NA,NA,0.795631825,0.140405616,0.936037441,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-112LGD GamingSuning Gaming,NA,LPL,2018-1,NA,1,2,8.1,100,Blue,Team,Team,LGD Gaming,NA,Malzahar,Ornn,Zoe,Taric,Braum,27.26666667,1,15,4,44,15,4,NA,NA,NA,NA,NA,NA,NA,NA,0.550122249,0.146699267,0.696821516,NA,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-112LGD GamingSuning Gaming,NA,LPL,2018-1,NA,1,2,8.1,200,Red,Team,Team,Suning Gaming,NA,Azir,Sejuani,Kog'Maw,Zac,Kha'zix,27.26666667,0,4,15,8,4,15,NA,NA,NA,NA,NA,NA,NA,NA,0.146699267,0.550122249,0.696821516,NA,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-113LGD GamingSuning Gaming,NA,LPL,2018-1,NA,1,3,8.1,100,Blue,Team,Team,LGD Gaming,NA,Malzahar,Zoe,Ornn,Vladimir,Cassiopeia,30.23333333,0,2,12,1,2,12,NA,NA,NA,NA,NA,NA,NA,NA,0.06615215,0.3969129,0.46306505,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-113LGD GamingSuning Gaming,NA,LPL,2018-1,NA,1,3,8.1,200,Red,Team,Team,Suning Gaming,NA,Sejuani,Kog'Maw,Azir,Kalista,Sivir,30.23333333,1,12,2,29,12,2,NA,NA,NA,NA,NA,NA,NA,NA,0.3969129,0.06615215,0.46306505,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-111Topsports GamingSuning Gaming,NA,LPL,2018-1,NA,1,1,8.1,100,Blue,Team,Team,Topsports Gaming,NA,Camille,Shyvana,Ornn,Gangplank,Thresh,36.36666667,0,8,20,20,8,20,NA,NA,NA,NA,NA,NA,NA,NA,0.219981668,0.54995417,0.769935839,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-111Topsports GamingSuning Gaming,NA,LPL,2018-1,NA,1,1,8.1,200,Red,Team,Team,Suning Gaming,NA,Azir,Sejuani,Jarvan IV,Shen,Kog'Maw,36.36666667,1,20,9,43,20,9,NA,NA,NA,NA,NA,NA,NA,NA,0.54995417,0.219981668,0.769935839,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
